run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,session_slice,early,525,36.77,0.401991,0.070038
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,session_slice,late,400,64.1,0.306279,0.16025
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,session_slice,mid,381,15.79,0.29173,0.041444
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,volatility_regime,feature_missing,8,-5.12,0.006126,-0.64
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,volatility_regime,vol_high,446,-45.58,0.341501,-0.102197
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,volatility_regime,vol_low,516,-13.71,0.3951,-0.02657
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,volatility_regime,vol_mid,336,181.07,0.257274,0.538899
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,trend_regime,downtrend,853,238.13,0.653139,0.279168
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,trend_regime,feature_missing,8,-5.12,0.006126,-0.64
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,trend_regime,range_or_weak_trend,445,-116.35,0.340735,-0.261461
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,adx_bucket,adx_20_25,189,78.76,0.144717,0.41672
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,adx_bucket,adx_gt25,664,159.37,0.508423,0.240015
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,adx_bucket,adx_lt20,445,-116.35,0.340735,-0.261461
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,adx_bucket,feature_missing,8,-5.12,0.006126,-0.64
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,validation,spread_regime,spread_low,1306,116.66,1.0,0.089326
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,session_slice,early,375,155.14,0.404095,0.413707
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,session_slice,late,267,91.52,0.287716,0.342772
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,session_slice,mid,286,-106.62,0.30819,-0.372797
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,volatility_regime,feature_missing,17,-17.68,0.018319,-1.04
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,volatility_regime,vol_high,329,219.42,0.354526,0.66693
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,volatility_regime,vol_low,286,-145.95,0.30819,-0.510315
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,volatility_regime,vol_mid,296,84.25,0.318966,0.284628
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,trend_regime,downtrend,623,71.11,0.671336,0.114141
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,trend_regime,feature_missing,17,-17.68,0.018319,-1.04
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,trend_regime,range_or_weak_trend,288,86.61,0.310345,0.300729
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,adx_bucket,adx_20_25,114,1.03,0.122845,0.009035
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,adx_bucket,adx_gt25,509,70.08,0.548491,0.137682
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,adx_bucket,adx_lt20,288,86.61,0.310345,0.300729
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,adx_bucket,feature_missing,17,-17.68,0.018319,-1.04
run50P_nf_h10c2_s390l280_b_sadx_logreg_deep_v1,nf_h10c2_s390l280_b_sadx,oos,spread_regime,spread_low,928,140.04,1.0,0.150905
