variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
nfv_h6_s37l24_bcm,nonflat_vol_low_hold6_tier_b_core_mixed_gate,run50V_nfv_h6_s37l24_bcm_logreg_deep_v1,completed,a_stage56_nfv_h6_s37l24_bcm_a_s370_l240_m000__b_stage56_nfv_h6_s37l24_bcm_b_s450_l450_m000__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_blockbothvollow,0.37,0.24,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1283,125.65,1.03,1019,92.04,1.03,5,-81.76,0.07,11,10.05,1.74,1291,7.054645,153.96,1.04,256.52,425,866,1033,5.297436,107.69,1.04,267.28,346,687,,,{},nfv_h6_s37l24,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s37l24_bcm/mt5/reports/Project_Obsidian_Prime_v2_run50V_nfv_h6_s37l24_bcm_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s37l24_bcm/mt5/reports/Project_Obsidian_Prime_v2_run50V_nfv_h6_s37l24_bcm_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s37l24_bcm/summary.json,shortened-id repair of run50U gated Tier B core-or-mixed fallback
nfv_h6_s39l23_bcm,nonflat_vol_low_hold6_tier_b_core_mixed_gate,run50V_nfv_h6_s39l23_bcm_logreg_deep_v1,completed,a_stage56_nfv_h6_s39l23_bcm_a_s390_l230_m000__b_stage56_nfv_h6_s39l23_bcm_b_s450_l450_m000__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_blockbothvollow,0.39,0.23,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1261,175.09,1.05,1000,64.12,1.02,5,-81.76,0.07,11,10.05,1.74,1269,6.934426,203.4,1.06,256.52,408,861,1014,5.200000,79.77,1.03,269.45,332,682,,,{},nfv_h6_s39l23,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bcm/mt5/reports/Project_Obsidian_Prime_v2_run50V_nfv_h6_s39l23_bcm_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bcm/mt5/reports/Project_Obsidian_Prime_v2_run50V_nfv_h6_s39l23_bcm_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bcm/summary.json,shortened-id stronger short filter with gated Tier B core-or-mixed fallback
nfv_h6_s39l23_bmx,nonflat_vol_low_hold6_tier_b_mixed_gate,run50V_nfv_h6_s39l23_bmx_logreg_deep_v1,completed,a_stage56_nfv_h6_s39l23_bmx_a_s390_l230_m000__b_stage56_nfv_h6_s39l23_bmx_b_s450_l450_m000__hold6__cool0__bsub_Bmixedpartialcontext__side_blockbothvollow,0.39,0.23,0.0,0.45,0.45,0.0,6,,B_mixed_partial_context,1261,175.09,1.05,1000,64.12,1.02,5,-97.63,0.06,11,10.05,1.74,1269,6.934426,199.26,1.06,256.52,408,861,1014,5.200000,79.77,1.03,269.45,332,682,,,{},nfv_h6_s39l23,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bmx/mt5/reports/Project_Obsidian_Prime_v2_run50V_nfv_h6_s39l23_bmx_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bmx/mt5/reports/Project_Obsidian_Prime_v2_run50V_nfv_h6_s39l23_bmx_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bmx/summary.json,shortened-id stronger short filter with mixed-only Tier B fallback
nfv_h6_s39l23_bma,nonflat_vol_low_hold6_tier_b_macro_gate,run50V_nfv_h6_s39l23_bma_logreg_deep_v1,completed,a_stage56_nfv_h6_s39l23_bma_a_s390_l230_m000__b_stage56_nfv_h6_s39l23_bma_b_s450_l450_m000__hold6__cool0__bsub_Bmacromissing__side_blockbothvollow,0.39,0.23,0.0,0.45,0.45,0.0,6,,B_macro_missing,1261,175.09,1.05,1000,64.12,1.02,8,129.22,7.14,16,-33.04,0.83,1300,7.103825,171.17,1.05,256.52,407,893,1031,5.287179,96.88,1.03,263.97,334,697,,,{},nfv_h6_s39l23,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bma/mt5/reports/Project_Obsidian_Prime_v2_run50V_nfv_h6_s39l23_bma_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bma/mt5/reports/Project_Obsidian_Prime_v2_run50V_nfv_h6_s39l23_bma_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_vol_low,True,32,32,True,0.0,0.19637160003185267,True,0.0,0.19637160003185267,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50V/nfv_h6_s39l23_bma/summary.json,shortened-id stronger short filter with macro-missing Tier B fallback
