variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
et40s25_c0_h8_a,cooldown_density_repair_aonly,run50AR_et40s25_c0_h8_a_logreg_deep_v1,completed,a_stage56_et40s25_c0_h8_a_a_s260_l170_m000__b_disabled__hold8__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_adxs2025,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,1209,61.18,1.02,948,765.43,1.31,9,-80.17,0.12,17,-9.55,0.78,1209,6.606557,61.18,1.02,398.05,605,604,948,4.861538,765.43,1.31,193.45,458,490,,,{},et40s25_c0_h8_a,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h8_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c0_h8_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h8_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c0_h8_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,False,0.0,adx_s20_25,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h8_a/summary.json,run50AQ et40s25a with cooldown removed to test whether OOS density can recover without losing PF/cost/same-move discipline
et40s25_c4_h8_a,cooldown_density_repair_aonly,run50AR_et40s25_c4_h8_a_logreg_deep_v1,completed,a_stage56_et40s25_c4_h8_a_a_s260_l170_m000__b_disabled__hold8__cool4__bsub_Bcoreonly_Bmixedpartialcontext__side_adxs2025,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,992,29.91,1.01,765,554.97,1.28,5,-1.06,0.89,13,6.01,1.18,992,5.420765,29.91,1.01,401.37,507,485,765,3.923077,554.97,1.28,189.12,376,389,,,{},et40s25_c4_h8_a,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c4_h8_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c4_h8_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c4_h8_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c4_h8_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,4,False,0.0,adx_s20_25,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c4_h8_a/summary.json,run50AQ et40s25a with half cooldown to test density recovery against same-move split trading
et40s25_c0_h6_a,hold_compression_density_repair_aonly,run50AR_et40s25_c0_h6_a_logreg_deep_v1,completed,a_stage56_et40s25_c0_h6_a_a_s260_l170_m000__b_disabled__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_adxs2025,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1355,147.86,1.04,1073,655.4,1.25,9,-81.14,0.12,17,9.54,1.41,1355,7.404372,147.86,1.04,455.93,675,680,1073,5.502564,655.4,1.25,187.89,515,558,,,{},et40s25_c0_h6_a,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h6_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c0_h6_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h6_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c0_h6_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,False,0.0,adx_s20_25,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h6_a/summary.json,hold6 plus no cooldown to stress density; should fail if density comes mainly from split re-entry
et40s25_c4_h6_a,hold_compression_density_repair_aonly,run50AR_et40s25_c4_h6_a_logreg_deep_v1,completed,a_stage56_et40s25_c4_h6_a_a_s260_l170_m000__b_disabled__hold6__cool4__bsub_Bcoreonly_Bmixedpartialcontext__side_adxs2025,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1024,-238.57,0.91,803,481.02,1.25,6,2.33,1.28,16,-11.35,0.54,1024,5.595628,-238.57,0.91,406.97,520,504,803,4.117949,481.02,1.25,188.01,389,414,,,{},et40s25_c4_h6_a,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c4_h6_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c4_h6_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c4_h6_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c4_h6_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,4,False,0.0,adx_s20_25,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c4_h6_a/summary.json,hold6 plus cooldown4 to compare density and same-move survival against cooldown0
et40adxweak_c0_h8_a,weak_trend_firewall_quality_repair_aonly,run50AR_et40adxweak_c0_h8_a_logreg_deep_v1,completed,a_stage56_et40adxweak_c0_h8_a_a_s260_l170_m000__b_disabled__hold8__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_adxs0025l0020,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,908,-0.32,1.0,681,646.97,1.36,8,-84.92,0.04,12,-4.81,0.83,908,4.961749,-0.32,1.0,445.07,426,482,681,3.492308,646.97,1.36,174.67,309,372,,,{},et40adxweak_c0_h8_a,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40adxweak_c0_h8_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40adxweak_c0_h8_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40adxweak_c0_h8_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40adxweak_c0_h8_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,False,0.0,adx_s00_25_l00_20,True,34,34,True,0.0,25.0,True,0.0,20.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40adxweak_c0_h8_a/summary.json,block short ADX<=25 and long ADX<20 after run50AQ validation weak-trend damage; cooldown0 tests if density can recover
et40adxweak_c0_h6_a,weak_trend_firewall_quality_repair_aonly,run50AR_et40adxweak_c0_h6_a_logreg_deep_v1,completed,a_stage56_et40adxweak_c0_h6_a_a_s260_l170_m000__b_disabled__hold6__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_adxs0025l0020,0.26,0.17,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1013,49.59,1.02,785,321.81,1.16,8,-18.09,0.34,13,12.74,1.67,1013,5.535519,49.59,1.02,393.41,479,534,785,4.025641,321.81,1.16,151.93,360,425,,,{},et40adxweak_c0_h6_a,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40adxweak_c0_h6_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40adxweak_c0_h6_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40adxweak_c0_h6_a/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40adxweak_c0_h6_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,False,0.0,adx_s00_25_l00_20,True,34,34,True,0.0,25.0,True,0.0,20.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40adxweak_c0_h6_a/summary.json,same weak-trend firewall under hold6; tests whether shorter lifecycle can offset filtered-route density loss
et40s25_c0_h8_b,tier_b_damage_control_comparison,run50AR_et40s25_c0_h8_b_logreg_deep_v1,completed,a_stage56_et40s25_c0_h8_b_a_s260_l170_m000__b_stage56_et40s25_c0_h8_b_b_s450_l450_m000__hold8__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_adxs2025,0.26,0.17,0.0,0.45,0.45,0.0,8,,B_core_only;B_mixed_partial_context,1209,61.18,1.02,948,765.43,1.31,9,-80.17,0.12,17,-9.55,0.78,1216,6.644809,94.67,1.03,365.55,607,609,965,4.948718,763.47,1.31,193.45,467,498,,,{},et40s25_c0_h8_b,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h8_b/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c0_h8_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h8_b/mt5/reports/Project_Obsidian_Prime_v2_run50AR_et40s25_c0_h8_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s260l170,,balanced,,,0.5,0,False,0.0,adx_s20_25,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AR/et40s25_c0_h8_b/summary.json,matched A+B comparison for the no-cooldown density repair path; Tier B must not create hidden OOS damage
