run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,session_slice,early,493,246.12,0.501526,0.499229
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,session_slice,late,191,82.16,0.194303,0.430157
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,session_slice,mid,242,-26.91,0.246185,-0.111198
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,session_slice,outside_cash_session,57,-36.09,0.057986,-0.633158
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,volatility_regime,feature_missing,1,-5.18,0.001017,-5.18
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,volatility_regime,vol_high,697,331.42,0.709054,0.475495
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,volatility_regime,vol_low,101,-73.91,0.102747,-0.731782
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,volatility_regime,vol_mid,184,12.95,0.187182,0.07038
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,trend_regime,downtrend,796,32.09,0.809766,0.040314
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,trend_regime,feature_missing,1,-5.18,0.001017,-5.18
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,trend_regime,range_or_weak_trend,186,238.37,0.189217,1.281559
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,adx_bucket,adx_20_25,211,189.85,0.214649,0.899763
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,adx_bucket,adx_gt25,585,-157.76,0.595117,-0.269675
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,adx_bucket,adx_lt20,186,238.37,0.189217,1.281559
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,adx_bucket,feature_missing,1,-5.18,0.001017,-5.18
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,validation,spread_regime,spread_low,983,265.28,1.0,0.269868
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,session_slice,early,401,-182.08,0.567185,-0.454065
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,session_slice,late,98,85.03,0.138614,0.867653
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,session_slice,mid,182,86.82,0.257426,0.477033
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,session_slice,outside_cash_session,26,94.65,0.036775,3.640385
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,volatility_regime,feature_missing,3,7.94,0.004243,2.646667
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,volatility_regime,vol_high,461,178.88,0.652051,0.388026
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,volatility_regime,vol_low,71,-12.87,0.100424,-0.181268
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,volatility_regime,vol_mid,172,-89.53,0.243281,-0.520523
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,trend_regime,downtrend,566,0.56,0.800566,0.000989
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,trend_regime,feature_missing,3,7.94,0.004243,2.646667
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,trend_regime,range_or_weak_trend,138,75.92,0.195191,0.550145
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,adx_bucket,adx_20_25,139,8.19,0.196605,0.058921
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,adx_bucket,adx_gt25,427,-7.63,0.60396,-0.017869
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,adx_bucket,adx_lt20,138,75.92,0.195191,0.550145
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,adx_bucket,feature_missing,3,7.94,0.004243,2.646667
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,spread_regime,feature_missing,1,8.82,0.001414,8.82
run50AN_inv6_s045l045_h3_b060_lgbm_fwd6_v1,inv6_s045l045_h3_b060,oos,spread_regime,spread_low,706,75.6,0.998586,0.107082
