variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_family,label_horizon_bars,lgbm_random_seed,lgbm_n_estimators,lgbm_learning_rate,lgbm_num_leaves,lgbm_min_child_samples,lgbm_reg_lambda,lgbm_class_weight,judgment,error,summary_path,notes
lgbm6_s048l045_h4_b060,short_horizon_density_asym,run50AM_lgbm6_s048l045_h4_b060_lgbm_fwd6_v1,completed,a_stage56_lgbm6_s048l045_h4_b060_a_s480_l450_m000__b_stage56_lgbm6_s048l045_h4_b060_b_s600_l600_m000__hold4__slice_None__model_lgbm,0.48,0.45,0.0,0.6,0.6,0.0,4,,,426,-510.95,0.71,530,-510.34,0.74,0,0.0,0.0,2,14.76,0.0,406,2.2185792349726774,-496.02,0.69,511.53,122,284,550,2.8205128205128207,-448.65,0.77,509.32,199,351,747,1250,"{""oos"": {""no_tier_labelable_rows"": 189, ""routed_labelable_rows"": 9432, ""tier_a_primary_rows"": 8182, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1250}, ""train"": {""no_tier_labelable_rows"": 823, ""routed_labelable_rows"": 41666, ""tier_a_primary_rows"": 31776, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 9890}, ""validation"": {""no_tier_labelable_rows"": 245, ""routed_labelable_rows"": 13320, ""tier_a_primary_rows"": 10673, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2647}}",lgbm6_s048l045_h4_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s048l045_h4_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AM_lgbm6_s048l045_h4_b060_lgbm_fwd6_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s048l045_h4_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AM_lgbm6_s048l045_h4_b060_lgbm_fwd6_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,6,606,220,0.035,31,80,1.0,,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s048l045_h4_b060/summary.json,"fwd6 LGBM with long-friendlier threshold, hold4, strict Tier B to avoid hidden fallback damage"
lgbm6_s045l045_h4_b060,short_horizon_density_symmetric,run50AM_lgbm6_s045l045_h4_b060_lgbm_fwd6_v1,completed,a_stage56_lgbm6_s045l045_h4_b060_a_s450_l450_m000__b_stage56_lgbm6_s045l045_h4_b060_b_s600_l600_m000__hold4__slice_None__model_lgbm,0.45,0.45,0.0,0.6,0.6,0.0,4,,,468,-496.63,0.7,648,-429.19,0.81,1,-4.0,0.0,3,-7.25,0.67,471,2.5737704918032787,-496.35,0.7,496.35,195,276,653,3.348717948717949,-412.52,0.81,497.59,304,349,747,1250,"{""oos"": {""no_tier_labelable_rows"": 189, ""routed_labelable_rows"": 9432, ""tier_a_primary_rows"": 8182, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1250}, ""train"": {""no_tier_labelable_rows"": 823, ""routed_labelable_rows"": 41666, ""tier_a_primary_rows"": 31776, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 9890}, ""validation"": {""no_tier_labelable_rows"": 245, ""routed_labelable_rows"": 13320, ""tier_a_primary_rows"": 10673, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2647}}",lgbm6_s045l045_h4_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s045l045_h4_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AM_lgbm6_s045l045_h4_b060_lgbm_fwd6_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s045l045_h4_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AM_lgbm6_s045l045_h4_b060_lgbm_fwd6_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,6,607,220,0.035,31,80,1.0,,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s045l045_h4_b060/summary.json,"fwd6 LGBM high-density threshold, hold4, strict Tier B damage check"
lgbm6_s050l045_h4_b060,short_horizon_short_firewall,run50AM_lgbm6_s050l045_h4_b060_lgbm_fwd6_v1,completed,a_stage56_lgbm6_s050l045_h4_b060_a_s500_l450_m000__b_stage56_lgbm6_s050l045_h4_b060_b_s600_l600_m000__hold4__slice_None__model_lgbm,0.5,0.45,0.0,0.6,0.6,0.0,4,,,453,-496.13,0.73,495,-350.41,0.8,2,5.27,2.32,2,14.76,0.0,447,2.442622950819672,-495.84,0.73,495.84,122,325,502,2.5743589743589745,-288.19,0.83,401.95,148,354,747,1250,"{""oos"": {""no_tier_labelable_rows"": 189, ""routed_labelable_rows"": 9432, ""tier_a_primary_rows"": 8182, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1250}, ""train"": {""no_tier_labelable_rows"": 823, ""routed_labelable_rows"": 41666, ""tier_a_primary_rows"": 31776, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 9890}, ""validation"": {""no_tier_labelable_rows"": 245, ""routed_labelable_rows"": 13320, ""tier_a_primary_rows"": 10673, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2647}}",lgbm6_s050l045_h4_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s050l045_h4_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AM_lgbm6_s050l045_h4_b060_lgbm_fwd6_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s050l045_h4_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AM_lgbm6_s050l045_h4_b060_lgbm_fwd6_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,6,608,220,0.035,31,80,1.0,,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s050l045_h4_b060/summary.json,fwd6 LGBM short-side confidence firewall with long-side density retained
lgbm6_s048l045_h6_b060,short_horizon_hold6_quality,run50AM_lgbm6_s048l045_h6_b060_lgbm_fwd6_v1,completed,a_stage56_lgbm6_s048l045_h6_b060_a_s480_l450_m000__b_stage56_lgbm6_s048l045_h6_b060_b_s600_l600_m000__hold6__slice_None__model_lgbm,0.48,0.45,0.0,0.6,0.6,0.0,6,,,615,-431.63,0.83,459,-447.0,0.77,0,0.0,0.0,5,3.51,1.08,620,3.387978142076503,-411.56,0.83,444.75,195,425,464,2.3794871794871795,-394.85,0.79,500.51,168,296,2647,1250,"{""oos"": {""no_tier_labelable_rows"": 189, ""routed_labelable_rows"": 9432, ""tier_a_primary_rows"": 8182, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 1250}, ""train"": {""no_tier_labelable_rows"": 823, ""routed_labelable_rows"": 41666, ""tier_a_primary_rows"": 31776, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 9890}, ""validation"": {""no_tier_labelable_rows"": 245, ""routed_labelable_rows"": 13320, ""tier_a_primary_rows"": 10673, ""tier_b_fallback_filtered_out_rows"": 0, ""tier_b_fallback_rows"": 2647}}",lgbm6_s048l045_h6_b060,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s048l045_h6_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AM_lgbm6_s048l045_h6_b060_lgbm_fwd6_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s048l045_h6_b060/mt5/reports/Project_Obsidian_Prime_v2_run50AM_lgbm6_s048l045_h6_b060_lgbm_fwd6_v1_routed_oos.htm,actual_routed_tester_run,lightgbm_lgbmclassifier_multiclass,6,609,220,0.035,31,80,1.0,,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AM/lgbm6_s048l045_h6_b060/summary.json,fwd6 LGBM hold6 quality comparison against hold4 density branch
