variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,judgment,error,summary_path,notes
d390h10_aonly,tier_b_disablement,run50E_d390h10_aonly_logreg_deep_v1,completed,a_stage56_d390h10_aonly_a_s390_l390_m000__b_disabled__hold10,0.39,0.39,0.0,0.4,0.4,0.0,10,,,691,488.03,1.19,545,204.48,1.09,47,73.89,1.25,64,-257.92,0.56,691,3.775956,488.03,1.19,211.98,252,439,545,2.794872,204.48,1.09,190.41,185,360,,,{},d390h10,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d390h10_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d390h10_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d390h10_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d390h10_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,density_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d390h10_aonly/summary.json,d390h10 A-only comparison for Tier B damage
d380h08_aonly,hold_compression,run50E_d380h08_aonly_logreg_deep_v1,completed,a_stage56_d380h08_aonly_a_s380_l380_m000__b_disabled__hold8,0.38,0.38,0.0,0.4,0.4,0.0,8,,,844,-6.17,1.0,695,-103.69,0.96,50,33.95,1.1,68,-413.56,0.44,844,4.612022,-6.17,1.0,360.38,306,538,695,3.564103,-103.69,0.96,322.37,242,453,,,{},d380h08,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d380h08_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d380h08_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d380h08_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d380h08_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d380h08_aonly/summary.json,d38 shorter hold without Tier B
d370h08_aonly,hold_compression,run50E_d370h08_aonly_logreg_deep_v1,completed,a_stage56_d370h08_aonly_a_s370_l370_m000__b_disabled__hold8,0.37,0.37,0.0,0.4,0.4,0.0,8,,,919,33.25,1.01,741,-115.46,0.96,50,33.95,1.1,68,-413.56,0.44,919,5.021858,33.25,1.01,297.19,335,584,741,3.800000,-115.46,0.96,315.17,263,478,,,{},d370h08,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d370h08_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d370h08_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d370h08_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d370h08_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d370h08_aonly/summary.json,density repair without Tier B
d360h07_aonly,hold_compression,run50E_d360h07_aonly_logreg_deep_v1,completed,a_stage56_d360h07_aonly_a_s360_l360_m000__b_disabled__hold7,0.36,0.36,0.0,0.4,0.4,0.0,7,,,1029,97.71,1.03,830,-35.61,0.99,52,38.58,1.12,69,-256.52,0.57,1029,5.622951,97.71,1.03,294.81,370,659,830,4.256410,-35.61,0.99,283.09,291,539,,,{},d360h07,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d360h07_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d360h07_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d360h07_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d360h07_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d360h07_aonly/summary.json,density repair plus shorter hold
d350h06_aonly,hold_compression,run50E_d350h06_aonly_logreg_deep_v1,completed,a_stage56_d350h06_aonly_a_s350_l350_m000__b_disabled__hold6,0.35,0.35,0.0,0.4,0.4,0.0,6,,,1180,280.64,1.08,944,10.53,1.0,54,206.5,2.24,71,-171.98,0.7,1180,6.448087,280.64,1.08,279.96,420,760,944,4.841026,10.53,1.0,199.97,322,622,,,{},d350h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_aonly/summary.json,near d35h07 density with A-only routing
d340h06_aonly,density_frontier_audit,run50E_d340h06_aonly_logreg_deep_v1,completed,a_stage56_d340h06_aonly_a_s340_l340_m000__b_disabled__hold6,0.34,0.34,0.0,0.4,0.4,0.0,6,,,1214,288.77,1.08,967,44.91,1.02,54,206.5,2.24,71,-171.98,0.7,1214,6.633880,288.77,1.08,264.89,432,782,967,4.958974,44.91,1.02,211.24,333,634,,,{},d340h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_aonly/summary.json,prior dense frontier retest with B disabled
d335h06_aonly,density_frontier_audit,run50E_d335h06_aonly_logreg_deep_v1,completed,a_stage56_d335h06_aonly_a_s335_l335_m000__b_disabled__hold6,0.335,0.335,0.0,0.4,0.4,0.0,6,,,1225,232.86,1.07,971,50.56,1.02,54,206.5,2.24,71,-171.98,0.7,1225,6.693989,232.86,1.07,264.89,437,788,971,4.979487,50.56,1.02,209.09,335,636,,,{},d335h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d335h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d335h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d335h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50E_d335h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d335h06_aonly/summary.json,extra density pressure with B disabled
d350h06_ab_b040,tier_b_comparison,run50E_d350h06_ab_b040_logreg_deep_v1,completed,a_stage56_d350h06_ab_b040_a_s350_l350_m000__b_stage56_d350h06_ab_b040_b_s400_l400_m000__hold6,0.35,0.35,0.0,0.4,0.4,0.0,6,,,1180,280.64,1.08,944,10.53,1.0,54,206.5,2.24,71,-171.98,0.7,1232,6.732240,199.14,1.06,281.95,435,797,1004,5.148718,95.6,1.03,182.62,348,656,,,{},d350h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_ab_b040/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_ab_b040_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_ab_b040/mt5/reports/Project_Obsidian_Prime_v2_run50E_d350h06_ab_b040_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d350h06_ab_b040/summary.json,matched A+B comparison with stricter Tier B
d340h06_ab_b040,tier_b_comparison,run50E_d340h06_ab_b040_logreg_deep_v1,completed,a_stage56_d340h06_ab_b040_a_s340_l340_m000__b_stage56_d340h06_ab_b040_b_s400_l400_m000__hold6,0.34,0.34,0.0,0.4,0.4,0.0,6,,,1214,288.77,1.08,967,44.91,1.02,54,206.5,2.24,71,-171.98,0.7,1269,6.934426,202.83,1.06,264.89,447,822,1030,5.282051,99.77,1.03,194.37,360,670,,,{},d340h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_ab_b040/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_ab_b040_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_ab_b040/mt5/reports/Project_Obsidian_Prime_v2_run50E_d340h06_ab_b040_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50E/d340h06_ab_b040/summary.json,matched dense A+B comparison with stricter Tier B
