variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
nf_adxblk_c1_s390l280_a,nonflat_adx_band_block_aonly,run50R_nf_adxblk_c1_s390l280_a_logreg_deep_v1,completed,a_stage56_nf_adxblk_c1_s390l280_a_a_s390_l280_m000__b_disabled__hold10__cool1__side_blockbothadx2025,0.39,0.28,0.0,0.45,0.45,0.0,10,,,1167,-223.82,0.94,863,69.69,1.02,11,-46.61,0.61,28,-33.45,0.88,1167,6.377049,-223.82,0.94,315.0,383,784,863,4.425641,69.69,1.02,400.0,278,585,,,{},nf_adxblk_c1_s390l280,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s390l280_a/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c1_s390l280_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s390l280_a/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c1_s390l280_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,block_both_adx_20_25,True,34,34,True,20.0,25.0,True,20.0,25.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s390l280_a/summary.json,run50Q best threshold with one-bar cooldown and both-side ADX 20-25 block; Tier B disabled
nf_adxblk_c1_s390l280_b,nonflat_adx_band_block_tier_b_comparison,run50R_nf_adxblk_c1_s390l280_b_logreg_deep_v1,completed,a_stage56_nf_adxblk_c1_s390l280_b_a_s390_l280_m000__b_stage56_nf_adxblk_c1_s390l280_b_b_s450_l450_m000__hold10__cool1__side_blockbothadx2025,0.39,0.28,0.0,0.45,0.45,0.0,10,,,1167,-223.82,0.94,863,69.69,1.02,11,-46.61,0.61,28,-33.45,0.88,1288,7.038251,-67.37,0.98,372.53,393,895,927,4.753846,156.55,1.06,296.99,294,633,,,{},nf_adxblk_c1_s390l280,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s390l280_b/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c1_s390l280_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s390l280_b/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c1_s390l280_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,block_both_adx_20_25,True,34,34,True,20.0,25.0,True,20.0,25.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s390l280_b/summary.json,run50Q best threshold with one-bar cooldown and both-side ADX 20-25 block; B045 fallback
nf_adxblk_c1_s380l270_a,nonflat_adx_band_block_aonly,run50R_nf_adxblk_c1_s380l270_a_logreg_deep_v1,completed,a_stage56_nf_adxblk_c1_s380l270_a_a_s380_l270_m000__b_disabled__hold10__cool1__side_blockbothadx2025,0.38,0.27,0.0,0.45,0.45,0.0,10,,,1204,-193.2,0.95,881,120.79,1.04,11,-46.61,0.61,28,-33.45,0.88,1204,6.579235,-193.2,0.95,315.0,405,799,881,4.517949,120.79,1.04,332.53,289,592,,,{},nf_adxblk_c1_s380l270,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s380l270_a/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c1_s380l270_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s380l270_a/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c1_s380l270_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,block_both_adx_20_25,True,34,34,True,20.0,25.0,True,20.0,25.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s380l270_a/summary.json,lower threshold to recover density after both-side ADX 20-25 block; Tier B disabled
nf_adxblk_c1_s380l270_b,nonflat_adx_band_block_tier_b_comparison,run50R_nf_adxblk_c1_s380l270_b_logreg_deep_v1,completed,a_stage56_nf_adxblk_c1_s380l270_b_a_s380_l270_m000__b_stage56_nf_adxblk_c1_s380l270_b_b_s450_l450_m000__hold10__cool1__side_blockbothadx2025,0.38,0.27,0.0,0.45,0.45,0.0,10,,,1204,-193.2,0.95,881,120.79,1.04,11,-46.61,0.61,28,-33.45,0.88,1314,7.180328,-64.24,0.98,389.65,411,903,946,4.851282,151.62,1.05,297.28,306,640,,,{},nf_adxblk_c1_s380l270,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s380l270_b/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c1_s380l270_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s380l270_b/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c1_s380l270_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,1,block_both_adx_20_25,True,34,34,True,20.0,25.0,True,20.0,25.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c1_s380l270_b/summary.json,lower threshold to recover density after both-side ADX 20-25 block; B045 fallback
nf_adxblk_c0_s390l280_b,nonflat_adx_band_block_no_cooldown_density,run50R_nf_adxblk_c0_s390l280_b_logreg_deep_v1,completed,a_stage56_nf_adxblk_c0_s390l280_b_a_s390_l280_m000__b_stage56_nf_adxblk_c0_s390l280_b_b_s450_l450_m000__hold10__cool0__side_blockbothadx2025,0.39,0.28,0.0,0.45,0.45,0.0,10,,,1245,-91.3,0.98,924,-50.18,0.98,11,-26.53,0.74,29,-28.31,0.9,1369,7.480874,-22.26,0.99,286.38,411,958,989,5.071795,15.41,1.0,377.63,304,685,,,{},nf_adxblk_c0_s390l280,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c0_s390l280_b/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c0_s390l280_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c0_s390l280_b/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c0_s390l280_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_adx_20_25,True,34,34,True,20.0,25.0,True,20.0,25.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c0_s390l280_b/summary.json,no-cooldown density recovery after both-side ADX 20-25 block; B045 fallback
nf_adxblk_c0_s380l270_b,nonflat_adx_band_block_no_cooldown_density,run50R_nf_adxblk_c0_s380l270_b_logreg_deep_v1,completed,a_stage56_nf_adxblk_c0_s380l270_b_a_s380_l270_m000__b_stage56_nf_adxblk_c0_s380l270_b_b_s450_l450_m000__hold10__cool0__side_blockbothadx2025,0.38,0.27,0.0,0.45,0.45,0.0,10,,,1276,-65.3,0.98,943,38.74,1.01,11,-26.53,0.74,29,-28.31,0.9,1401,7.655738,1.24,1.0,281.89,433,968,1007,5.164103,67.89,1.02,319.83,317,690,,,{},nf_adxblk_c0_s380l270,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c0_s380l270_b/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c0_s380l270_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c0_s380l270_b/mt5/reports/Project_Obsidian_Prime_v2_run50R_nf_adxblk_c0_s380l270_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,logreg_nonflat_weight_c050_flat070_nonflat150,,,0.7,1.5,0.5,0,block_both_adx_20_25,True,34,34,True,20.0,25.0,True,20.0,25.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50R/nf_adxblk_c0_s380l270_b/summary.json,lower no-cooldown density recovery after both-side ADX 20-25 block; B045 fallback
