variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,source_run_id,source_variant_id,source_axis,tier_b_enabled,tier_b_disabled_reason,reentry_cooldown_bars,valid_new_actual_mt5_routed_variant_index,valid_new_actual_mt5_routed_variant_count,judgment,error,summary_path,notes
qda_q85_aonly_bdisabled,independent_qda_coverage_source_tier_b_disabled,run50AI_qda_q85_aonly_bdisabled_route_coverage_v1,completed,qda_q85_aonly_bdisabled_a_s899_l899_b_disabled_cool0,0.899802454368,0.899802454368,0.0,,,,12,,disabled,632,131.93,1.05,357,263.17,1.2,disabled,disabled,disabled,disabled,disabled,disabled,632,3.453552,131.93,1.05,406.78,347,285,357,1.830769,263.17,1.2,160.07,190,167,0,0,"{""oos"": {""routed_labelable_rows"": 7584, ""tier_a_primary_rows"": 7584, ""tier_b_disabled"": true, ""tier_b_fallback_rows"": 0}, ""validation"": {""routed_labelable_rows"": 9844, ""tier_a_primary_rows"": 9844, ""tier_b_disabled"": true, ""tier_b_fallback_rows"": 0}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q85_aonly_bdisabled/mt5/reports/Project_Obsidian_Prime_v2_run50AI_qda_q85_aonly_bdisabled_route_coverage_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q85_aonly_bdisabled/mt5/reports/Project_Obsidian_Prime_v2_run50AI_qda_q85_aonly_bdisabled_route_coverage_v1_routed_oos.htm,actual_routed_tester_run,run09O_qda_reg015_q85_coverage_followup_v1,v25_reg015_q85,stage16_qda_coverage_q85,false,Tier B disabled because run50AH nf200s25b fallback-only OOS was negative and prior A-only/A+B reads did not justify carrying damaging fallback risk into this route coverage micro-batch.,0,1,3,density_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q85_aonly_bdisabled/summary.json,Broad reviewed QDA coverage source; Tier B disabled using run50AH damage evidence.
qda_q93_quality_bdisabled,independent_qda_quality_source_tier_b_disabled,run50AI_qda_q93_quality_bdisabled_route_coverage_v1,completed,qda_q93_quality_bdisabled_a_s996_l996_b_disabled_cool0,0.996171237638,0.996171237638,0.0,,,,12,,disabled,358,220.32,1.14,190,65.09,1.07,disabled,disabled,disabled,disabled,disabled,disabled,358,1.956284,220.32,1.14,147.85,232,126,190,0.974359,65.09,1.07,129.07,132,58,0,0,"{""oos"": {""routed_labelable_rows"": 7584, ""tier_a_primary_rows"": 7584, ""tier_b_disabled"": true, ""tier_b_fallback_rows"": 0}, ""validation"": {""routed_labelable_rows"": 9844, ""tier_a_primary_rows"": 9844, ""tier_b_disabled"": true, ""tier_b_fallback_rows"": 0}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q93_quality_bdisabled/mt5/reports/Project_Obsidian_Prime_v2_run50AI_qda_q93_quality_bdisabled_route_coverage_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q93_quality_bdisabled/mt5/reports/Project_Obsidian_Prime_v2_run50AI_qda_q93_quality_bdisabled_route_coverage_v1_routed_oos.htm,actual_routed_tester_run,run09P_qda_reg015_q93_coverage_followup_v1,v26_reg015_q93,stage16_qda_coverage_q93,false,Tier B disabled because run50AH nf200s25b fallback-only OOS was negative and prior A-only/A+B reads did not justify carrying damaging fallback risk into this route coverage micro-batch.,0,2,3,density_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q93_quality_bdisabled/summary.json,Quality-biased reviewed QDA source; Tier B disabled using run50AH damage evidence.
qda_q85_guard12_bdisabled,independent_qda_coverage_source_same_move_guard,run50AI_qda_q85_guard12_bdisabled_route_coverage_v1,completed,qda_q85_guard12_bdisabled_a_s899_l899_b_disabled_cool12,0.899802454368,0.899802454368,0.0,,,,12,,disabled,521,251.77,1.13,286,167.69,1.16,disabled,disabled,disabled,disabled,disabled,disabled,521,2.846995,251.77,1.13,287.88,302,219,286,1.466667,167.69,1.16,198.41,164,122,0,0,"{""oos"": {""routed_labelable_rows"": 7584, ""tier_a_primary_rows"": 7584, ""tier_b_disabled"": true, ""tier_b_fallback_rows"": 0}, ""validation"": {""routed_labelable_rows"": 9844, ""tier_a_primary_rows"": 9844, ""tier_b_disabled"": true, ""tier_b_fallback_rows"": 0}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q85_guard12_bdisabled/mt5/reports/Project_Obsidian_Prime_v2_run50AI_qda_q85_guard12_bdisabled_route_coverage_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q85_guard12_bdisabled/mt5/reports/Project_Obsidian_Prime_v2_run50AI_qda_q85_guard12_bdisabled_route_coverage_v1_routed_oos.htm,actual_routed_tester_run,run09O_qda_reg015_q85_coverage_followup_v1,v25_reg015_q85,stage16_qda_coverage_q85_guard12,false,Tier B disabled because run50AH nf200s25b fallback-only OOS was negative and prior A-only/A+B reads did not justify carrying damaging fallback risk into this route coverage micro-batch.,12,3,3,density_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AI/qda_q85_guard12_bdisabled/summary.json,Same source as q85 with 12-bar re-entry guard to test whether density survives cooldown.
