variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,primary_reference_variant,secondary_source_variant,secondary_source_axis,composite_route_mode,secondary_on_primary_flat,secondary_on_primary_low_confidence,primary_low_confidence_max,partial_context_tier_b_status,secondary_validation_closed_trades,secondary_validation_net_profit,secondary_validation_profit_factor,secondary_oos_closed_trades,secondary_oos_net_profit,secondary_oos_profit_factor,secondary_routed_validation_route_bars,secondary_routed_oos_route_bars,secondary_routed_validation_order_fills,secondary_routed_oos_order_fills,valid_new_actual_mt5_routed_variant_index,valid_new_actual_mt5_routed_variant_count,judgment,error,summary_path,notes
qda85_s850_flat_trans_r030_h8,qda85_flat_transition_threshold_repair,run50AU_qda85_s850_flat_trans_r030_h8_composite_route_density_repair_v1,completed,qda85_s850_flat_trans_r030_h8_primary_nf200s25b_a_s260_l170__secondary_qda_q85_aonly_bdisabled_s850_l850__hold8__cool0,0.26,0.17,0.0,0.85,0.85,0.0,8,,partial_context_tier_b_disabled;secondary_qda_coverage,1149,490.61,1.17,798,97.66,1.04,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,1168,6.382514,479.46,1.16,329.79,461,707,809,4.148718,119.0,1.05,200.55,322,487,116,125,"{""oos"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 7584, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s850_h8_c0_r030"", ""secondary_coverage_rows"": 7584, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 7584, ""tier_b_fallback_rows"": 7584}, ""validation"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 9844, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s850_h8_c0_r030"", ""secondary_coverage_rows"": 9844, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 9844, ""tier_b_fallback_rows"": 9844}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s850_flat_trans_r030_h8/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s850_flat_trans_r030_h8_composite_route_density_repair_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s850_flat_trans_r030_h8/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s850_flat_trans_r030_h8_composite_route_density_repair_v1_routed_oos.htm,actual_routed_tester_run,nf200s25b,qda_q85_aonly_bdisabled,stage16_qda_coverage_q85_threshold_repair,primary_flat_secondary_qda_threshold_repair_s850_h8_c0_r030,True,False,0.0,disabled,738,164.78,1.07,447,543.85,1.41,116,125,29,19,1,6,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s850_flat_trans_r030_h8/summary.json,QDA q85 secondary threshold 0.850 under primary-flat/no-position with transition re-entry guard.
qda85_s800_flat_trans_r030_h8,qda85_flat_transition_threshold_repair,run50AU_qda85_s800_flat_trans_r030_h8_composite_route_density_repair_v1,completed,qda85_s800_flat_trans_r030_h8_primary_nf200s25b_a_s260_l170__secondary_qda_q85_aonly_bdisabled_s800_l800__hold8__cool0,0.26,0.17,0.0,0.8,0.8,0.0,8,,partial_context_tier_b_disabled;secondary_qda_coverage,1149,490.61,1.17,798,97.66,1.04,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,1168,6.382514,479.46,1.16,329.79,461,707,811,4.158974,150.8,1.07,173.08,323,488,116,118,"{""oos"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 7584, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s800_h8_c0_r030"", ""secondary_coverage_rows"": 7584, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 7584, ""tier_b_fallback_rows"": 7584}, ""validation"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 9844, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s800_h8_c0_r030"", ""secondary_coverage_rows"": 9844, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 9844, ""tier_b_fallback_rows"": 9844}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r030_h8/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s800_flat_trans_r030_h8_composite_route_density_repair_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r030_h8/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s800_flat_trans_r030_h8_composite_route_density_repair_v1_routed_oos.htm,actual_routed_tester_run,nf200s25b,qda_q85_aonly_bdisabled,stage16_qda_coverage_q85_threshold_repair,primary_flat_secondary_qda_threshold_repair_s800_h8_c0_r030,True,False,0.0,disabled,798,426.12,1.17,516,501.09,1.33,116,118,29,22,2,6,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r030_h8/summary.json,QDA q85 secondary threshold 0.800 tests whether lower threshold creates real OOS density without low-confidence handoff damage.
qda85_s750_flat_trans_r030_h8,qda85_flat_transition_threshold_repair,run50AU_qda85_s750_flat_trans_r030_h8_composite_route_density_repair_v1,completed,qda85_s750_flat_trans_r030_h8_primary_nf200s25b_a_s260_l170__secondary_qda_q85_aonly_bdisabled_s750_l750__hold8__cool0,0.26,0.17,0.0,0.75,0.75,0.0,8,,partial_context_tier_b_disabled;secondary_qda_coverage,1149,490.61,1.17,798,97.66,1.04,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,1167,6.377049,504.24,1.17,329.79,461,706,813,4.169231,148.67,1.07,174.16,324,489,115,115,"{""oos"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 7584, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s750_h8_c0_r030"", ""secondary_coverage_rows"": 7584, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 7584, ""tier_b_fallback_rows"": 7584}, ""validation"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 9844, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s750_h8_c0_r030"", ""secondary_coverage_rows"": 9844, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 9844, ""tier_b_fallback_rows"": 9844}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s750_flat_trans_r030_h8/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s750_flat_trans_r030_h8_composite_route_density_repair_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s750_flat_trans_r030_h8/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s750_flat_trans_r030_h8_composite_route_density_repair_v1_routed_oos.htm,actual_routed_tester_run,nf200s25b,qda_q85_aonly_bdisabled,stage16_qda_coverage_q85_threshold_repair,primary_flat_secondary_qda_threshold_repair_s750_h8_c0_r030,True,False,0.0,disabled,861,606.54,1.24,571,464.51,1.28,115,115,31,25,3,6,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s750_flat_trans_r030_h8/summary.json,Aggressive QDA q85 threshold 0.750; boundary test for density cliff and cost-stress damage.
qda85_s850_flat_trans_r030_h6,qda85_flat_transition_hold_compression,run50AU_qda85_s850_flat_trans_r030_h6_composite_route_density_repair_v1,completed,qda85_s850_flat_trans_r030_h6_primary_nf200s25b_a_s260_l170__secondary_qda_q85_aonly_bdisabled_s850_l850__hold6__cool0,0.26,0.17,0.0,0.85,0.85,0.0,6,,partial_context_tier_b_disabled;secondary_qda_coverage,1209,175.99,1.06,845,137.89,1.07,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,1231,6.726776,165.43,1.06,389.14,472,759,859,4.405128,120.35,1.06,198.55,344,515,132,134,"{""oos"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 7584, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s850_h6_c0_r030"", ""secondary_coverage_rows"": 7584, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 7584, ""tier_b_fallback_rows"": 7584}, ""validation"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 9844, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s850_h6_c0_r030"", ""secondary_coverage_rows"": 9844, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 9844, ""tier_b_fallback_rows"": 9844}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s850_flat_trans_r030_h6/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s850_flat_trans_r030_h6_composite_route_density_repair_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s850_flat_trans_r030_h6/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s850_flat_trans_r030_h6_composite_route_density_repair_v1_routed_oos.htm,actual_routed_tester_run,nf200s25b,qda_q85_aonly_bdisabled,stage16_qda_coverage_q85_threshold_repair,primary_flat_secondary_qda_threshold_repair_s850_h6_c0_r030,True,False,0.0,disabled,734,176.08,1.08,472,294.59,1.21,132,134,32,21,4,6,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s850_flat_trans_r030_h6/summary.json,Hold-6 lifecycle compression with QDA 0.850 to test whether density can recover without fixed cooldown.
qda85_s800_flat_trans_r030_h6,qda85_flat_transition_hold_compression,run50AU_qda85_s800_flat_trans_r030_h6_composite_route_density_repair_v1,completed,qda85_s800_flat_trans_r030_h6_primary_nf200s25b_a_s260_l170__secondary_qda_q85_aonly_bdisabled_s800_l800__hold6__cool0,0.26,0.17,0.0,0.8,0.8,0.0,6,,partial_context_tier_b_disabled;secondary_qda_coverage,1209,175.99,1.06,845,137.89,1.07,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,1231,6.726776,165.43,1.06,389.14,472,759,859,4.405128,142.01,1.07,179.14,344,515,132,132,"{""oos"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 7584, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s800_h6_c0_r030"", ""secondary_coverage_rows"": 7584, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 7584, ""tier_b_fallback_rows"": 7584}, ""validation"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 9844, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s800_h6_c0_r030"", ""secondary_coverage_rows"": 9844, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 9844, ""tier_b_fallback_rows"": 9844}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r030_h6/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s800_flat_trans_r030_h6_composite_route_density_repair_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r030_h6/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s800_flat_trans_r030_h6_composite_route_density_repair_v1_routed_oos.htm,actual_routed_tester_run,nf200s25b,qda_q85_aonly_bdisabled,stage16_qda_coverage_q85_threshold_repair,primary_flat_secondary_qda_threshold_repair_s800_h6_c0_r030,True,False,0.0,disabled,814,366.13,1.16,546,236.58,1.15,132,132,32,23,5,6,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r030_h6/summary.json,Hold-6 with QDA 0.800; broad density-pressure branch.
qda85_s800_flat_trans_r060_h8,qda85_flat_stricter_rearm_guard,run50AU_qda85_s800_flat_trans_r060_h8_composite_route_density_repair_v1,completed,qda85_s800_flat_trans_r060_h8_primary_nf200s25b_a_s260_l170__secondary_qda_q85_aonly_bdisabled_s800_l800__hold8__cool0,0.26,0.17,0.0,0.8,0.8,0.0,8,,partial_context_tier_b_disabled;secondary_qda_coverage,940,275.47,1.12,647,201.22,1.12,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,partial_context_disabled,963,5.262295,277.91,1.11,312.1,452,511,661,3.389744,213.64,1.12,209.79,311,350,136,121,"{""oos"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 7584, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s800_h8_c0_r060"", ""secondary_coverage_rows"": 7584, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 7584, ""tier_b_fallback_rows"": 7584}, ""validation"": {""partial_context_tier_b_disabled"": true, ""routed_labelable_rows"": 9844, ""routing_condition"": ""primary_flat_secondary_qda_threshold_repair_s800_h8_c0_r060"", ""secondary_coverage_rows"": 9844, ""simultaneous_entry_allowed"": false, ""tier_a_primary_rows"": 9844, ""tier_b_fallback_rows"": 9844}}",,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r060_h8/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s800_flat_trans_r060_h8_composite_route_density_repair_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r060_h8/mt5/reports/Project_Obsidian_Prime_v2_run50AU_qda85_s800_flat_trans_r060_h8_composite_route_density_repair_v1_routed_oos.htm,actual_routed_tester_run,nf200s25b,qda_q85_aonly_bdisabled,stage16_qda_coverage_q85_threshold_repair,primary_flat_secondary_qda_threshold_repair_s800_h8_c0_r060,True,False,0.0,disabled,798,426.12,1.17,513,530.75,1.36,136,121,37,24,6,6,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50AU/qda85_s800_flat_trans_r060_h8/summary.json,Stricter rearm guard tests whether QDA threshold repair is mainly same-move split trading.
