variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
et40h3c0_s240l150_r001_a,raw_density_short_hold_control_aonly,run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,completed,a_stage56_et40h3c0_s240l150_r001_a_a_s240_l150_m000__b_disabled__hold3__cool0__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25rawdensitymicrocooldownguard__entry_transition_rearm001,0.24,0.15,0.0,0.45,0.45,0.0,3,,B_core_only;B_mixed_partial_context,1557,-114.55,0.97,1250,284.7,1.12,11,-90.93,0.02,22,-8.73,0.76,1557,8.508197,-114.55,0.97,415.82,765,792,1250,6.410256,284.7,1.12,137.24,589,661,,,{},et40h3c0_s240l150_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h3c0_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h3c0_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,0,True,0.001,et40_s25_raw_density_microcooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h3c0_s240l150_r001_a/summary.json,run50BH leaf40 clue with lower thresholds and hold3 to test whether raw density can rise enough before cooldown pressure
et40h3c3_s240l150_r001_a,raw_density_microcooldown_aonly,run50BI_et40h3c3_s240l150_r001_a_logreg_deep_v1,completed,a_stage56_et40h3c3_s240l150_r001_a_a_s240_l150_m000__b_disabled__hold3__cool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25rawdensitymicrocooldownguard__entry_transition_rearm001,0.24,0.15,0.0,0.45,0.45,0.0,3,,B_core_only;B_mixed_partial_context,1070,-25.18,0.99,862,225.85,1.14,9,-70.57,0.03,17,1.81,1.08,1070,5.846995,-25.18,0.99,312.51,535,535,862,4.420513,225.85,1.14,141.61,414,448,,,{},et40h3c3_s240l150_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h3c3_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h3c3_s240l150_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h3c3_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h3c3_s240l150_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,3,True,0.001,et40_s25_raw_density_microcooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h3c3_s240l150_r001_a/summary.json,hold3 plus cooldown3 tests whether expanded raw density can survive a small real re-entry guard
et40h4c3_s240l150_r001_a,raw_density_microcooldown_aonly,run50BI_et40h4c3_s240l150_r001_a_logreg_deep_v1,completed,a_stage56_et40h4c3_s240l150_r001_a_a_s240_l150_m000__b_disabled__hold4__cool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25rawdensitymicrocooldownguard__entry_transition_rearm001,0.24,0.15,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,1062,-99.1,0.96,845,219.13,1.11,9,-87.87,0.05,17,8.49,1.39,1062,5.803279,-99.1,0.96,302.42,540,522,845,4.333333,219.13,1.11,203.08,417,428,,,{},et40h4c3_s240l150_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s240l150_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s240l150_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,3,True,0.001,et40_s25_raw_density_microcooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r001_a/summary.json,hold4 cooldown3 balances run50BH hold6 quality with a real-density survival guard
et40h4c3_s235l145_r001_a,raw_density_threshold_expansion_aonly,run50BI_et40h4c3_s235l145_r001_a_logreg_deep_v1,completed,a_stage56_et40h4c3_s235l145_r001_a_a_s235_l145_m000__b_disabled__hold4__cool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25rawdensitymicrocooldownguard__entry_transition_rearm001,0.235,0.145,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,1062,-99.1,0.96,845,219.13,1.11,9,-87.87,0.05,17,8.49,1.39,1062,5.803279,-99.1,0.96,302.42,540,522,845,4.333333,219.13,1.11,203.08,417,428,,,{},et40h4c3_s235l145_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s235l145_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s235l145_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s235l145_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s235l145_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s235l145,,balanced,,,0.5,3,True,0.001,et40_s25_raw_density_microcooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s235l145_r001_a/summary.json,slightly wider threshold expansion tests whether OOS density can pass after micro-cooldown without collapsing PF
et40h4c3_s230l140_r001_a,raw_density_threshold_expansion_aonly,run50BI_et40h4c3_s230l140_r001_a_logreg_deep_v1,completed,a_stage56_et40h4c3_s230l140_r001_a_a_s230_l140_m000__b_disabled__hold4__cool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25rawdensitymicrocooldownguard__entry_transition_rearm001,0.23,0.14,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,1062,-99.1,0.96,845,219.13,1.11,9,-87.87,0.05,17,8.49,1.39,1062,5.803279,-99.1,0.96,302.42,540,522,845,4.333333,219.13,1.11,203.08,417,428,,,{},et40h4c3_s230l140_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s230l140_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s230l140_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s230l140_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s230l140_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s230l140,,balanced,,,0.5,3,True,0.001,et40_s25_raw_density_microcooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s230l140_r001_a/summary.json,widest leaf40 threshold expansion in this batch; stop condition is PF/net damage or same-move still dominating
et40h4c3_s240l150_r005_a,raw_density_rearm_quality_aonly,run50BI_et40h4c3_s240l150_r005_a_logreg_deep_v1,completed,a_stage56_et40h4c3_s240l150_r005_a_a_s240_l150_m000__b_disabled__hold4__cool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25rawdensitymicrocooldownguard__entry_transition_rearm005,0.24,0.15,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,1028,-186.86,0.92,804,545.53,1.34,9,-87.87,0.05,17,8.49,1.39,1028,5.617486,-186.86,0.92,286.36,536,492,804,4.123077,545.53,1.34,176.33,399,405,,,{},et40h4c3_s240l150_r005,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r005_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s240l150_r005_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r005_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s240l150_r005_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,3,True,0.005,et40_s25_raw_density_microcooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r005_a/summary.json,same threshold as the main micro-cooldown branch with stronger rearm quality guard
et40h4c6_s240l150_r001_a,raw_density_cooldown_stress_aonly,run50BI_et40h4c6_s240l150_r001_a_logreg_deep_v1,completed,a_stage56_et40h4c6_s240l150_r001_a_a_s240_l150_m000__b_disabled__hold4__cool6__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25rawdensitymicrocooldownguard__entry_transition_rearm001,0.24,0.15,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,838,119.63,1.06,670,367.74,1.27,6,-7.12,0.39,16,-10.32,0.65,838,4.579235,119.63,1.06,230.62,439,399,670,3.435897,367.74,1.27,95.2,334,336,,,{},et40h4c6_s240l150_r001,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c6_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c6_s240l150_r001_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c6_s240l150_r001_a/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c6_s240l150_r001_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,6,True,0.001,et40_s25_raw_density_microcooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c6_s240l150_r001_a/summary.json,cooldown6 stress checks whether density expansion is real enough to survive stricter same-move pressure
et40h4c3_s240l150_r001_b,raw_density_microcooldown_tier_b_check,run50BI_et40h4c3_s240l150_r001_b_logreg_deep_v1,completed,a_stage56_et40h4c3_s240l150_r001_b_a_s240_l150_m000__b_stage56_et40h4c3_s240l150_r001_b_b_s450_l450_m000__hold4__cool3__bsub_Bcoreonly_Bmixedpartialcontext__side_et40s25rawdensitymicrocooldownguard__entry_transition_rearm001,0.24,0.15,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,1062,-99.1,0.96,845,219.13,1.11,9,-87.87,0.05,17,8.49,1.39,1069,5.841530,-98.55,0.96,301.87,543,526,861,4.415385,265.08,1.14,189.64,425,436,,,{},et40h4c3_s240l150_r001,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r001_b/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s240l150_r001_b_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r001_b/mt5/reports/Project_Obsidian_Prime_v2_run50BI_et40h4c3_s240l150_r001_b_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf40_n360_s240l150,,balanced,,,0.5,3,True,0.001,et40_s25_raw_density_microcooldown_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BI/et40h4c3_s240l150_r001_b/summary.json,matched Tier B fallback check for the hold4 cooldown3 raw-density branch
