variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,reentry_cooldown_bars,judgment,error,summary_path,notes
s390l320h06_aonly,long_density_short_filter_disablement,run50H_s390l320h06_aonly_logreg_deep_v1,completed,a_stage56_s390l320h06_aonly_a_s390_l320_m000__b_disabled__hold6__cool0,0.39,0.32,0.0,0.45,0.45,0.0,6,,,1071,287.07,1.09,855,58.6,1.02,18,66.21,1.56,33,-49.7,0.8,1071,5.852459,287.07,1.09,257.48,309,762,855,4.384615,58.6,1.02,303.24,244,611,,,{},s390l320h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s390l320h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50H_s390l320h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s390l320h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50H_s390l320h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s390l320h06_aonly/summary.json,d390h10-quality short filter with lower long threshold; A-only matched comparison
s390l320h06_b045,long_density_short_filter_comparison,run50H_s390l320h06_b045_logreg_deep_v1,completed,a_stage56_s390l320h06_b045_a_s390_l320_m000__b_stage56_s390l320h06_b045_b_s450_l450_m000__hold6__cool0,0.39,0.32,0.0,0.45,0.45,0.0,6,,,1071,287.07,1.09,855,58.6,1.02,18,66.21,1.56,33,-49.7,0.8,1099,6.005464,274.44,1.08,257.48,313,786,896,4.594872,109.52,1.04,312.34,259,637,,,{},s390l320h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s390l320h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50H_s390l320h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s390l320h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50H_s390l320h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s390l320h06_b045/summary.json,d390h10-quality short filter with lower long threshold plus strict Tier B
s400l320h06_aonly,long_density_short_filter_disablement,run50H_s400l320h06_aonly_logreg_deep_v1,completed,a_stage56_s400l320h06_aonly_a_s400_l320_m000__b_disabled__hold6__cool0,0.4,0.32,0.0,0.45,0.45,0.0,6,,,1046,297.21,1.09,825,-0.04,1.0,18,66.21,1.56,33,-49.7,0.8,1046,5.715847,297.21,1.09,255.3,289,757,825,4.230769,-0.04,1.0,290.21,221,604,,,{},s400l320h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s400l320h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50H_s400l320h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s400l320h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50H_s400l320h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_failed_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s400l320h06_aonly/summary.json,stronger short filter with lower long threshold; A-only matched comparison
s400l320h06_b045,long_density_short_filter_comparison,run50H_s400l320h06_b045_logreg_deep_v1,completed,a_stage56_s400l320h06_b045_a_s400_l320_m000__b_stage56_s400l320h06_b045_b_s450_l450_m000__hold6__cool0,0.4,0.32,0.0,0.45,0.45,0.0,6,,,1046,297.21,1.09,825,-0.04,1.0,18,66.21,1.56,33,-49.7,0.8,1075,5.874317,292.46,1.09,255.3,293,782,862,4.420513,81.62,1.03,280.24,232,630,,,{},s400l320h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s400l320h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50H_s400l320h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s400l320h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50H_s400l320h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s400l320h06_b045/summary.json,stronger short filter with lower long threshold plus strict Tier B
s410l315h06_aonly,long_density_short_filter_disablement,run50H_s410l315h06_aonly_logreg_deep_v1,completed,a_stage56_s410l315h06_aonly_a_s410_l315_m000__b_disabled__hold6__cool0,0.41,0.315,0.0,0.45,0.45,0.0,6,,,1005,242.77,1.08,794,36.26,1.01,18,66.21,1.56,33,-49.7,0.8,1005,5.491803,242.77,1.08,259.16,259,746,794,4.071795,36.26,1.01,262.44,194,600,,,{},s410l315h06,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s410l315h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50H_s410l315h06_aonly_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s410l315h06_aonly/mt5/reports/Project_Obsidian_Prime_v2_run50H_s410l315h06_aonly_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s410l315h06_aonly/summary.json,quality-heavy short filter with stronger long-density pressure; A-only matched comparison
s410l315h06_b045,long_density_short_filter_comparison,run50H_s410l315h06_b045_logreg_deep_v1,completed,a_stage56_s410l315h06_b045_a_s410_l315_m000__b_stage56_s410l315h06_b045_b_s450_l450_m000__hold6__cool0,0.41,0.315,0.0,0.45,0.45,0.0,6,,,1005,242.77,1.08,794,36.26,1.01,18,66.21,1.56,33,-49.7,0.8,1033,5.644809,240.62,1.08,259.16,262,771,834,4.276923,145.24,1.06,235.07,207,627,,,{},s410l315h06,true,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s410l315h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50H_s410l315h06_b045_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s410l315h06_b045/mt5/reports/Project_Obsidian_Prime_v2_run50H_s410l315h06_b045_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50H/s410l315h06_b045/summary.json,quality-heavy short filter with stronger long-density pressure plus strict Tier B
