run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,session_slice,early,517,37.56,0.471285,0.07265
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,session_slice,late,256,-13.67,0.233364,-0.053398
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,session_slice,mid,324,41.79,0.295351,0.128981
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,volatility_regime,vol_high,603,82.39,0.549681,0.136633
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,volatility_regime,vol_low,195,9.47,0.177758,0.048564
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,volatility_regime,vol_mid,299,-26.18,0.272562,-0.087559
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,trend_regime,downtrend,779,-3.86,0.710119,-0.004955
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,trend_regime,range_or_weak_trend,318,69.54,0.289881,0.218679
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,adx_bucket,adx_20_25,95,33.15,0.0866,0.348947
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,adx_bucket,adx_gt25,684,-37.01,0.623519,-0.054108
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,adx_bucket,adx_lt20,318,69.54,0.289881,0.218679
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,validation,spread_regime,spread_low,1097,65.68,1.0,0.059872
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,session_slice,early,404,288.27,0.470314,0.71354
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,session_slice,late,193,210.95,0.22468,1.093005
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,session_slice,mid,262,4.57,0.305006,0.017443
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,volatility_regime,vol_high,389,119.7,0.452852,0.307712
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,volatility_regime,vol_low,128,43.34,0.14901,0.338594
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,volatility_regime,vol_mid,342,340.75,0.398137,0.996345
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,trend_regime,downtrend,569,193.01,0.662398,0.339209
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,trend_regime,range_or_weak_trend,290,310.78,0.337602,1.071655
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,adx_bucket,adx_20_25,68,128.61,0.079162,1.891324
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,adx_bucket,adx_gt25,501,64.4,0.583236,0.128543
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,adx_bucket,adx_lt20,290,310.78,0.337602,1.071655
run50BL_et40h6sd3_s260l170_r001_a_logreg_deep_v1,et40h6sd3_s260l170_r001_a,oos,spread_regime,spread_low,859,503.79,1.0,0.586484
