attempt_name,split,tier,telemetry_path,status,cycle_rows,risk_floor_applied_count,max_model_risk_pct,max_actual_risk_pct_after_floor,avg_executed_lot,avg_atr_points,avg_open_sl_points,avg_open_tp_points,telemetry_sha256
ba14_no_atr_sd5_lot025_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba14_no_atr_sd5_lot025/telemetry/ba14_no_atr_sd5_lot025_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,0e287eda0934dc104385dbc2ec046852a407f81d11cb66dedf0c666aebd53b4b
ba14_no_atr_sd5_lot025_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba14_no_atr_sd5_lot025/telemetry/ba14_no_atr_sd5_lot025_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,0e287eda0934dc104385dbc2ec046852a407f81d11cb66dedf0c666aebd53b4b
ba14_no_atr_sd5_lot025_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba14_no_atr_sd5_lot025/telemetry/ba14_no_atr_sd5_lot025_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,0f38716c48aeda075bbb0d417977791e984a3aea6a4ca4e784f3f54252bfce1e
ba14_no_atr_sd5_lot025_rt_oos,oos,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba14_no_atr_sd5_lot025/telemetry/ba14_no_atr_sd5_lot025_rt_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,0f38716c48aeda075bbb0d417977791e984a3aea6a4ca4e784f3f54252bfce1e
ba15_no_atr_close_only_sd3_lot025_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba15_no_atr_close_only_sd3_lot025/telemetry/ba15_no_atr_close_only_sd3_lot025_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,89cea9aba15eb9b53241d454b5c17ddd642dbbc3e32d1cecbbd68b46b179572b
ba15_no_atr_close_only_sd3_lot025_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba15_no_atr_close_only_sd3_lot025/telemetry/ba15_no_atr_close_only_sd3_lot025_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,89cea9aba15eb9b53241d454b5c17ddd642dbbc3e32d1cecbbd68b46b179572b
ba15_no_atr_close_only_sd3_lot025_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba15_no_atr_close_only_sd3_lot025/telemetry/ba15_no_atr_close_only_sd3_lot025_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,3befc5298baf02be948b3ef7cfa19f28340aca5f97f3f78c7bce51750a30ae4a
ba15_no_atr_close_only_sd3_lot025_rt_oos,oos,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba15_no_atr_close_only_sd3_lot025/telemetry/ba15_no_atr_close_only_sd3_lot025_rt_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,3befc5298baf02be948b3ef7cfa19f28340aca5f97f3f78c7bce51750a30ae4a
ba16_no_atr_close_only_sd2_lot025_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba16_no_atr_close_only_sd2_lot025/telemetry/ba16_no_atr_close_only_sd2_lot025_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,fd6fb8c0eaa7a614d2cfa578058be94a7a99f880f6c43ceb35a1eff1fa7f63d2
ba16_no_atr_close_only_sd2_lot025_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba16_no_atr_close_only_sd2_lot025/telemetry/ba16_no_atr_close_only_sd2_lot025_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,fd6fb8c0eaa7a614d2cfa578058be94a7a99f880f6c43ceb35a1eff1fa7f63d2
ba16_no_atr_close_only_sd2_lot025_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba16_no_atr_close_only_sd2_lot025/telemetry/ba16_no_atr_close_only_sd2_lot025_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,f43e99c92d56de6b8c50607a77b7d06a2dbb61654a498062a4c89c9b87c69e18
ba16_no_atr_close_only_sd2_lot025_rt_oos,oos,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BY_baseline_adapter_same_move_lot_repair/ba16_no_atr_close_only_sd2_lot025/telemetry/ba16_no_atr_close_only_sd2_lot025_rt_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,f43e99c92d56de6b8c50607a77b7d06a2dbb61654a498062a4c89c9b87c69e18
