run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,session_slice,early,493,-41.9,0.419932,-0.08499
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,session_slice,late,343,55.82,0.292164,0.162741
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,session_slice,mid,338,77.72,0.287905,0.229941
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,volatility_regime,feature_missing,8,5.39,0.006814,0.67375
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,volatility_regime,vol_high,368,-23.13,0.313458,-0.062853
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,volatility_regime,vol_low,505,-47.99,0.430153,-0.09503
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,volatility_regime,vol_mid,293,157.37,0.249574,0.537099
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,trend_regime,downtrend,779,285.46,0.663543,0.366444
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,trend_regime,feature_missing,8,5.39,0.006814,0.67375
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,trend_regime,range_or_weak_trend,387,-199.21,0.329642,-0.514755
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,adx_bucket,adx_20_25,262,20.23,0.223169,0.077214
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,adx_bucket,adx_gt25,517,265.23,0.440375,0.513017
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,adx_bucket,adx_lt20,387,-199.21,0.329642,-0.514755
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,adx_bucket,feature_missing,8,5.39,0.006814,0.67375
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,validation,spread_regime,spread_low,1174,91.64,1.0,0.078058
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,session_slice,early,307,172.62,0.387137,0.56228
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,session_slice,late,254,32.08,0.320303,0.126299
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,session_slice,mid,232,28.36,0.29256,0.122241
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,volatility_regime,feature_missing,13,29.17,0.016393,2.243846
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,volatility_regime,vol_high,240,153.19,0.302648,0.638292
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,volatility_regime,vol_low,287,-104.82,0.361917,-0.365226
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,volatility_regime,vol_mid,253,155.52,0.319042,0.614704
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,trend_regime,downtrend,551,-51.46,0.69483,-0.093394
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,trend_regime,feature_missing,13,29.17,0.016393,2.243846
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,trend_regime,range_or_weak_trend,229,255.35,0.288777,1.115066
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,adx_bucket,adx_20_25,167,-30.15,0.210593,-0.180539
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,adx_bucket,adx_gt25,384,-21.31,0.484237,-0.055495
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,adx_bucket,adx_lt20,229,255.35,0.288777,1.115066
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,adx_bucket,feature_missing,13,29.17,0.016393,2.243846
run50M_nf150_c8_h10_s340l240_b045_logreg_deep_v1,nf150_c8_h10_s340l240_b045,oos,spread_regime,spread_low,793,233.06,1.0,0.293897
