run_id,adapter_id,repair_label,split,view,route_role,tier_b_policy,atr_enabled,model_risk_enabled,fixed_lot,atr_stop_multiplier,atr_take_profit_multiplier,model_risk_max_pct,reentry_cooldown_bars,same_direction_reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,short_threshold,long_threshold,status,trades_per_day,profit_factor,net_profit,trade_count,max_drawdown_amount,max_drawdown_percent,expectancy,cost_stressed_expectancy,same_move_reentry_ratio,mfe_capture_ratio,cooldown12_trades_per_day,density_gain_survives_12bar_cooldown,risk_floor_applied_count,max_model_risk_pct,max_actual_risk_pct_after_floor,avg_executed_lot,avg_atr_points,avg_open_sl_points,avg_open_tp_points,report_path,notes
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba05_no_atr_reentry_cooldown3,no_atr_reentry_cooldown3,validation_is,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,3,0,False,0.0000000000,0.5500000000,0.5500000000,completed,7.1202185792,1.1000000000,185.7000000000,1303,139.6400000000,17.1900000000,0.1400000000,,,,,,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba05_no_atr_reentry_cooldown3_ta_val.htm,No ATR and fixed lot; add 3-bar general re-entry cooldown to reduce cost-heavy churn while preserving density.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba05_no_atr_reentry_cooldown3,no_atr_reentry_cooldown3,validation_is,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,3,0,False,0.0000000000,0.5500000000,0.5500000000,completed,7.1202185792,1.1000000000,185.7000000000,1303,139.6400000000,17.1900000000,0.1400000000,-0.3574827322,0.4190330008,0.6059131478,4.1366120219,False,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba05_no_atr_reentry_cooldown3_rt_val.htm,No ATR and fixed lot; add 3-bar general re-entry cooldown to reduce cost-heavy churn while preserving density.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba05_no_atr_reentry_cooldown3,no_atr_reentry_cooldown3,validation_is,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba05_no_atr_reentry_cooldown3,no_atr_reentry_cooldown3,oos,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,3,0,False,0.0000000000,0.5500000000,0.5500000000,completed,5.1435897436,1.1500000000,230.8300000000,1003,136.0500000000,26.5200000000,0.2300000000,,,,,,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba05_no_atr_reentry_cooldown3_ta_oos.htm,No ATR and fixed lot; add 3-bar general re-entry cooldown to reduce cost-heavy churn while preserving density.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba05_no_atr_reentry_cooldown3,no_atr_reentry_cooldown3,oos,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,3,0,False,0.0000000000,0.5500000000,0.5500000000,completed,5.1435897436,1.1500000000,230.8300000000,1003,136.0500000000,26.5200000000,0.2300000000,-0.2698604187,0.4646061815,0.6130059356,2.7538461538,False,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba05_no_atr_reentry_cooldown3_rt_oos.htm,No ATR and fixed lot; add 3-bar general re-entry cooldown to reduce cost-heavy churn while preserving density.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba05_no_atr_reentry_cooldown3,no_atr_reentry_cooldown3,oos,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba06_no_atr_reentry_cooldown6,no_atr_reentry_cooldown6,validation_is,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,6,0,False,0.0000000000,0.5500000000,0.5500000000,completed,4.8469945355,1.0700000000,100.7700000000,887,214.8600000000,27.2000000000,0.1100000000,,,,,,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba06_no_atr_reentry_cooldown6_ta_val.htm,No ATR and fixed lot; add 6-bar general re-entry cooldown to test a stronger cost/same-move repair.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba06_no_atr_reentry_cooldown6,no_atr_reentry_cooldown6,validation_is,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,6,0,False,0.0000000000,0.5500000000,0.5500000000,completed,4.8469945355,1.0700000000,100.7700000000,887,214.8600000000,27.2000000000,0.1100000000,-0.3863923337,0.1713641488,0.6155176366,4.0163934426,False,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba06_no_atr_reentry_cooldown6_rt_val.htm,No ATR and fixed lot; add 6-bar general re-entry cooldown to test a stronger cost/same-move repair.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba06_no_atr_reentry_cooldown6,no_atr_reentry_cooldown6,validation_is,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba06_no_atr_reentry_cooldown6,no_atr_reentry_cooldown6,oos,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,6,0,False,0.0000000000,0.5500000000,0.5500000000,completed,3.4256410256,1.0500000000,53.6400000000,668,159.4900000000,28.0800000000,0.0800000000,,,,,,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba06_no_atr_reentry_cooldown6_ta_oos.htm,No ATR and fixed lot; add 6-bar general re-entry cooldown to test a stronger cost/same-move repair.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba06_no_atr_reentry_cooldown6,no_atr_reentry_cooldown6,oos,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,6,0,False,0.0000000000,0.5500000000,0.5500000000,completed,3.4256410256,1.0500000000,53.6400000000,668,159.4900000000,28.0800000000,0.0800000000,-0.4197005988,0.2125748503,0.6016504745,2.6974358974,False,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba06_no_atr_reentry_cooldown6_rt_oos.htm,No ATR and fixed lot; add 6-bar general re-entry cooldown to test a stronger cost/same-move repair.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba06_no_atr_reentry_cooldown6,no_atr_reentry_cooldown6,oos,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba07_no_atr_same_direction_cooldown6,no_atr_same_direction_cooldown6,validation_is,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,0,6,False,0.0000000000,0.5500000000,0.5500000000,completed,6.9016393443,1.1400000000,263.3400000000,1263,248.4000000000,26.2700000000,0.2100000000,,,,,,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba07_no_atr_same_direction_cooldown6_ta_val.htm,No ATR and fixed lot; block same-direction re-entry for 6 bars while allowing opposite transitions.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba07_no_atr_same_direction_cooldown6,no_atr_same_direction_cooldown6,validation_is,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,0,6,False,0.0000000000,0.5500000000,0.5500000000,completed,6.9016393443,1.1400000000,263.3400000000,1263,248.4000000000,26.2700000000,0.2100000000,-0.2914964371,0.2137767221,0.6098351513,5.4262295082,True,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba07_no_atr_same_direction_cooldown6_rt_val.htm,No ATR and fixed lot; block same-direction re-entry for 6 bars while allowing opposite transitions.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba07_no_atr_same_direction_cooldown6,no_atr_same_direction_cooldown6,validation_is,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba07_no_atr_same_direction_cooldown6,no_atr_same_direction_cooldown6,oos,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,0,6,False,0.0000000000,0.5500000000,0.5500000000,completed,4.8051282051,1.2800000000,361.5700000000,937,116.7100000000,21.8000000000,0.3900000000,,,,,,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba07_no_atr_same_direction_cooldown6_ta_oos.htm,No ATR and fixed lot; block same-direction re-entry for 6 bars while allowing opposite transitions.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba07_no_atr_same_direction_cooldown6,no_atr_same_direction_cooldown6,oos,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.1000000000,0.0000000000,0.0000000000,0.0000000000,0,6,False,0.0000000000,0.5500000000,0.5500000000,completed,4.8051282051,1.2800000000,361.5700000000,937,116.7100000000,21.8000000000,0.3900000000,-0.1141195304,0.2326574173,0.6101395056,3.6871794872,False,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BV/mt5/reports/Project_Obsidian_Prime_v2_run50BV_stage56_baseline_adapter_cooldown_repair_v1_ba07_no_atr_same_direction_cooldown6_rt_oos.htm,No ATR and fixed lot; block same-direction re-entry for 6 bars while allowing opposite transitions.
run50BV_stage56_baseline_adapter_cooldown_repair_v1,ba07_no_atr_same_direction_cooldown6,no_atr_same_direction_cooldown6,oos,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
