variant_id,run_id,record_view,split,status,report_path,trade_count,trades_per_day,net_profit,profit_factor_recomputed,expectancy,cost_stress_per_trade,cost_stressed_expectancy,mfe_capture_ratio,mfe_capture_ratio_all_trades,reference_mfe_capture_ratio,mfe_capture_delta_vs_d390h10,mfe_capture_materially_worse_than_d390h10,winner_count,winner_truncation_rate,loser_count,loser_escape_rate,same_direction_reentry_3_bars,same_direction_reentry_6_bars,same_direction_reentry_12_bars,same_move_reentry_ratio,cooldown_window_bars,cooldown_removed_trades,trade_count_after_cooldown,trades_per_day_after_cooldown,net_after_cooldown,profit_factor_after_cooldown,density_gain_survives_12bar_cooldown,mt5_average_position_holding_bars,error
d390h10_reference,run50D_d390h10_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50D/d390h10/mt5/reports/Project_Obsidian_Prime_v2_run50D_d390h10_logreg_deep_v1_routed_validation_is.htm,748,4.087431693989071,341.54,1.129371212121212,0.4566042780748663,0.5,-0.04339572192513369,0.6400747268409855,-4.6793342664473165,,,False,380,0.29210526315789476,368,0.3179347826086957,394,419,456,0.6096256684491979,12,456,292,1.5956284153005464,141.07000000000002,1.1491131640699324,False,22.68,
d390h10_reference,run50D_d390h10_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50D/d390h10/mt5/reports/Project_Obsidian_Prime_v2_run50D_d390h10_logreg_deep_v1_routed_oos.htm,594,3.046153846153846,273.2,1.1212659239202805,0.4599326599326599,0.5,-0.040067340067340085,0.6282646615086092,-2.9547866025737006,,,False,308,0.32142857142857145,286,0.26573426573426573,302,332,354,0.5959595959595959,12,354,240,1.2307692307692308,373.66,1.462273137781297,False,22.613333333333333,
nfw_s37l24_c0_sadx,run50W_nfw_s37l24_c0_sadx_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50W/nfw_s37l24_c0_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50W_nfw_s37l24_c0_sadx_logreg_deep_v1_routed_validation_is.htm,1825,9.972677595628415,125.01000000000002,1.0275390637907904,0.06849863013698632,0.5,-0.4315013698630137,0.6200456818354907,-6.361049803907285,0.6400747268409855,-0.02002904500549485,False,885,0.32655367231638416,940,0.3074468085106383,1339,1439,1519,0.8323287671232876,12,1519,306,1.6721311475409837,-81.39,0.9095606373758249,False,23.753333333333334,
nfw_s37l24_c0_sadx,run50W_nfw_s37l24_c0_sadx_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50W/nfw_s37l24_c0_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50W_nfw_s37l24_c0_sadx_logreg_deep_v1_routed_oos.htm,1367,7.01025641025641,-118.07000000000002,0.9684378232870964,-0.08637161667885883,0.5,-0.5863716166788588,0.5815654430355773,-7.8007740782605035,0.6282646615086092,-0.04669921847303182,False,698,0.39255014326647564,669,0.3482810164424514,986,1052,1133,0.8288222384784198,12,1133,234,1.2,219.89000000000001,1.382038674705075,False,23.836666666666666,
nfw_s37l24_c1_sadx,run50W_nfw_s37l24_c1_sadx_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50W/nfw_s37l24_c1_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50W_nfw_s37l24_c1_sadx_logreg_deep_v1_routed_validation_is.htm,1654,9.03825136612022,177.38000000000002,1.0427066655431028,0.10724304715840388,0.5,-0.3927569528415961,0.6161106312152846,-5.092350357618594,0.6400747268409855,-0.0239640956257009,False,797,0.32622333751568383,857,0.3103850641773629,1104,1242,1330,0.8041112454655381,12,1330,324,1.7704918032786885,-94.69999999999999,0.9021006492163918,False,23.919999999999998,
nfw_s37l24_c1_sadx,run50W_nfw_s37l24_c1_sadx_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50W/nfw_s37l24_c1_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50W_nfw_s37l24_c1_sadx_logreg_deep_v1_routed_oos.htm,1217,6.241025641025641,185.04,1.0587874609624446,0.15204601479046836,0.5,-0.34795398520953164,0.6082618109530433,-11.554184695576902,0.6282646615086092,-0.020002850555565832,False,636,0.34591194968553457,581,0.33907056798623064,811,900,984,0.8085456039441249,12,984,233,1.1948717948717948,318.63,1.6045651183970857,False,24.763333333333332,
nfw_s35l22_c2_sadx,run50W_nfw_s35l22_c2_sadx_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50W/nfw_s35l22_c2_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50W_nfw_s35l22_c2_sadx_logreg_deep_v1_routed_validation_is.htm,1498,8.185792349726777,600.73,1.181222793050708,0.4010213618157544,0.5,-0.09897863818424563,0.6223715001015059,-5.555668629517424,0.6400747268409855,-0.01770322673947966,False,733,0.32605729877216916,765,0.31895424836601305,828,1062,1168,0.7797062750333779,12,1168,330,1.8032786885245902,142.43,1.1778130110735197,False,23.866666666666667,
nfw_s35l22_c2_sadx,run50W_nfw_s35l22_c2_sadx_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50W/nfw_s35l22_c2_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50W_nfw_s35l22_c2_sadx_logreg_deep_v1_routed_oos.htm,1137,5.8307692307692305,139.95999999999995,1.0469151197012663,0.12309586631486363,0.5,-0.37690413368513637,0.5941215397344654,-6.629965415806631,0.6282646615086092,-0.0341431217741438,False,583,0.35506003430531735,554,0.36823104693140796,632,801,887,0.7801231310466139,12,887,250,1.2820512820512822,280.1,1.4676204944990734,False,24.106666666666666,
nfw_s33l20_c3_sadx,run50W_nfw_s33l20_c3_sadx_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50W/nfw_s33l20_c3_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50W_nfw_s33l20_c3_sadx_logreg_deep_v1_routed_validation_is.htm,1419,7.754098360655738,397.59,1.1253681362687535,0.2801902748414376,0.5,-0.2198097251585624,0.624111528063002,-6.081561093320222,0.6400747268409855,-0.015963198777983578,False,678,0.3215339233038348,741,0.32118758434547906,270,958,1069,0.7533474277660324,12,1069,350,1.9125683060109289,11.839999999999995,1.0133821601338215,False,23.043333333333333,
nfw_s33l20_c3_sadx,run50W_nfw_s33l20_c3_sadx_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50W/nfw_s33l20_c3_sadx/mt5/reports/Project_Obsidian_Prime_v2_run50W_nfw_s33l20_c3_sadx_logreg_deep_v1_routed_oos.htm,1050,5.384615384615385,149.55999999999997,1.0573211301721626,0.14243809523809522,0.5,-0.35756190476190475,0.5966770451153494,-5.317060317813983,0.6282646615086092,-0.0315876163932598,False,537,0.3743016759776536,513,0.341130604288499,166,707,798,0.76,12,798,252,1.2923076923076924,412.23,1.7638698439758367,False,22.486666666666668,
