variant_id,run_id,record_view,split,status,report_path,trade_count,trades_per_day,net_profit,profit_factor_recomputed,expectancy,cost_stress_per_trade,cost_stressed_expectancy,mfe_capture_ratio,mfe_capture_ratio_all_trades,reference_mfe_capture_ratio,mfe_capture_delta_vs_d390h10,mfe_capture_materially_worse_than_d390h10,winner_count,winner_truncation_rate,loser_count,loser_escape_rate,same_direction_reentry_3_bars,same_direction_reentry_6_bars,same_direction_reentry_12_bars,same_move_reentry_ratio,cooldown_window_bars,cooldown_removed_trades,trade_count_after_cooldown,trades_per_day_after_cooldown,net_after_cooldown,profit_factor_after_cooldown,density_gain_survives_12bar_cooldown,mt5_average_position_holding_bars,error
d390h10_reference,run50D_d390h10_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50D/d390h10/mt5/reports/Project_Obsidian_Prime_v2_run50D_d390h10_logreg_deep_v1_routed_validation_is.htm,748,4.087431693989071,341.54,1.129371212121212,0.4566042780748663,0.5,-0.04339572192513369,0.6400747268409855,-4.6793342664473165,,,False,380,0.29210526315789476,368,0.3179347826086957,394,419,456,0.6096256684491979,12,456,292,1.5956284153005464,141.07000000000002,1.1491131640699324,False,22.68,
d390h10_reference,run50D_d390h10_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50D/d390h10/mt5/reports/Project_Obsidian_Prime_v2_run50D_d390h10_logreg_deep_v1_routed_oos.htm,594,3.046153846153846,273.2,1.1212659239202805,0.4599326599326599,0.5,-0.040067340067340085,0.6282646615086092,-2.9547866025737006,,,False,308,0.32142857142857145,286,0.26573426573426573,302,332,354,0.5959595959595959,12,354,240,1.2307692307692308,373.66,1.462273137781297,False,22.613333333333333,
nfx_s35l22_c2_s2030,run50X_nfx_s35l22_c2_s2030_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50X/nfx_s35l22_c2_s2030/mt5/reports/Project_Obsidian_Prime_v2_run50X_nfx_s35l22_c2_s2030_logreg_deep_v1_routed_validation_is.htm,1406,7.683060109289618,505.06,1.1558601067129153,0.3592176386913229,0.5,-0.1407823613086771,0.617502710886554,-6.33967306445873,0.6400747268409855,-0.02257201595443159,False,704,0.33948863636363635,702,0.33760683760683763,779,1014,1106,0.786628733997155,12,1106,300,1.639344262295082,142.06,1.1841634473281653,False,26.343333333333334,
nfx_s35l22_c2_s2030,run50X_nfx_s35l22_c2_s2030_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50X/nfx_s35l22_c2_s2030/mt5/reports/Project_Obsidian_Prime_v2_run50X_nfx_s35l22_c2_s2030_logreg_deep_v1_routed_oos.htm,1053,5.4,205.85999999999999,1.075435330675422,0.1954985754985755,0.5,-0.3045014245014245,0.5972818946426863,-5.452076690446441,0.6282646615086092,-0.03098276686592283,False,546,0.34798534798534797,507,0.368836291913215,571,734,810,0.7692307692307693,12,810,243,1.2461538461538462,185.86,1.2906605780057552,False,24.593333333333334,
nfx_s33l20_c3_s2030,run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50X/nfx_s33l20_c3_s2030/mt5/reports/Project_Obsidian_Prime_v2_run50X_nfx_s33l20_c3_s2030_logreg_deep_v1_routed_validation_is.htm,1317,7.19672131147541,451.99,1.1536753705970353,0.34319665907365227,0.5,-0.15680334092634773,0.6142841189007991,-8.24643915499458,0.6400747268409855,-0.025790607940186394,False,650,0.32461538461538464,667,0.328335832083958,220,886,989,0.7509491268033409,12,989,328,1.7923497267759563,-3.430000000000005,0.9961704645684237,False,23.85333333333333,
nfx_s33l20_c3_s2030,run50X_nfx_s33l20_c3_s2030_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50X/nfx_s33l20_c3_s2030/mt5/reports/Project_Obsidian_Prime_v2_run50X_nfx_s33l20_c3_s2030_logreg_deep_v1_routed_oos.htm,986,5.056410256410256,251.31999999999996,1.1009998713991769,0.2548884381338742,0.5,-0.24511156186612582,0.6059954602554701,-3.8544400318223753,0.6282646615086092,-0.022269201253139026,False,515,0.3553398058252427,471,0.346072186836518,124,653,738,0.7484787018255578,12,738,248,1.2717948717948717,350.8,1.5861907626495553,False,23.796666666666667,
nfx_s35l22_c2_s2030l40,run50X_nfx_s35l22_c2_s2030l40_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50X/nfx_s35l22_c2_s2030l40/mt5/reports/Project_Obsidian_Prime_v2_run50X_nfx_s35l22_c2_s2030l40_logreg_deep_v1_routed_validation_is.htm,1288,7.038251366120218,367.11,1.1164530219544924,0.2850232919254658,0.5,-0.21497670807453417,0.6338930258192673,-8.404685002567598,0.6400747268409855,-0.006181701021718222,False,636,0.31446540880503143,652,0.3174846625766871,663,876,966,0.75,12,966,322,1.7595628415300546,-59.97,0.9356026845637584,False,26.81666666666667,
nfx_s35l22_c2_s2030l40,run50X_nfx_s35l22_c2_s2030l40_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50X/nfx_s35l22_c2_s2030l40/mt5/reports/Project_Obsidian_Prime_v2_run50X_nfx_s35l22_c2_s2030l40_logreg_deep_v1_routed_oos.htm,980,5.0256410256410255,211.76,1.0813932482348012,0.2160816326530612,0.5,-0.28391836734693876,0.6012095933723901,-4.82834722263182,0.6282646615086092,-0.02705506813621905,False,516,0.3507751937984496,464,0.3620689655172414,491,652,720,0.7346938775510204,12,720,260,1.3333333333333333,148.85,1.2068136662359497,False,26.096666666666664,
nfx_s33l20_c3_s2030l40,run50X_nfx_s33l20_c3_s2030l40_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50X/nfx_s33l20_c3_s2030l40/mt5/reports/Project_Obsidian_Prime_v2_run50X_nfx_s33l20_c3_s2030l40_logreg_deep_v1_routed_validation_is.htm,1192,6.5136612021857925,329.45,1.1208662601715498,0.27638422818791947,0.5,-0.22361577181208053,0.6232514550349606,-8.008178220493368,0.6400747268409855,-0.016823271806024942,False,584,0.2996575342465753,608,0.34539473684210525,176,739,847,0.7105704697986577,12,847,345,1.8852459016393444,-24.11,0.9752235124858699,False,24.156666666666666,
nfx_s33l20_c3_s2030l40,run50X_nfx_s33l20_c3_s2030l40_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50X/nfx_s33l20_c3_s2030l40/mt5/reports/Project_Obsidian_Prime_v2_run50X_nfx_s33l20_c3_s2030l40_logreg_deep_v1_routed_oos.htm,905,4.641025641025641,318.72999999999996,1.1378792729034546,0.3521878453038674,0.5,-0.14781215469613262,0.6027262060098373,-3.8089032493179737,0.6282646615086092,-0.025538455498771873,False,485,0.3402061855670103,420,0.3523809523809524,98,561,645,0.712707182320442,12,645,260,1.3333333333333333,395.3,1.6217950734577027,False,27.630000000000003,
