run_id,variant_id,split,trade_index,direction,open_time,close_time,hold_bars,net_profit,session_slice,volatility_regime,trend_regime,adx_bucket,spread_regime
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,1,sell,2025-01-02 16:35:00,2025-01-02 16:50:00,3.0,-3.65,early,vol_mid,downtrend,adx_gt25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,2,buy,2025-01-02 16:50:00,2025-01-02 17:20:00,6.0,5.46,early,vol_high,downtrend,adx_gt25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,3,sell,2025-01-02 18:05:00,2025-01-02 18:10:00,1.0,-2.7,early,vol_high,downtrend,adx_gt25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,4,buy,2025-01-02 18:10:00,2025-01-02 18:40:00,6.0,7.37,early,vol_high,downtrend,adx_gt25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,5,sell,2025-01-02 19:25:00,2025-01-02 19:55:00,6.0,19.86,mid,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,6,sell,2025-01-02 20:15:00,2025-01-02 20:45:00,6.0,-3.32,late,vol_high,downtrend,adx_gt25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,7,buy,2025-01-03 16:35:00,2025-01-03 17:05:00,6.0,9.11,early,vol_low,downtrend,adx_20_25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,8,sell,2025-01-03 17:15:00,2025-01-03 17:20:00,1.0,2.42,early,vol_high,downtrend,adx_gt25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,9,buy,2025-01-03 17:20:00,2025-01-03 17:50:00,6.0,5.09,early,vol_high,downtrend,adx_gt25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,10,sell,2025-01-03 17:55:00,2025-01-03 18:00:00,1.0,-2.23,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,11,buy,2025-01-03 18:00:00,2025-01-03 18:05:00,1.0,2.27,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,12,sell,2025-01-03 18:05:00,2025-01-03 18:20:00,3.0,1.94,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,13,buy,2025-01-03 18:20:00,2025-01-03 18:50:00,6.0,9.62,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,14,buy,2025-01-06 16:35:00,2025-01-06 17:05:00,6.0,4.17,early,vol_mid,downtrend,adx_20_25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,15,sell,2025-01-06 19:45:00,2025-01-06 20:15:00,6.0,0.86,mid,vol_low,downtrend,adx_gt25,spread_low
run50AS_et40h6_r030_b_logreg_deep_v1,et40h6_r030_b,validation,16,buy,2025-01-06 20:20:00,2025-01-06 20:50:00,6.0,-5.08,late,vol_low,downtrend,adx_gt25,spread_low
