attempt_name,split,tier,telemetry_path,status,cycle_rows,risk_floor_applied_count,max_model_risk_pct,max_actual_risk_pct_after_floor,avg_executed_lot,avg_atr_points,avg_open_sl_points,avg_open_tp_points,telemetry_sha256
ba02_control_no_atr_fixed_lot_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba02_control_no_atr_fixed_lot/telemetry/ba02_control_no_atr_fixed_lot_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,ec75cb5d010976b5f1b41bb8b83879b7efb4cd44e26b46e3155544c837714f9f
ba02_control_no_atr_fixed_lot_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba02_control_no_atr_fixed_lot/telemetry/ba02_control_no_atr_fixed_lot_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,ec75cb5d010976b5f1b41bb8b83879b7efb4cd44e26b46e3155544c837714f9f
ba02_control_no_atr_fixed_lot_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba02_control_no_atr_fixed_lot/telemetry/ba02_control_no_atr_fixed_lot_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,d0ac7a35ae78035f96d94c2a47fbbf88492289e0a20050800b57d3fe1bb96a24
ba02_control_no_atr_fixed_lot_rt_oos,oos,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba02_control_no_atr_fixed_lot/telemetry/ba02_control_no_atr_fixed_lot_rt_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,d0ac7a35ae78035f96d94c2a47fbbf88492289e0a20050800b57d3fe1bb96a24
ba03_atr_fixed_lot_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba03_atr_fixed_lot/telemetry/ba03_atr_fixed_lot_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,3634.3977404655,5451.5966106983,7268.7954809311,600b1419b311da8d31c4e2be2355d7d199030e27df881c666c3a33cb44eba80b
ba03_atr_fixed_lot_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba03_atr_fixed_lot/telemetry/ba03_atr_fixed_lot_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,3634.3977404655,5451.5966106983,7268.7954809311,600b1419b311da8d31c4e2be2355d7d199030e27df881c666c3a33cb44eba80b
ba03_atr_fixed_lot_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba03_atr_fixed_lot/telemetry/ba03_atr_fixed_lot_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,3903.3644985684,5855.0467478526,7806.7289971368,021c1c5c6a8fde60a0e2086c8b6e64151da56dd9f9aaf95e27aff16094a1f721
ba03_atr_fixed_lot_rt_oos,oos,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba03_atr_fixed_lot/telemetry/ba03_atr_fixed_lot_rt_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,3903.3644985684,5855.0467478526,7806.7289971368,021c1c5c6a8fde60a0e2086c8b6e64151da56dd9f9aaf95e27aff16094a1f721
ba04_wide_atr_fixed_lot_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba04_wide_atr_fixed_lot/telemetry/ba04_wide_atr_fixed_lot_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,3634.3977404655,9085.9943511638,12720.3920916294,0e52308f04d8185294607043795f1b7ef5cd1975a38285c055bf9b872bbcf062
ba04_wide_atr_fixed_lot_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba04_wide_atr_fixed_lot/telemetry/ba04_wide_atr_fixed_lot_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,3634.3977404655,9085.9943511638,12720.3920916294,0e52308f04d8185294607043795f1b7ef5cd1975a38285c055bf9b872bbcf062
ba04_wide_atr_fixed_lot_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BU_baseline_adapter_repair/ba04_wide_atr_fixed_lot/telemetry/ba04_wide_atr_fixed_lot_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,3903.3644985684,9758.4112464210,13661.7757449894,76b4d476554d82a4ca4a83b5c4decc2d41035fc5adb6f74920544e8b4e363ffa
