run_id,adapter_id,repair_label,split,view,route_role,tier_b_policy,atr_enabled,model_risk_enabled,fixed_lot,atr_stop_multiplier,atr_take_profit_multiplier,model_risk_max_pct,reentry_cooldown_bars,same_direction_reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,short_threshold,long_threshold,close_on_flat_signal,reverse_on_opposite_signal,close_only_on_opposite_signal,max_hold_bars,status,trades_per_day,profit_factor,net_profit,trade_count,max_drawdown_amount,max_drawdown_percent,expectancy,cost_stressed_expectancy,same_move_reentry_ratio,mfe_capture_ratio,cooldown12_trades_per_day,density_gain_survives_12bar_cooldown,risk_floor_applied_count,max_model_risk_pct,max_actual_risk_pct_after_floor,avg_executed_lot,avg_atr_points,avg_open_sl_points,avg_open_tp_points,report_path,notes
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba14_no_atr_sd5_lot025,no_atr_same_direction_cooldown5_lot025,validation_is,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,5,False,0.0000000000,0.5500000000,0.5500000000,False,True,False,2,completed,7.4207650273,1.2000000000,1009.9300000000,1358,362.4700000000,21.0000000000,0.7400000000,,,,,,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BY/mt5/reports/Project_Obsidian_Prime_v2_run50BY_stage56_baseline_adapter_same_move_lot_repair_v1_ba14_no_atr_sd5_lot025_ta_val.htm,Interpolate same-direction cooldown5 at 0.25 lot to reduce same-move while trying to keep OOS density above 5.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba14_no_atr_sd5_lot025,no_atr_same_direction_cooldown5_lot025,validation_is,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,5,False,0.0000000000,0.5500000000,0.5500000000,False,True,False,2,completed,7.4207650273,1.2000000000,1009.9300000000,1358,362.4700000000,21.0000000000,0.7400000000,0.2436892489,0.3262150221,0.6117451654,5.0000000000,True,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BY/mt5/reports/Project_Obsidian_Prime_v2_run50BY_stage56_baseline_adapter_same_move_lot_repair_v1_ba14_no_atr_sd5_lot025_rt_val.htm,Interpolate same-direction cooldown5 at 0.25 lot to reduce same-move while trying to keep OOS density above 5.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba14_no_atr_sd5_lot025,no_atr_same_direction_cooldown5_lot025,validation_is,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba14_no_atr_sd5_lot025,no_atr_same_direction_cooldown5_lot025,oos,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,5,False,0.0000000000,0.5500000000,0.5500000000,False,True,False,2,completed,5.2000000000,1.3000000000,1048.9800000000,1014,319.2300000000,53.8700000000,1.0300000000,,,,,,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BY/mt5/reports/Project_Obsidian_Prime_v2_run50BY_stage56_baseline_adapter_same_move_lot_repair_v1_ba14_no_atr_sd5_lot025_ta_oos.htm,Interpolate same-direction cooldown5 at 0.25 lot to reduce same-move while trying to keep OOS density above 5.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba14_no_atr_sd5_lot025,no_atr_same_direction_cooldown5_lot025,oos,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,5,False,0.0000000000,0.5500000000,0.5500000000,False,True,False,2,completed,5.2000000000,1.3000000000,1048.9800000000,1014,319.2300000000,53.8700000000,1.0300000000,0.5344970414,0.3491124260,0.6167315875,3.3846153846,False,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BY/mt5/reports/Project_Obsidian_Prime_v2_run50BY_stage56_baseline_adapter_same_move_lot_repair_v1_ba14_no_atr_sd5_lot025_rt_oos.htm,Interpolate same-direction cooldown5 at 0.25 lot to reduce same-move while trying to keep OOS density above 5.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba14_no_atr_sd5_lot025,no_atr_same_direction_cooldown5_lot025,oos,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba15_no_atr_close_only_sd3_lot025,no_atr_close_only_same_direction_cooldown3_lot025,validation_is,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,3,False,0.0000000000,0.5500000000,0.5500000000,False,False,True,2,completed,7.0765027322,1.2100000000,896.1000000000,1295,343.8900000000,58.6900000000,0.6900000000,,,,,,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BY/mt5/reports/Project_Obsidian_Prime_v2_run50BY_stage56_baseline_adapter_same_move_lot_repair_v1_ba15_no_atr_close_only_sd3_lot025_ta_val.htm,Close-only opposite plus 3-bar same-direction cooldown at 0.25 lot.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba15_no_atr_close_only_sd3_lot025,no_atr_close_only_same_direction_cooldown3_lot025,validation_is,actual_routed_total,routed_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,3,False,0.0000000000,0.5500000000,0.5500000000,False,False,True,2,completed,7.0765027322,1.2100000000,896.1000000000,1295,343.8900000000,58.6900000000,0.6900000000,0.1919691120,0.3281853282,0.6035422133,4.7540983607,False,0,0.0000000000,0.0000000000,0.0529764323,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BY/mt5/reports/Project_Obsidian_Prime_v2_run50BY_stage56_baseline_adapter_same_move_lot_repair_v1_ba15_no_atr_close_only_sd3_lot025_rt_val.htm,Close-only opposite plus 3-bar same-direction cooldown at 0.25 lot.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba15_no_atr_close_only_sd3_lot025,no_atr_close_only_same_direction_cooldown3_lot025,validation_is,tier_b_fallback_only,tier_b_disabled,disabled_due_run50BR_fallback_only_damage,,,,,,,,,,,,,,,,,disabled,,,,,,,,,,,,,,,,,,,,,Tier B fallback-only remained disabled because run50BR fallback-only validation/OOS net was -94.14 / -254.32.
run50BY_stage56_baseline_adapter_same_move_lot_repair_v1,ba15_no_atr_close_only_sd3_lot025,no_atr_close_only_same_direction_cooldown3_lot025,oos,tier_a_only,tier_only_total,disabled_due_run50BR_fallback_only_damage,False,False,0.2500000000,0.0000000000,0.0000000000,0.0000000000,0,3,False,0.0000000000,0.5500000000,0.5500000000,False,False,True,2,completed,5.0564102564,1.1500000000,561.8200000000,986,312.8400000000,54.5100000000,0.5700000000,,,,,,0,0.0000000000,0.0000000000,0.0518525844,0.0000000000,0.0000000000,0.0000000000,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BY/mt5/reports/Project_Obsidian_Prime_v2_run50BY_stage56_baseline_adapter_same_move_lot_repair_v1_ba15_no_atr_close_only_sd3_lot025_ta_oos.htm,Close-only opposite plus 3-bar same-direction cooldown at 0.25 lot.
