variant_id,run_id,record_view,split,status,report_path,trade_count,trades_per_day,net_profit,profit_factor_recomputed,expectancy,cost_stress_per_trade,cost_stressed_expectancy,mfe_capture_ratio,mfe_capture_ratio_all_trades,reference_mfe_capture_ratio,mfe_capture_delta_vs_d390h10,mfe_capture_materially_worse_than_d390h10,winner_count,winner_truncation_rate,loser_count,loser_escape_rate,same_direction_reentry_3_bars,same_direction_reentry_6_bars,same_direction_reentry_12_bars,same_move_reentry_ratio,cooldown_window_bars,cooldown_removed_trades,trade_count_after_cooldown,trades_per_day_after_cooldown,net_after_cooldown,profit_factor_after_cooldown,density_gain_survives_12bar_cooldown,mt5_average_position_holding_bars,error
d390h10_reference,run50D_d390h10_logreg_deep_v1,mt5_routed_total_validation_is,validation_is,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50D/d390h10/mt5/reports/Project_Obsidian_Prime_v2_run50D_d390h10_logreg_deep_v1_routed_validation_is.htm,748,4.087431693989071,341.54,1.129371212121212,0.4566042780748663,0.5,-0.04339572192513369,0.6400747268409855,-4.6793342664473165,,,False,380,0.29210526315789476,368,0.3179347826086957,394,419,456,0.6096256684491979,12,456,292,1.5956284153005464,141.07000000000002,1.1491131640699324,False,22.68,
d390h10_reference,run50D_d390h10_logreg_deep_v1,mt5_routed_total_oos,oos,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50D/d390h10/mt5/reports/Project_Obsidian_Prime_v2_run50D_d390h10_logreg_deep_v1_routed_oos.htm,594,3.046153846153846,273.2,1.1212659239202805,0.4599326599326599,0.5,-0.040067340067340085,0.6282646615086092,-2.9547866025737006,,,False,308,0.32142857142857145,286,0.26573426573426573,302,332,354,0.5959595959595959,12,354,240,1.2307692307692308,373.66,1.462273137781297,False,22.613333333333333,
v60_v47_et_stable_damage_firewall_h2c0_no_b,run50BQ_stage56_context_extratrees_firewall_transition_v1_v60_v47_et_stable_damage_firewall_h2c0_no_b,mt5_routed_v60_v47_et_stable_damage_firewall_h2c0_no_b_validation_is,validation_is,completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x01_x01_rt_val.htm,1760,9.617486338797814,462.21,1.183423217495863,0.26261931818181816,0.5,-0.23738068181818184,0.6062612579914076,-5.249134656167201,0.6400747268409855,-0.03381346884957792,False,859,0.3259604190919674,901,0.3662597114317425,137,540,926,0.5261363636363636,12,926,834,4.557377049180328,289.39,1.2604489164086687,False,11.896666666666667,
v60_v47_et_stable_damage_firewall_h2c0_no_b,run50BQ_stage56_context_extratrees_firewall_transition_v1_v60_v47_et_stable_damage_firewall_h2c0_no_b,mt5_routed_v60_v47_et_stable_damage_firewall_h2c0_no_b_oos,oos,completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x01_x01_rt_oos.htm,1355,6.948717948717949,436.33,1.2168886105270482,0.32201476014760144,0.5,-0.17798523985239856,0.6158038554364587,-3.07971796487485,0.6282646615086092,-0.012460806072150499,False,709,0.32016925246826516,646,0.35294117647058826,138,476,784,0.5785977859778598,12,784,571,2.928205128205128,120.64999999999999,1.1562297671768575,False,14.27,
v61_v47_et_firewall_h2_transition_no_b,run50BQ_stage56_context_extratrees_firewall_transition_v1_v61_v47_et_firewall_h2_transition_no_b,mt5_routed_v61_v47_et_firewall_h2_transition_no_b_validation_is,validation_is,completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x02_x02_rt_val.htm,1723,9.415300546448087,359.9,1.1451069251362769,0.2088798607080673,0.5,-0.2911201392919327,0.6046274946785368,-5.379736947189526,0.6400747268409855,-0.035447232162448716,False,837,0.32735961768219835,886,0.37020316027088035,115,504,886,0.514219384793964,12,886,837,4.573770491803279,242.51999999999998,1.2146669617171941,False,11.976666666666667,
v61_v47_et_firewall_h2_transition_no_b,run50BQ_stage56_context_extratrees_firewall_transition_v1_v61_v47_et_firewall_h2_transition_no_b,mt5_routed_v61_v47_et_firewall_h2_transition_no_b_oos,oos,completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x02_x02_rt_oos.htm,1323,6.7846153846153845,386.84999999999997,1.1964343746191657,0.2924036281179138,0.5,-0.20759637188208618,0.6168310760653455,-3.002950522070757,0.6282646615086092,-0.011433585443263672,False,692,0.3208092485549133,631,0.3486529318541997,114,443,738,0.5578231292517006,12,738,585,3.0,128.10999999999999,1.1621419802306008,False,14.056666666666667,
v62_v47_et_firewall_h4_transition_no_b,run50BQ_stage56_context_extratrees_firewall_transition_v1_v62_v47_et_firewall_h4_transition_no_b,mt5_routed_v62_v47_et_firewall_h4_transition_no_b_validation_is,validation_is,completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x03_x03_rt_val.htm,1595,8.71584699453552,223.95999999999998,1.061794683604377,0.14041379310344826,0.5,-0.35958620689655174,0.61624343757811,-5.86980194537246,0.6400747268409855,-0.023831289262875588,False,773,0.31953428201811124,822,0.33941605839416056,224,551,1006,0.6307210031347963,12,1006,589,3.2185792349726774,-186.52,0.852250853526192,False,26.48333333333333,
v62_v47_et_firewall_h4_transition_no_b,run50BQ_stage56_context_extratrees_firewall_transition_v1_v62_v47_et_firewall_h4_transition_no_b,mt5_routed_v62_v47_et_firewall_h4_transition_no_b_oos,oos,completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x03_x03_rt_oos.htm,1245,6.384615384615385,580.6999999999999,1.2162909107162145,0.4664257028112449,0.5,-0.0335742971887551,0.6066392261125109,-3.6464600284273456,0.6282646615086092,-0.02162543539609829,False,666,0.35135135135135137,579,0.3385146804835924,232,530,804,0.6457831325301204,12,804,441,2.2615384615384615,137.72,1.1638158677292731,False,24.996666666666666,
v63_v47_et_firewall_h6_transition_no_b,run50BQ_stage56_context_extratrees_firewall_transition_v1_v63_v47_et_firewall_h6_transition_no_b,mt5_routed_v63_v47_et_firewall_h6_transition_no_b_validation_is,validation_is,completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x04_x04_rt_val.htm,1513,8.26775956284153,422.98999999999995,1.1096277750996522,0.2795703899537343,0.5,-0.2204296100462657,0.6235896819267895,-6.124440337933004,0.6400747268409855,-0.016485044914196,False,742,0.3045822102425876,771,0.3476005188067445,386,502,1024,0.6768010575016523,12,1024,489,2.6721311475409837,57.52999999999998,1.0523561638848946,False,30.619999999999997,
v63_v47_et_firewall_h6_transition_no_b,run50BQ_stage56_context_extratrees_firewall_transition_v1_v63_v47_et_firewall_h6_transition_no_b,mt5_routed_v63_v47_et_firewall_h6_transition_no_b_oos,oos,completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BQ/mt5/reports/Project_Obsidian_Prime_v2_run50BQ_stage56_context_extratrees_firewall_transition_v1_x04_x04_rt_oos.htm,1166,5.97948717948718,659.0699999999999,1.2347190615083818,0.5652401372212692,0.5,0.0652401372212692,0.5991540575769246,-3.7944904125002483,0.6282646615086092,-0.02911060393168452,False,613,0.3539967373572594,553,0.3345388788426763,363,457,788,0.6758147512864494,12,788,378,1.9384615384615385,1.0799999999999932,1.001079568172731,False,27.32,
