run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,session_slice,early,521,190.3,0.476234,0.365259
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,session_slice,late,252,15.33,0.230347,0.060833
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,session_slice,mid,321,112.15,0.293419,0.349377
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,volatility_regime,feature_missing,1,2.22,0.000914,2.22
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,volatility_regime,vol_high,583,264.37,0.532907,0.453465
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,volatility_regime,vol_low,198,80.24,0.180987,0.405253
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,volatility_regime,vol_mid,312,-29.05,0.285192,-0.093109
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,trend_regime,downtrend,771,280.12,0.704753,0.36332
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,trend_regime,feature_missing,1,2.22,0.000914,2.22
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,trend_regime,range_or_weak_trend,322,35.44,0.294333,0.110062
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,adx_bucket,adx_20_25,98,52.86,0.08958,0.539388
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,adx_bucket,adx_gt25,673,227.26,0.615174,0.337682
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,adx_bucket,adx_lt20,322,35.44,0.294333,0.110062
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,adx_bucket,feature_missing,1,2.22,0.000914,2.22
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,spread_regime,feature_missing,1,2.22,0.000914,2.22
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,validation,spread_regime,spread_low,1093,315.56,0.999086,0.28871
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,session_slice,early,403,256.35,0.483794,0.636104
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,session_slice,late,183,306.41,0.219688,1.674372
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,session_slice,mid,247,69.74,0.296519,0.282348
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,volatility_regime,vol_high,370,65.04,0.444178,0.175784
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,volatility_regime,vol_low,130,154.71,0.156062,1.190077
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,volatility_regime,vol_mid,333,412.75,0.39976,1.239489
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,trend_regime,downtrend,553,371.17,0.663866,0.671193
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,trend_regime,range_or_weak_trend,280,261.33,0.336134,0.933321
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,adx_bucket,adx_20_25,74,173.95,0.088836,2.350676
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,adx_bucket,adx_gt25,479,197.22,0.57503,0.411733
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,adx_bucket,adx_lt20,280,261.33,0.336134,0.933321
run50AS_et40h6_r015_a_logreg_deep_v1,et40h6_r015_a,oos,spread_regime,spread_low,833,632.5,1.0,0.759304
