variant_id,group,run_id,external_verification_status,threshold_id,tier_a_short_threshold,tier_a_long_threshold,tier_a_min_margin,tier_b_short_threshold,tier_b_long_threshold,tier_b_min_margin,max_hold_bars,session_slice_id,tier_b_allowed_subtypes,tier_a_validation_closed_trades,tier_a_validation_net_profit,tier_a_validation_profit_factor,tier_a_oos_closed_trades,tier_a_oos_net_profit,tier_a_oos_profit_factor,tier_b_validation_closed_trades,tier_b_validation_net_profit,tier_b_validation_profit_factor,tier_b_oos_closed_trades,tier_b_oos_net_profit,tier_b_oos_profit_factor,routed_validation_closed_trades,routed_validation_trades_per_day,routed_validation_net_profit,routed_validation_profit_factor,routed_validation_drawdown,routed_validation_short_trades,routed_validation_long_trades,routed_oos_closed_trades,routed_oos_trades_per_day,routed_oos_net_profit,routed_oos_profit_factor,routed_oos_drawdown,routed_oos_short_trades,routed_oos_long_trades,routed_validation_b_fallback_bars,routed_oos_b_fallback_bars,route_coverage_by_split,base_id,routed_fallback_enabled,routed_validation_report_path,routed_validation_aggregation,routed_oos_report_path,routed_oos_aggregation,model_spec_id,train_start_utc,class_weight,flat_sample_weight,nonflat_sample_weight,c_value,reentry_cooldown_bars,same_direction_reentry_cooldown_bars,entry_transition_only,entry_transition_rearm_min_confidence_delta,side_filter_id,side_filter_enabled,tier_a_side_filter_feature_index,tier_b_side_filter_feature_index,block_short_feature_range,block_short_feature_min,block_short_feature_max,block_long_feature_range,block_long_feature_min,block_long_feature_max,judgment,error,summary_path,notes
et20h6sd2_s240l150_r015_a,leaf20_same_direction_density_recovery_aonly,run50BM_et20h6sd2_s240l150_r015_a_logreg_deep_v1,completed,a_stage56_et20h6sd2_s240l150_r015_a_a_s240_l150_m000__b_disabled__hold6__cool0__sdcool2__bsub_Bcoreonly_Bmixedpartialcontext__side_et20leafsddensityguard__entry_transition_rearm015,0.24,0.15,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1106,273.23,1.1,863,135.34,1.06,8,-16.21,0.39,16,13.5,1.71,1106,6.043716,273.23,1.1,255.61,545,561,863,4.425641,135.34,1.06,259.42,406,457,,,{},et20h6sd2_s240l150_r015,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h6sd2_s240l150_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50BM_et20h6sd2_s240l150_r015_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h6sd2_s240l150_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50BM_et20h6sd2_s240l150_r015_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf20_n420_s240l150,,balanced,,,0.5,0,2,True,0.015,et20_leaf_sd_density_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h6sd2_s240l150_r015_a/summary.json,run50AT leaf20 source with lower thresholds plus same-direction-only cooldown2; tests density recovery without generic cooldown damage
et20h6sd2_s220l130_r015_a,leaf20_threshold_expansion_aonly,run50BM_et20h6sd2_s220l130_r015_a_logreg_deep_v1,completed,a_stage56_et20h6sd2_s220l130_r015_a_a_s220_l130_m000__b_disabled__hold6__cool0__sdcool2__bsub_Bcoreonly_Bmixedpartialcontext__side_et20leafsddensityguard__entry_transition_rearm015,0.22,0.13,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1106,273.23,1.1,863,135.34,1.06,8,-16.21,0.39,16,13.5,1.71,1106,6.043716,273.23,1.1,255.61,545,561,863,4.425641,135.34,1.06,259.42,406,457,,,{},et20h6sd2_s220l130_r015,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h6sd2_s220l130_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50BM_et20h6sd2_s220l130_r015_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h6sd2_s220l130_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50BM_et20h6sd2_s220l130_r015_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf20_n420_s220l130,,balanced,,,0.5,0,2,True,0.015,et20_leaf_sd_density_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,weak_dense_engine_candidate_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h6sd2_s220l130_r015_a/summary.json,leaf20 lower threshold expansion checks whether OOS trades/day can clear five after same-direction cooldown2
et20h4sd2_s220l130_r015_a,leaf20_hold4_threshold_expansion_aonly,run50BM_et20h4sd2_s220l130_r015_a_logreg_deep_v1,completed,a_stage56_et20h4sd2_s220l130_r015_a_a_s220_l130_m000__b_disabled__hold4__cool0__sdcool2__bsub_Bcoreonly_Bmixedpartialcontext__side_et20leafsddensityguard__entry_transition_rearm015,0.22,0.13,0.0,0.45,0.45,0.0,4,,B_core_only;B_mixed_partial_context,1160,33.85,1.01,868,126.92,1.06,9,-87.87,0.05,16,14.18,1.87,1160,6.338798,33.85,1.01,240.16,571,589,868,4.451282,126.92,1.06,306.1,414,454,,,{},et20h4sd2_s220l130_r015,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h4sd2_s220l130_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50BM_et20h4sd2_s220l130_r015_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h4sd2_s220l130_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50BM_et20h4sd2_s220l130_r015_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf20_n420_s220l130,,balanced,,,0.5,0,2,True,0.015,et20_leaf_sd_density_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et20h4sd2_s220l130_r015_a/summary.json,hold4 variant tests whether shorter lifecycle keeps OOS density above five while preserving leaf20 validation quality
et30h6sd2_s230l140_r015_a,leaf30_middle_granularity_aonly,run50BM_et30h6sd2_s230l140_r015_a_logreg_deep_v1,completed,a_stage56_et30h6sd2_s230l140_r015_a_a_s230_l140_m000__b_disabled__hold6__cool0__sdcool2__bsub_Bcoreonly_Bmixedpartialcontext__side_et30leafsddensityguard__entry_transition_rearm015,0.23,0.14,0.0,0.45,0.45,0.0,6,,B_core_only;B_mixed_partial_context,1058,67.39,1.02,811,455.26,1.23,8,-16.21,0.39,16,13.5,1.71,1058,5.781421,67.39,1.02,346.35,529,529,811,4.158974,455.26,1.23,242.73,398,413,,,{},et30h6sd2_s230l140_r015,false,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et30h6sd2_s230l140_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50BM_et30h6sd2_s230l140_r015_a_logreg_deep_v1_routed_validation_is.htm,actual_routed_tester_run,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et30h6sd2_s230l140_r015_a/mt5/reports/Project_Obsidian_Prime_v2_run50BM_et30h6sd2_s230l140_r015_a_logreg_deep_v1_routed_oos.htm,actual_routed_tester_run,extratrees_leaf30_n420_s230l140,,balanced,,,0.5,0,2,True,0.015,et30_leaf_sd_density_guard,True,34,34,True,20.0,25.0,False,0.0,0.0,quality_or_density_inconclusive_actual_routed_mt5,,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/02_runs/run50BM/et30h6sd2_s230l140_r015_a/summary.json,leaf30 middle granularity with same-direction cooldown2; control against leaf20 noise and leaf40 density collapse
