attempt_name,split,tier,telemetry_path,status,cycle_rows,risk_floor_applied_count,max_model_risk_pct,max_actual_risk_pct_after_floor,avg_executed_lot,avg_atr_points,avg_open_sl_points,avg_open_tp_points,telemetry_sha256
ba05_no_atr_reentry_cooldown3_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba05_no_atr_reentry_cooldown3/telemetry/ba05_no_atr_reentry_cooldown3_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,d0ae4d7bc717781b5b1c86728d2b58be1265b47b02cc552724cbb29041515569
ba05_no_atr_reentry_cooldown3_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba05_no_atr_reentry_cooldown3/telemetry/ba05_no_atr_reentry_cooldown3_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,d0ae4d7bc717781b5b1c86728d2b58be1265b47b02cc552724cbb29041515569
ba05_no_atr_reentry_cooldown3_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba05_no_atr_reentry_cooldown3/telemetry/ba05_no_atr_reentry_cooldown3_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,eb75dca28da8265ec28fcfc2839368018039e455c7ecd7d465d5e05d27ef16e6
ba05_no_atr_reentry_cooldown3_rt_oos,oos,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba05_no_atr_reentry_cooldown3/telemetry/ba05_no_atr_reentry_cooldown3_rt_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,eb75dca28da8265ec28fcfc2839368018039e455c7ecd7d465d5e05d27ef16e6
ba06_no_atr_reentry_cooldown6_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba06_no_atr_reentry_cooldown6/telemetry/ba06_no_atr_reentry_cooldown6_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,8d21a225245a7a7320b4528118d001abb81f220e05ee5d90b1bec1a543828ce1
ba06_no_atr_reentry_cooldown6_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba06_no_atr_reentry_cooldown6/telemetry/ba06_no_atr_reentry_cooldown6_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,8d21a225245a7a7320b4528118d001abb81f220e05ee5d90b1bec1a543828ce1
ba06_no_atr_reentry_cooldown6_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba06_no_atr_reentry_cooldown6/telemetry/ba06_no_atr_reentry_cooldown6_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,8adc69bde12e5e8db05a6769a9d86a08bb5a6a99ea9d5b2983d97b71ca25f391
ba06_no_atr_reentry_cooldown6_rt_oos,oos,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba06_no_atr_reentry_cooldown6/telemetry/ba06_no_atr_reentry_cooldown6_rt_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,8adc69bde12e5e8db05a6769a9d86a08bb5a6a99ea9d5b2983d97b71ca25f391
ba07_no_atr_same_direction_cooldown6_ta_val,validation_is,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba07_no_atr_same_direction_cooldown6/telemetry/ba07_no_atr_same_direction_cooldown6_ta_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,53ba3fe779bf667478693f1fae72b88a1deb55bedd6874cf6c8412ec9c92ba62
ba07_no_atr_same_direction_cooldown6_rt_val,validation_is,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba07_no_atr_same_direction_cooldown6/telemetry/ba07_no_atr_same_direction_cooldown6_rt_val_telemetry.csv,completed,9844,0,0.0000000000,0.0000000000,0.0211905729,0.0000000000,0.0000000000,0.0000000000,53ba3fe779bf667478693f1fae72b88a1deb55bedd6874cf6c8412ec9c92ba62
ba07_no_atr_same_direction_cooldown6_ta_oos,oos,Tier A,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba07_no_atr_same_direction_cooldown6/telemetry/ba07_no_atr_same_direction_cooldown6_ta_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,28db3c9f505dceb1da4fbeb5ba331722635438cd71ed651216d67a5651b91c43
ba07_no_atr_same_direction_cooldown6_rt_oos,oos,Tier A+B,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/Common/Files/Project_Obsidian_Prime_v2/stage56/run50BV_baseline_adapter_cooldown_repair/ba07_no_atr_same_direction_cooldown6/telemetry/ba07_no_atr_same_direction_cooldown6_rt_oos_telemetry.csv,completed,7584,0,0.0000000000,0.0000000000,0.0207410338,0.0000000000,0.0000000000,0.0000000000,28db3c9f505dceb1da4fbeb5ba331722635438cd71ed651216d67a5651b91c43
