run_id,variant_id,split,axis,bucket,trade_count,net_profit,trade_share,profit_per_trade
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,session_slice,early,739,-232.07,0.474631,-0.314032
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,session_slice,late,375,52.99,0.240848,0.141307
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,session_slice,mid,443,64.53,0.284522,0.145666
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,volatility_regime,vol_high,876,-106.02,0.56262,-0.121027
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,volatility_regime,vol_low,257,-161.44,0.165061,-0.628171
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,volatility_regime,vol_mid,424,152.91,0.272319,0.360637
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,trend_regime,downtrend,1128,-102.21,0.72447,-0.090612
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,trend_regime,range_or_weak_trend,429,-12.34,0.27553,-0.028765
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,adx_bucket,adx_20_25,167,-88.11,0.107258,-0.527605
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,adx_bucket,adx_gt25,961,-14.1,0.617213,-0.014672
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,adx_bucket,adx_lt20,429,-12.34,0.27553,-0.028765
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,validation,spread_regime,spread_low,1557,-114.55,1.0,-0.073571
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,session_slice,early,590,222.38,0.472,0.376915
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,session_slice,late,266,-12.58,0.2128,-0.047293
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,session_slice,mid,394,74.9,0.3152,0.190102
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,volatility_regime,feature_missing,1,-8.94,0.0008,-8.94
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,volatility_regime,vol_high,604,-57.04,0.4832,-0.094437
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,volatility_regime,vol_low,173,51.57,0.1384,0.298092
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,volatility_regime,vol_mid,472,299.11,0.3776,0.633708
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,trend_regime,downtrend,882,165.29,0.7056,0.187404
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,trend_regime,feature_missing,1,-8.94,0.0008,-8.94
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,trend_regime,range_or_weak_trend,367,128.35,0.2936,0.349728
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,adx_bucket,adx_20_25,129,95.29,0.1032,0.738682
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,adx_bucket,adx_gt25,753,70.0,0.6024,0.092961
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,adx_bucket,adx_lt20,367,128.35,0.2936,0.349728
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,adx_bucket,feature_missing,1,-8.94,0.0008,-8.94
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,spread_regime,feature_missing,1,-8.94,0.0008,-8.94
run50BI_et40h3c0_s240l150_r001_a_logreg_deep_v1,et40h3c0_s240l150_r001_a,oos,spread_regime,spread_low,1249,293.64,0.9992,0.2351
