run_id,variant_id,family,block_min,block_max,max_hold_m5,trade_splitting_status,proxy_boundary(프록시 경계),claim_boundary(주장 경계),validation_trade_count,validation_trade_per_business_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_max_drawdown,validation_recovery_factor,validation_long_count,validation_short_count,validation_business_days,oos_trade_count,oos_trade_per_business_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_recovery_factor,oos_long_count,oos_short_count,oos_business_days,combined_trade_count,combined_trade_per_business_day,combined_net_profit,combined_profit_factor,combined_expectancy,combined_max_drawdown,combined_recovery_factor,combined_long_count,combined_short_count,combined_business_days,validation_density_status,oos_density_status,combined_density_status,candidate_status
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_34_0__maxhold_6,adx_threshold_hold_surface(ADX 임계값 보유 표면),34.0,1000000.0,6,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,560,2.8865979381,339.92,1.2127754134,0.607,-209.64,1.6214462889,560,0,194,449,3.2302158273,273.464,1.2283872153,0.6090512249,-130.026,2.103148601,449,0,139,1009,3.03003003,613.384,1.2194636489,0.6079127849,-209.64,2.9258920053,1009,0,333,failed(실패),passed(통과),passed(통과),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_34_0__maxhold_8,adx_threshold_hold_surface(ADX 임계값 보유 표면),34.0,1000000.0,8,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,480,2.4742268041,310.772,1.2093580993,0.6474416667,-175.728,1.7684831103,480,0,194,375,2.6978417266,367.375,1.3291389304,0.9796666667,-86.77,4.2338942031,375,0,139,855,2.5675675676,678.147,1.2607681996,0.793154386,-175.728,3.8590719749,855,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_34_0__maxhold_10,adx_threshold_hold_surface(ADX 임계값 보유 표면),34.0,1000000.0,10,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,422,2.175257732,247.894,1.1622152902,0.5874265403,-238.504,1.0393704089,422,0,194,333,2.3956834532,263.699,1.2306605647,0.7918888889,-129.726,2.0327382329,333,0,139,755,2.2672672673,511.593,1.1915065173,0.6776066225,-238.504,2.1450080502,755,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_34_0__maxhold_12,adx_threshold_hold_surface(ADX 임계값 보유 표면),34.0,1000000.0,12,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,380,1.9587628866,248.798,1.1524754478,0.6547315789,-263.95,0.9425951885,380,0,194,298,2.1438848921,152.523,1.1195534002,0.5118221477,-204.561,0.7456113335,298,0,139,678,2.036036036,401.321,1.1380296736,0.5919188791,-263.95,1.5204432658,678,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_36_0__maxhold_6,adx_threshold_hold_surface(ADX 임계값 보유 표면),36.0,1000000.0,6,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,579,2.9845360825,363.87,1.2248103875,0.6284455959,-196.416,1.852547654,579,0,194,478,3.4388489209,313.333,1.252036673,0.6555083682,-154.139,2.0327950746,478,0,139,1057,3.1741741742,677.203,1.2366379804,0.6406840114,-196.416,3.4477995683,1057,0,333,failed(실패),passed(통과),passed(통과),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_36_0__maxhold_8,adx_threshold_hold_surface(ADX 임계값 보유 표면),36.0,1000000.0,8,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,491,2.5309278351,327.575,1.2122170143,0.6671588595,-161.918,2.0230919354,491,0,194,396,2.8489208633,339.17,1.2776822615,0.856489899,-81.26,4.1738862909,396,0,139,887,2.6636636637,666.745,1.2411359496,0.7516854566,-161.918,4.1177941921,887,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_36_0__maxhold_10,adx_threshold_hold_surface(ADX 임계값 보유 표면),36.0,1000000.0,10,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,432,2.2268041237,277.149,1.1774079463,0.6415486111,-195.083,1.4206722267,432,0,194,350,2.5179856115,329.961,1.2803981104,0.9427457143,-125.651,2.6260117309,350,0,139,782,2.3483483483,607.11,1.2216561542,0.7763554987,-195.083,3.112059995,782,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_36_0__maxhold_12,adx_threshold_hold_surface(ADX 임계값 보유 표면),36.0,1000000.0,12,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,392,2.0206185567,259.277,1.1549479268,0.6614209184,-257.038,1.0087107743,392,0,194,310,2.2302158273,255.429,1.19989748,0.8239645161,-162.211,1.5746712615,310,0,139,702,2.1081081081,514.706,1.1744105706,0.7331994302,-257.038,2.0024509995,702,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_37_0__maxhold_6,adx_threshold_hold_surface(ADX 임계값 보유 표면),37.0,1000000.0,6,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,591,3.0463917526,340.562,1.2042207533,0.5762470389,-210.879,1.6149640315,591,0,194,484,3.4820143885,272.965,1.214632754,0.5639772727,-157.064,1.7379221209,484,0,139,1075,3.2282282282,613.527,1.2087256761,0.5707227907,-210.879,2.9093793123,1075,0,333,passed(통과),passed(통과),passed(통과),pass_density_positive_profit_factor(밀도/수익/PF 통과)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_37_0__maxhold_8,adx_threshold_hold_surface(ADX 임계값 보유 표면),37.0,1000000.0,8,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,503,2.5927835052,273.362,1.168033331,0.5434632207,-168.62,1.6211718657,503,0,194,406,2.9208633094,391.815,1.3238991735,0.9650615764,-80.495,4.8675694142,406,0,139,909,2.7297297297,665.177,1.2345051003,0.7317678768,-168.62,3.9448286087,909,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_37_0__maxhold_10,adx_threshold_hold_surface(ADX 임계값 보유 표면),37.0,1000000.0,10,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,441,2.2731958763,271.568,1.1673017201,0.6158004535,-207.758,1.3071361873,441,0,194,353,2.5395683453,358.831,1.3066229274,1.0165184136,-126.651,2.8332267412,353,0,139,794,2.3843843844,630.399,1.2256670954,0.7939534005,-207.758,3.0342947083,794,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_37_0__maxhold_12,adx_threshold_hold_surface(ADX 임계값 보유 표면),37.0,1000000.0,12,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,400,2.0618556701,235.708,1.136163261,0.58927,-285.486,0.8256376845,400,0,194,314,2.2589928058,211.159,1.161483829,0.6724808917,-151.371,1.3949765807,314,0,139,714,2.1441441441,446.867,1.1470592881,0.6258641457,-285.486,1.5652851628,714,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_38_0__maxhold_6,adx_threshold_hold_surface(ADX 임계값 보유 표면),38.0,1000000.0,6,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,600,3.0927835052,325.072,1.19120274,0.5417866667,-207.678,1.5652693111,600,0,194,494,3.5539568345,306.503,1.2370842557,0.620451417,-153.714,1.9939823308,494,0,139,1094,3.2852852853,631.575,1.2110212516,0.5773080439,-207.678,3.0411261665,1094,0,333,passed(통과),passed(통과),passed(통과),pass_density_positive_profit_factor(밀도/수익/PF 통과)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_38_0__maxhold_8,adx_threshold_hold_surface(ADX 임계값 보유 표면),38.0,1000000.0,8,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,510,2.6288659794,367.765,1.2279750381,0.7211078431,-171.595,2.1432151286,510,0,194,416,2.9928057554,406.62,1.3300082539,0.9774519231,-80.495,5.0514938816,416,0,139,926,2.7807807808,774.385,1.2721598042,0.8362688985,-171.595,4.512864594,926,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_38_0__maxhold_10,adx_threshold_hold_surface(ADX 임계값 보유 표면),38.0,1000000.0,10,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,447,2.3041237113,321.695,1.1986441109,0.7196756152,-209.47,1.5357569103,447,0,194,362,2.6043165468,400.731,1.352392602,1.1069917127,-110.416,3.6292837994,362,0,139,809,2.4294294294,722.426,1.2620689205,0.892986403,-209.47,3.4488279945,809,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_38_0__maxhold_12,adx_threshold_hold_surface(ADX 임계값 보유 표면),38.0,1000000.0,12,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,405,2.087628866,251.321,1.1446470114,0.620545679,-296.198,0.8484898615,405,0,194,322,2.3165467626,266.713,1.2051635305,0.8283012422,-121.699,2.1915792242,322,0,139,727,2.1831831832,518.034,1.1705472958,0.7125639615,-296.198,1.7489449625,727,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_38_68818__maxhold_6,adx_threshold_hold_surface(ADX 임계값 보유 표면),38.68818,1000000.0,6,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,607,3.1288659794,319.928,1.1860390468,0.5270642504,-177.993,1.7974189996,607,0,194,501,3.6043165468,320.779,1.2438592183,0.6402774451,-156.489,2.0498501492,501,0,139,1108,3.3273273273,640.707,1.2110985141,0.5782554152,-177.993,3.5996190861,1108,0,333,passed(통과),passed(통과),passed(통과),pass_density_positive_profit_factor(밀도/수익/PF 통과)
