run_id,variant_id,family,block_min,block_max,max_hold_m5,trade_splitting_status,proxy_boundary(프록시 경계),claim_boundary(주장 경계),validation_trade_count,validation_trade_per_business_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_max_drawdown,validation_recovery_factor,validation_long_count,validation_short_count,validation_business_days,oos_trade_count,oos_trade_per_business_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_recovery_factor,oos_long_count,oos_short_count,oos_business_days,combined_trade_count,combined_trade_per_business_day,combined_net_profit,combined_profit_factor,combined_expectancy,combined_max_drawdown,combined_recovery_factor,combined_long_count,combined_short_count,combined_business_days,validation_density_status,oos_density_status,combined_density_status,candidate_status
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_38_68818__maxhold_8,adx_threshold_hold_surface(ADX 임계값 보유 표면),38.68818,1000000.0,8,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,517,2.6649484536,321.868,1.1922865073,0.6225686654,-194.154,1.6577974185,517,0,194,418,3.0071942446,403.359,1.326943746,0.9649736842,-88.47,4.5592743303,418,0,139,935,2.8078078078,725.227,1.2494225526,0.7756438503,-194.154,3.7353183555,935,0,333,failed(실패),passed(통과),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_38_68818__maxhold_10,adx_threshold_hold_surface(ADX 임계값 보유 표면),38.68818,1000000.0,10,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,453,2.3350515464,300.389,1.1828275771,0.6631103753,-194.286,1.5461175792,453,0,194,366,2.6330935252,356.062,1.3098187615,0.9728469945,-128.36,2.7739326893,366,0,139,819,2.4594594595,656.451,1.2350952287,0.8015274725,-194.286,3.378786943,819,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_38_68818__maxhold_12,adx_threshold_hold_surface(ADX 임계값 보유 표면),38.68818,1000000.0,12,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,411,2.118556701,242.654,1.1391800415,0.5903990268,-279.281,0.8688525177,411,0,194,324,2.3309352518,264.351,1.20159045,0.8158981481,-130.034,2.0329375394,324,0,139,735,2.2072072072,507.005,1.1659709812,0.6898027211,-279.281,1.8153938148,735,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_40_0__maxhold_6,adx_threshold_hold_surface(ADX 임계값 보유 표면),40.0,1000000.0,6,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,615,3.1701030928,373.009,1.2181368521,0.6065186992,-157.806,2.3637187433,615,0,194,512,3.6834532374,354.554,1.2705998541,0.6924882812,-155.639,2.2780537012,512,0,139,1127,3.3843843844,727.563,1.240896634,0.6455749778,-157.806,4.6104900954,1127,0,333,passed(통과),passed(통과),passed(통과),pass_density_positive_profit_factor(밀도/수익/PF 통과)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_40_0__maxhold_8,adx_threshold_hold_surface(ADX 임계값 보유 표면),40.0,1000000.0,8,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,522,2.6907216495,324.053,1.1946574079,0.6207911877,-172.391,1.8797559037,522,0,194,429,3.0863309353,428.097,1.3403023871,0.9978951049,-88.47,4.8388945405,429,0,139,951,2.8558558559,752.15,1.2573454567,0.7909043113,-172.391,4.3630467948,951,0,333,failed(실패),passed(통과),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_40_0__maxhold_10,adx_threshold_hold_surface(ADX 임계값 보유 표면),40.0,1000000.0,10,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,456,2.3505154639,346.112,1.2114456492,0.7590175439,-191.998,1.8026854446,456,0,194,371,2.6690647482,399.577,1.3442925656,1.0770269542,-129.385,3.0882791668,371,0,139,827,2.4834834835,745.689,1.2665594979,0.9016795647,-191.998,3.8838373316,827,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_40_0__maxhold_12,adx_threshold_hold_surface(ADX 임계값 보유 표면),40.0,1000000.0,12,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,414,2.1340206186,216.425,1.1231293078,0.5227657005,-263.393,0.8216809103,414,0,194,332,2.3884892086,292.621,1.2231482541,0.8813885542,-127.124,2.3018548818,332,0,139,746,2.2402402402,509.046,1.1658651661,0.6823672922,-263.393,1.9326481721,746,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_42_0__maxhold_6,adx_threshold_hold_surface(ADX 임계값 보유 표면),42.0,1000000.0,6,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,635,3.2731958763,388.913,1.221582269,0.6124614173,-180.318,2.1568174004,635,0,194,529,3.8057553957,265.383,1.1881631154,0.5016691871,-181.489,1.4622539107,529,0,139,1164,3.4954954955,654.296,1.2066926105,0.5621099656,-181.489,3.6051551334,1164,0,333,passed(통과),passed(통과),passed(통과),pass_density_positive_profit_factor(밀도/수익/PF 통과)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_42_0__maxhold_8,adx_threshold_hold_surface(ADX 임계값 보유 표면),42.0,1000000.0,8,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,536,2.7628865979,271.289,1.1574538226,0.506136194,-204.016,1.3297437456,536,0,194,445,3.2014388489,329.301,1.2411108491,0.7400022472,-100.736,3.2689505241,445,0,139,981,2.9459459459,600.59,1.1944449211,0.6122222222,-204.016,2.9438377382,981,0,333,failed(실패),passed(통과),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_42_0__maxhold_10,adx_threshold_hold_surface(ADX 임계값 보유 표면),42.0,1000000.0,10,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,467,2.4072164948,307.711,1.1824137389,0.6589100642,-230.727,1.3336583928,467,0,194,385,2.7697841727,375.147,1.3028678827,0.9744077922,-146.391,2.5626370474,385,0,139,852,2.5585585586,682.858,1.2334131136,0.8014765258,-230.727,2.9595929388,852,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_42_0__maxhold_12,adx_threshold_hold_surface(ADX 임계값 보유 표면),42.0,1000000.0,12,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,421,2.1701030928,221.767,1.1229132673,0.5267624703,-279.896,0.79231929,421,0,194,339,2.4388489209,282.476,1.2097219778,0.8332625369,-153.124,1.8447532719,339,0,139,760,2.2822822823,504.243,1.1600180632,0.6634776316,-279.896,1.8015369995,760,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_45_0__maxhold_6,adx_threshold_hold_surface(ADX 임계값 보유 표면),45.0,1000000.0,6,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,657,3.3865979381,285.12,1.1527255664,0.4339726027,-213.159,1.3375930643,657,0,194,540,3.8848920863,289.046,1.2060845882,0.5352703704,-173.814,1.6629615566,540,0,139,1197,3.5945945946,574.166,1.1756161151,0.4796708438,-213.159,2.6936043048,1197,0,333,passed(통과),passed(통과),passed(통과),pass_density_positive_profit_factor(밀도/수익/PF 통과)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_45_0__maxhold_8,adx_threshold_hold_surface(ADX 임계값 보유 표면),45.0,1000000.0,8,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,549,2.8298969072,341.541,1.1963613973,0.6221147541,-173.903,1.9639741695,549,0,194,450,3.2374100719,302.318,1.2168982598,0.6718177778,-109.876,2.7514470858,450,0,139,999,3.0,643.859,1.2054974302,0.6445035035,-173.903,3.7024030638,999,0,333,failed(실패),passed(통과),passed(통과),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_45_0__maxhold_10,adx_threshold_hold_surface(ADX 임계값 보유 표면),45.0,1000000.0,10,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,479,2.4690721649,276.582,1.156911713,0.5774154489,-256.264,1.0792854244,479,0,194,390,2.8057553957,377.076,1.2987639844,0.9668615385,-139.666,2.6998410494,390,0,139,869,2.6096096096,653.658,1.2161010057,0.7521956272,-256.264,2.5507211313,869,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
run364U_materialize_density_side_balance_repair_inputs_without_db_v1,adx_block_min_45_0__maxhold_12,adx_threshold_hold_surface(ADX 임계값 보유 표면),45.0,1000000.0,12,not_used(미사용),"python_expected_tape_semantics_matched_to_run364R_no_mt5_execution(파이썬 예상 기록 의미를 364R에 맞춤, MT5 실행 없음)",research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,435,2.2422680412,248.261,1.1335911587,0.5707149425,-276.394,0.8982141436,435,0,194,344,2.4748201439,205.486,1.1467725692,0.5973430233,-149.974,1.3701441583,344,0,139,779,2.3393393393,453.747,1.1392547985,0.5824736842,-276.394,1.64166733,779,0,333,failed(실패),failed(실패),failed(실패),fail_density_or_profit(밀도 또는 수익 실패)
