run_id,adapter_id,split,month,trade_count,net_profit,profit_factor,winner_count,loser_count,quality_flag
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.01,22,7.03,1.073451,11,11,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.02,29,220.01,2.900406,19,10,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.03,26,137.54,1.799698,14,12,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.04,44,233.44,1.64821,27,17,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.05,25,15.85,1.075318,11,14,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.06,18,93.2,1.612513,11,7,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.07,16,152.23,2.348003,9,7,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.08,22,49.63,1.185672,10,12,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,validation_is,2025.09,21,128.81,1.642124,12,9,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,oos,2025.10,15,19.11,1.287498,9,6,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,oos,2025.11,25,184.36,2.987709,16,9,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,oos,2025.12,18,-26.73,0.794764,9,9,negative_month
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,oos,2026.01,25,89.82,1.832823,14,11,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,oos,2026.02,30,166.52,2.068326,17,13,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,oos,2026.03,37,423.47,2.578169,22,15,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_control_sl2075_risk0365_h3_cd5_sht54_lng52,oos,2026.04,7,-33.44,0.614613,3,4,negative_month
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.01,22,7.44,1.075864,11,11,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.02,29,186.47,2.402346,18,11,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.03,27,44.59,1.202949,13,14,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.04,44,217.41,1.692918,27,17,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.05,25,17.05,1.090943,11,14,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.06,18,92.41,1.714363,11,7,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.07,16,140.01,2.354193,9,7,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.08,22,33.28,1.129147,10,12,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,validation_is,2025.09,21,121.56,1.677743,12,9,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,oos,2025.10,15,20.69,1.306973,9,6,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,oos,2025.11,25,195.49,3.059524,16,9,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,oos,2025.12,18,-23.38,0.825509,9,9,negative_month
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,oos,2026.01,25,97.05,1.848859,14,11,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,oos,2026.02,30,184.88,2.12314,17,13,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,oos,2026.03,37,471.37,2.639947,22,15,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0365_h3_cd5_sht54_lng52,oos,2026.04,7,-34.08,0.633233,3,4,negative_month
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.01,22,10.09,1.107501,11,11,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.02,29,183.53,2.423596,18,11,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.03,27,42.85,1.201638,13,14,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.04,44,200.67,1.66012,27,17,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.05,25,15.88,1.088562,11,14,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.06,18,88.48,1.716785,11,7,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.07,16,133.38,2.357557,9,7,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.08,22,34.56,1.141913,10,12,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,validation_is,2025.09,21,115.22,1.677605,12,9,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,oos,2025.10,15,19.76,1.300213,9,6,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,oos,2025.11,25,186.94,3.029971,16,9,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,oos,2025.12,18,-26.22,0.798926,9,9,negative_month
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,oos,2026.01,25,90.79,1.833854,14,11,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,oos,2026.02,30,176.43,2.13914,17,13,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,oos,2026.03,37,442.71,2.624922,22,15,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl200_risk0355_h3_cd5_sht54_lng52,oos,2026.04,7,-31.29,0.638892,3,4,negative_month
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl195_risk0360_h3_cd5_sht54_lng52,validation_is,2025.01,22,12.17,1.124718,11,11,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl195_risk0360_h3_cd5_sht54_lng52,validation_is,2025.02,29,198.11,2.464119,18,11,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl195_risk0360_h3_cd5_sht54_lng52,validation_is,2025.03,27,28.7,1.116947,12,15,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl195_risk0360_h3_cd5_sht54_lng52,validation_is,2025.04,44,219.6,1.695906,27,17,acceptable_measurement_only
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl195_risk0360_h3_cd5_sht54_lng52,validation_is,2025.05,25,16.47,1.086262,11,14,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl195_risk0360_h3_cd5_sht54_lng52,validation_is,2025.06,18,80.65,1.571499,11,7,pf_below_34d
run176A_stage176_tp45_dd_midpf_repair_v1,s176_tp45_sl195_risk0360_h3_cd5_sht54_lng52,validation_is,2025.07,16,122.6,2.029214,9,7,acceptable_measurement_only
