stage_id,stage_number,run_id,lane,status,judgment,summary_path,run_path,model_family,mechanism_classes,roles,boundary,external_verification_status,mt5_kpi_record_count,has_tier_a,has_tier_b,has_tier_ab,has_onnx,onnx_parity_status,has_score_table,score_table_parity_status,prediction_artifacts_present,artifact_paths_found,artifact_paths_available,validation_net_profit,validation_profit_factor,validation_trades,oos_net_profit,oos_profit_factor,oos_trades,repeatability_label,validation_oos_inversion,evidence_decision
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02Q_lgbm_bear_vortex_short_density_v1,alpha_context_direction_scout,reviewed,inconclusive_bear_vortex_short_density_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02Q_lgbm_bear_vortex_short_density_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging|Negative Memory,,,6,True,True,True,False,missing,False,missing,False,0,0,-139.28,0.62,,-140.58,0.54,,validation_and_oos_negative_memory,False,negative_memory
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02W_lgbm_fwd18_retrain_v1,alpha_label_horizon_retrain_scout,reviewed,inconclusive_label_horizon_fwd18_retrain_scout_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02W_lgbm_fwd18_retrain_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-496.25,0.28,,-216.12,0.67,,validation_and_oos_negative_memory,False,negative_memory
12_model_family_challenge__extratrees_training_effect,12,run03A_extratrees_fwd18_inverse_context_scout_v1,alpha_model_family_challenger,invalid_for_standalone_scope,invalid_scope_mismatch_for_requested_standalone_stage12,,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03A_extratrees_fwd18_inverse_context_scout_v1,,regime_context_adapter,Regime / Context,,,0,False,False,False,False,missing,False,missing,False,0,0,,,,,,,insufficient_trading_repeatability_evidence,False,negative_memory
15_model_family_challenge__untried_learning_methods_scout,15,run06A_lda_svd_empirical_priors_runtime_probe_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/15_model_family_challenge__untried_learning_methods_scout/02_runs/run06A_lda_svd_empirical_priors_runtime_probe_v1,,permission_filter_adapter|runtime_packaging_surface,Permission / Filter / Abstention|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-147.49,0.91,,-172.77,0.86,,validation_and_oos_negative_memory,False,negative_memory
15_model_family_challenge__untried_learning_methods_scout,15,run06B_lda_svd_balanced_priors_runtime_probe_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/15_model_family_challenge__untried_learning_methods_scout/02_runs/run06B_lda_svd_balanced_priors_runtime_probe_v1,,permission_filter_adapter|runtime_packaging_surface,Permission / Filter / Abstention|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-3.71,1.0,,-8.03,0.99,,validation_and_oos_negative_memory,False,negative_memory
15_model_family_challenge__untried_learning_methods_scout,15,run06C_lda_svd_rank_tolerant_runtime_probe_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/15_model_family_challenge__untried_learning_methods_scout/02_runs/run06C_lda_svd_rank_tolerant_runtime_probe_v1,,permission_filter_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-281.91,0.82,,-132.34,0.89,,validation_and_oos_negative_memory,False,negative_memory
15_model_family_challenge__untried_learning_methods_scout,15,run07A_lda_eigen_shrinkage001_stability_probe_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/15_model_family_challenge__untried_learning_methods_scout/02_runs/run07A_lda_eigen_shrinkage001_stability_probe_v1,,permission_filter_adapter|runtime_packaging_surface,Permission / Filter / Abstention|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-65.15,0.97,,-123.6,0.91,,validation_and_oos_negative_memory,False,negative_memory
15_model_family_challenge__untried_learning_methods_scout,15,run07D_lda_eigen_shrinkage008_stability_probe_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/15_model_family_challenge__untried_learning_methods_scout/02_runs/run07D_lda_eigen_shrinkage008_stability_probe_v1,,permission_filter_adapter|runtime_packaging_surface,Permission / Filter / Abstention|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-59.7,0.97,,-85.07,0.93,,validation_and_oos_negative_memory,False,negative_memory
15_model_family_challenge__untried_learning_methods_scout,15,run07F_lda_eigen_shrinkage020_stability_probe_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/15_model_family_challenge__untried_learning_methods_scout/02_runs/run07F_lda_eigen_shrinkage020_stability_probe_v1,,permission_filter_adapter|runtime_packaging_surface,Permission / Filter / Abstention|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-33.34,0.98,,-100.41,0.92,,validation_and_oos_negative_memory,False,negative_memory
15_model_family_challenge__untried_learning_methods_scout,15,run07I_lda_lsqr_shrinkage008_stability_probe_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/15_model_family_challenge__untried_learning_methods_scout/02_runs/run07I_lda_lsqr_shrinkage008_stability_probe_v1,,permission_filter_adapter|runtime_packaging_surface,Permission / Filter / Abstention|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-59.7,0.97,,-85.07,0.93,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run08E_qda_lda_anchor_regularization050_characterization_v1,alpha_runtime_probe,reviewed,inconclusive_qda_characterization_mt5_runtime_probe_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run08E_qda_lda_anchor_regularization050_characterization_v1,sklearn_qda_discriminant_family,runtime_packaging_surface,Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-7.9,1.0,,-23.01,0.98,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run08I_qda_core42_feature_geometry_characterization_v1,alpha_runtime_probe,reviewed,inconclusive_qda_characterization_mt5_runtime_probe_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run08I_qda_core42_feature_geometry_characterization_v1,sklearn_qda_discriminant_family,runtime_packaging_surface,Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-130.08,0.91,,-185.42,0.82,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run08J_qda_external16_feature_geometry_characterization_v1,alpha_runtime_probe,reviewed,inconclusive_qda_characterization_mt5_runtime_probe_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run08J_qda_external16_feature_geometry_characterization_v1,sklearn_qda_discriminant_family,runtime_packaging_surface,Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-41.31,0.98,,-96.23,0.93,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run09K_qda_reg015_sample300_followup_v1,alpha_runtime_probe,reviewed,inconclusive_qda_run09_followup_mt5_runtime_probe_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run09K_qda_reg015_sample300_followup_v1,sklearn_qda_discriminant_family,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-494.66,0.74,,-382.88,0.74,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run09N_qda_reg015_sample900_followup_v1,alpha_runtime_probe,reviewed,inconclusive_qda_run09_followup_mt5_runtime_probe_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run09N_qda_reg015_sample900_followup_v1,sklearn_qda_discriminant_family,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-316.4,0.83,,-149.52,0.88,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run10A_qda_reg016_full58_decision_microprobe_v1,alpha_runtime_probe,reviewed,inconclusive_qda_run10_decision_microprobe_mt5_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run10A_qda_reg016_full58_decision_microprobe_v1,sklearn_qda_discriminant_family,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-74.43,0.96,,-67.29,0.94,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run10C_qda_reg020_full58_decision_microprobe_v1,alpha_runtime_probe,reviewed,inconclusive_qda_run10_decision_microprobe_mt5_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run10C_qda_reg020_full58_decision_microprobe_v1,sklearn_qda_discriminant_family,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-490.31,0.76,,-185.28,0.87,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run10D_qda_reg018_full58_q88_decision_microprobe_v1,alpha_runtime_probe,reviewed,inconclusive_qda_run10_decision_microprobe_mt5_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run10D_qda_reg018_full58_q88_decision_microprobe_v1,sklearn_qda_discriminant_family,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-390.84,0.82,,-238.26,0.85,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run10G_qda_reg015_drop_mega10_resample_decision_microprobe_v1,alpha_runtime_probe,reviewed,inconclusive_qda_run10_decision_microprobe_mt5_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run10G_qda_reg015_drop_mega10_resample_decision_microprobe_v1,sklearn_qda_discriminant_family,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-95.49,0.94,,-39.13,0.96,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run10H_qda_reg018_drop_mega10_decision_microprobe_v1,alpha_runtime_probe,reviewed,inconclusive_qda_run10_decision_microprobe_mt5_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run10H_qda_reg018_drop_mega10_decision_microprobe_v1,sklearn_qda_discriminant_family,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-160.69,0.9,,-117.51,0.9,,validation_and_oos_negative_memory,False,negative_memory
16_model_family_challenge__qda_class_covariance_scout,16,run10K_qda_reg015_drop_mega10_q93_decision_microprobe_v1,alpha_runtime_probe,reviewed,inconclusive_qda_run10_decision_microprobe_mt5_completed,,stages/16_model_family_challenge__qda_class_covariance_scout/02_runs/run10K_qda_reg015_drop_mega10_q93_decision_microprobe_v1,sklearn_qda_discriminant_family,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,-232.04,0.77,,-229.94,0.7,,validation_and_oos_negative_memory,False,negative_memory
19_model_family_challenge__ebm_explainable_boosting_shape,19,run13B_ebm_q90_runtime_handoff_probe_v1,alpha_runtime_probe,reviewed,inconclusive_ebm_q90_runtime_handoff_probe_completed,docs/agent_control/packets/stage19_run13B_ebm_q90_mt5_runtime_v1/aggregate_summary.json,stages/19_model_family_challenge__ebm_explainable_boosting_shape/02_runs/run13B_ebm_q90_runtime_handoff_probe_v1,interpret_ebm_explainable_boosting_classifier_multiclass_main_effect_mql5_score_table,score_table_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,ebm_q90_runtime_handoff_probe_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,10,10,-84.61,0.93,234,-52.24,0.95,191,validation_and_oos_negative_memory,False,negative_memory
19_model_family_challenge__ebm_explainable_boosting_shape,19,run13G_ebm_q90_hold18_probe_v1,alpha_runtime_probe,reviewed,inconclusive_ebm_q90_hold18_runtime_probe_completed,docs/agent_control/packets/stage19_run13G_ebm_hold18_mt5_v1/aggregate_summary.json,stages/19_model_family_challenge__ebm_explainable_boosting_shape/02_runs/run13G_ebm_q90_hold18_probe_v1,interpret_ebm_explainable_boosting_classifier_multiclass_main_effect_mql5_score_table,score_table_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,ebm_q90_hold18_runtime_probe_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,10,10,-51.57,0.96,204,-92.07,0.91,166,validation_and_oos_negative_memory,False,negative_memory
19_model_family_challenge__ebm_explainable_boosting_shape,19,run13K_ebm_q90_hold10_probe_v1,alpha_runtime_probe,reviewed,inconclusive_ebm_q90_hold10_runtime_probe_completed,docs/agent_control/packets/stage19_run13K_ebm_hold10_mt5_v1/aggregate_summary.json,stages/19_model_family_challenge__ebm_explainable_boosting_shape/02_runs/run13K_ebm_q90_hold10_probe_v1,interpret_ebm_explainable_boosting_classifier_multiclass_main_effect_mql5_score_table,score_table_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,ebm_q90_hold10_runtime_probe_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,10,10,-149.25,0.89,255,-46.5,0.95,199,validation_and_oos_negative_memory,False,negative_memory
19_model_family_challenge__ebm_explainable_boosting_shape,19,run13P_ebm_q90_hold3_probe_v1,alpha_runtime_probe,reviewed,inconclusive_ebm_q90_hold3_runtime_probe_completed,docs/agent_control/packets/stage19_run13P_ebm_hold3_mt5_v1/aggregate_summary.json,stages/19_model_family_challenge__ebm_explainable_boosting_shape/02_runs/run13P_ebm_q90_hold3_probe_v1,interpret_ebm_explainable_boosting_classifier_multiclass_main_effect_mql5_score_table,score_table_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,ebm_q90_hold3_runtime_probe_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,10,10,-95.92,0.92,423,-125.87,0.87,327,validation_and_oos_negative_memory,False,negative_memory
19_model_family_challenge__ebm_explainable_boosting_shape,19,run13U_ebm_q90_hold4_mask_atr14_probe_v1,alpha_runtime_probe,reviewed,inconclusive_ebm_q90_hold4_single_feature_mask_atr14_runtime_probe_completed,docs/agent_control/packets/stage19_run13U_ebm_mask_atr14_mt5_v1/aggregate_summary.json,stages/19_model_family_challenge__ebm_explainable_boosting_shape/02_runs/run13U_ebm_q90_hold4_mask_atr14_probe_v1,interpret_ebm_explainable_boosting_classifier_multiclass_main_effect_mql5_score_table,score_table_adapter|permission_filter_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,ebm_q90_hold4_single_feature_mask_atr14_runtime_probe_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,10,10,-117.63,0.87,249,-63.95,0.88,141,validation_and_oos_negative_memory,False,negative_memory
21_model_family_challenge__elasticnet_logistic_linear_sanity,21,run15B_elasticnet_logistic_onnx_runtime_probe_v1,alpha_runtime_probe,reviewed,inconclusive_elasticnet_logistic_onnx_runtime_probe_completed,docs/agent_control/packets/stage21_run15B_elasticnet_logistic_onnx_runtime_probe_v1/aggregate_summary.json,stages/21_model_family_challenge__elasticnet_logistic_linear_sanity/02_runs/run15B_elasticnet_logistic_onnx_runtime_probe_v1,sklearn_logistic_regression_elasticnet_multiclass_onnx_runtime_probe,onnx_model_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,elasticnet_logistic_onnx_runtime_probe_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,True,pass,False,missing,True,10,10,-113.11,0.9,173,-49.77,0.94,130,validation_and_oos_negative_memory,False,negative_memory
24_exit_model__survival_time_to_event_hold_shape,24,run18B_survival_time_to_event_runtime_probe_v1,alpha_runtime_probe,reviewed,inconclusive_survival_permission_runtime_probe_completed,docs/agent_control/packets/stage24_run18B_survival_time_to_event_runtime_probe_v1/aggregate_summary.json,stages/24_exit_model__survival_time_to_event_hold_shape/02_runs/run18B_survival_time_to_event_runtime_probe_v1,lifelines_weibull_aft_survival_permission_table_runtime_probe,score_table_adapter|permission_filter_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,survival_permission_runtime_probe_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,12,12,-157.74,0.9,2195,-98.54,0.88,1100,validation_and_oos_negative_memory,False,negative_memory
25_exit_model__hazard_trade_lifecycle_risk,25,run19B_hazard_trade_lifecycle_runtime_probe_v1,alpha_runtime_probe,reviewed,inconclusive_hazard_permission_runtime_probe_completed,docs/agent_control/packets/stage25_run19B_hazard_trade_lifecycle_runtime_probe_v1/aggregate_summary.json,stages/25_exit_model__hazard_trade_lifecycle_risk/02_runs/run19B_hazard_trade_lifecycle_runtime_probe_v1,sklearn_discrete_time_logistic_hazard_permission_table_runtime_probe,score_table_adapter|permission_filter_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,hazard_permission_runtime_probe_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,12,12,-89.59,0.94,2145,-174.49,0.83,1210,validation_and_oos_negative_memory,False,negative_memory
29_adaptive_model__river_online_drift_learning,29,run23D_river_native_online_runtime_probe_v1,alpha_runtime_probe,reviewed,inconclusive_stage29_native_runtime_probe_completed,docs/agent_control/packets/stage29_run23D_river_native_online_runtime_probe_v1/aggregate_summary.json,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1,river_native_distilled_score_table_runtime_probe,score_table_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,stage29_exploration_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,98,98,-115.71,0.93,919,-202.2,0.83,729,validation_and_oos_negative_memory,False,negative_memory
31_model_family_challenge__tabnet_attentive_tabular_scout,31,run25D_tabnet_native_attentive_runtime_probe_v1,alpha_runtime_probe,reviewed,inconclusive_stage31_native_runtime_probe_completed,docs/agent_control/packets/stage31_run25D_tabnet_native_attentive_runtime_probe_v1/aggregate_summary.json,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1,tabnet_native_distilled_score_table_runtime_probe,score_table_adapter|position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,stage31_exploration_only_not_edge_not_alpha_quality_not_baseline_not_promotion_not_runtime_authority,completed,10,True,True,True,False,missing,True,pass,True,98,98,-498.33,0.6,506,-4.32,1.0,882,validation_and_oos_negative_memory,False,negative_memory
