stage_id,stage_number,run_id,lane,status,judgment,summary_path,run_path,model_family,mechanism_classes,roles,boundary,external_verification_status,mt5_kpi_record_count,has_tier_a,has_tier_b,has_tier_ab,has_onnx,onnx_parity_status,has_score_table,score_table_parity_status,prediction_artifacts_present,artifact_paths_found,artifact_paths_available,validation_net_profit,validation_profit_factor,validation_trades,oos_net_profit,oos_profit_factor,oos_trades,repeatability_label,validation_oos_inversion,evidence_decision
10_alpha_scout__default_split_model_threshold_scan,10,run01K_logreg_a_base_no_fallback_hold18_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01K_logreg_a_base_no_fallback_hold18_v1,,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,266.68,1.25,,133.78,1.17,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01L_logreg_a_base_no_fallback_hold24_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1,,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,454.69,1.52,,100.99,1.14,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,334.73,1.82,,203.97,1.71,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01O_logreg_a_base_no_fallback_hold9_session_late_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01O_logreg_a_base_no_fallback_hold9_session_late_v1,,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,283.84,2.71,,-12.63,0.87,,validation_only_positive_deferred,True,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01P_logreg_a_base_no_fallback_hold9_session_mid_first_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01P_logreg_a_base_no_fallback_hold9_session_mid_first_v1,,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,-146.0,0.79,,115.23,1.37,,oos_only_positive_deferred,True,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01Q_logreg_a_base_no_fallback_hold9_session_mid_second_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01Q_logreg_a_base_no_fallback_hold9_session_mid_second_v1,,position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,331.36,2.38,,136.54,1.8,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01R_logreg_a_base_fallback_bmacro_hold9_session_mid_second_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01R_logreg_a_base_fallback_bmacro_hold9_session_mid_second_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,10,True,True,True,False,missing,False,missing,False,0,0,288.81,2.21,,128.25,1.71,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01S_logreg_a_base_no_fallback_hold9_session_mid_second_first_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01S_logreg_a_base_no_fallback_hold9_session_mid_second_first_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,-17.45,0.95,,200.05,1.58,,oos_only_positive_deferred,True,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01T_logreg_a_base_no_fallback_hold9_session_mid_second_second_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01T_logreg_a_base_no_fallback_hold9_session_mid_second_second_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,262.33,2.37,,277.88,2.67,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01U_logreg_a_base_no_fallback_hold9_session_mid_second_second_first_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01U_logreg_a_base_no_fallback_hold9_session_mid_second_second_first_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,106.72,1.69,,274.65,2.95,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01V_logreg_a_base_no_fallback_hold9_session_mid_second_second_second_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01V_logreg_a_base_no_fallback_hold9_session_mid_second_second_second_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,299.93,2.61,,14.98,1.09,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01W_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_190_210_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01W_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_190_210_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,68.22,1.33,,237.21,2.11,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01X_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_195_215_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01X_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_195_215_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,366.02,3.84,,242.64,2.18,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01Y_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_200_220_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01Y_logreg_a_base_no_fallback_hold9_session_mid_second_overlap_200_220_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,318.48,3.88,,313.14,3.99,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01Z_logreg_a_base_no_fallback_hold6_session_mid_second_overlap_200_220_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01Z_logreg_a_base_no_fallback_hold6_session_mid_second_overlap_200_220_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,264.14,2.99,,109.65,1.66,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01AA_logreg_a_base_no_fallback_hold12_session_mid_second_overlap_200_220_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01AA_logreg_a_base_no_fallback_hold12_session_mid_second_overlap_200_220_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,447.76,4.55,,225.69,2.57,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01AB_logreg_a_strict_margin025_no_fallback_hold9_session_mid_second_overlap_200_220_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01AB_logreg_a_strict_margin025_no_fallback_hold9_session_mid_second_overlap_200_220_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,318.48,3.88,,313.14,3.99,,validation_and_oos_positive_non_tiny,False,deferred
10_alpha_scout__default_split_model_threshold_scan,10,run01AC_logreg_a_strict_prob_no_fallback_hold9_session_mid_second_overlap_200_220_v1,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01AC_logreg_a_strict_prob_no_fallback_hold9_session_mid_second_overlap_200_220_v1,,permission_filter_adapter|position_exit_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Permission / Filter / Abstention|Position Management|Exit / Hold|Runtime / Packaging,,,8,True,True,True,False,missing,False,missing,False,0,0,143.91,2.3,,219.09,5.53,,validation_and_oos_positive_non_tiny,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02C_lgbm_long_only_direction_isolation_v1,alpha_direction_isolation_scout,reviewed,inconclusive_long_only_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02C_lgbm_long_only_direction_isolation_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,-154.01,0.68,,82.69,1.35,,oos_only_positive_deferred,True,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02G_lgbm_long_pullback_salvage_v1,alpha_context_direction_scout,reviewed,inconclusive_long_pullback_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02G_lgbm_long_pullback_salvage_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,-138.39,0.54,,238.68,3.44,,oos_only_positive_deferred,True,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02H_lgbm_bull_trend_long_v1,alpha_context_direction_scout,reviewed,inconclusive_bull_trend_long_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02H_lgbm_bull_trend_long_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,-210.68,0.19,,11.52,1.21,,oos_only_positive_deferred,True,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02J_lgbm_balanced_midband_context_v1,alpha_context_gate_scout,reviewed,inconclusive_balanced_midband_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02J_lgbm_balanced_midband_context_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,70.1,1.29,,-121.32,0.55,,validation_only_positive_deferred,True,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02N_lgbm_squeeze_breakout_probe_v1,alpha_context_momentum_scout,reviewed,inconclusive_squeeze_breakout_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02N_lgbm_squeeze_breakout_probe_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,-125.51,0.62,,107.14,55.11,,oos_only_positive_deferred,True,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02O_lgbm_bull_vortex_long_v1,alpha_context_direction_scout,reviewed,inconclusive_bull_vortex_long_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02O_lgbm_bull_vortex_long_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,-86.88,0.55,,6.04,1.2,,oos_only_positive_deferred,True,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02P_lgbm_bear_vortex_short_v1,alpha_context_direction_scout,reviewed,inconclusive_bear_vortex_short_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02P_lgbm_bear_vortex_short_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging|Negative Memory,,,6,True,True,True,False,missing,False,missing,False,0,0,1.78,1.02,,24.33,1.37,,validation_and_oos_positive_non_tiny,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02R_lgbm_long_pullback_adx_repair_v1,alpha_context_direction_scout,reviewed,inconclusive_long_pullback_adx_repair_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02R_lgbm_long_pullback_adx_repair_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Entry|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,275.78,2.44,,-82.01,0.74,,validation_only_positive_deferred,True,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02S_lgbm_squeeze_density_v1,alpha_context_momentum_scout,reviewed,inconclusive_squeeze_density_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02S_lgbm_squeeze_density_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|regime_context_adapter|runtime_packaging_surface,Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,-2.5,0.99,,32.56,1.69,,oos_only_positive_deferred,True,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02T_label_horizon_priority_probe_v1,alpha_label_horizon_structural_scout,reviewed,horizon_shift_worth_retraining_probe,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02T_label_horizon_priority_probe_v1,,runtime_packaging_surface,Runtime / Packaging,,,0,False,False,True,False,missing,False,missing,False,0,0,,,,,,,insufficient_trading_repeatability_evidence,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02U_wfo_lite_priority_probe_v1,alpha_wfo_lite_structural_scout,reviewed,wfo_lite_density_insufficient_for_full_wfo,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02U_wfo_lite_priority_probe_v1,,deferred_unclassified_surface,Deferred,,,0,False,False,True,False,missing,False,missing,False,0,0,,,,,,,insufficient_trading_repeatability_evidence,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02V_short_specific_priority_probe_v1,alpha_short_specific_structural_scout,reviewed,short_specific_probe_inconclusive,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02V_short_specific_priority_probe_v1,,runtime_packaging_surface,Entry|Runtime / Packaging,,,0,False,False,True,False,missing,False,missing,False,0,0,,,,,,,insufficient_trading_repeatability_evidence,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02X_lgbm_fwd18_rank_threshold_v1,alpha_label_horizon_threshold_scout,payload_only,inconclusive_label_horizon_fwd18_rank_threshold_payload,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02X_lgbm_fwd18_rank_threshold_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,,,2,True,True,True,False,missing,False,missing,False,0,0,,,,,,,insufficient_trading_repeatability_evidence,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02Y_lgbm_fwd18_inverse_rank_threshold_v1,alpha_label_horizon_inverse_threshold_scout,payload_only,inconclusive_label_horizon_fwd18_inverse_rank_threshold_payload,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02Y_lgbm_fwd18_inverse_rank_threshold_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|risk_tail_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Runtime / Packaging,,,2,True,True,True,False,missing,False,missing,False,0,0,,,,,,,insufficient_trading_repeatability_evidence,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02Z_lgbm_fwd18_inverse_rank_context_v1,alpha_label_horizon_inverse_context_scout,reviewed,positive_tiny_sample_label_horizon_fwd18_inverse_rank_context_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02Z_lgbm_fwd18_inverse_rank_context_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|risk_tail_adapter|regime_context_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,386.06,7.25,,352.63,52.03,,validation_and_oos_positive_non_tiny,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02AA_lgbm_fwd18_inverse_rank_context_adx20_routed_v1,alpha_label_horizon_inverse_context_stress,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_stress_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AA_lgbm_fwd18_inverse_rank_context_adx20_routed_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|risk_tail_adapter|regime_context_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,480.75,446.14,,31.62,2.8,,validation_and_oos_positive_non_tiny,False,deferred
11_alpha_robustness__wfo_label_horizon_sensitivity,11,run02AB_lgbm_fwd18_inverse_rank_context_adx30_routed_v1,alpha_label_horizon_inverse_context_stress,reviewed,inconclusive_label_horizon_fwd18_inverse_rank_context_stress_mt5_runtime_probe_completed,,stages/11_alpha_robustness__wfo_label_horizon_sensitivity/02_runs/run02AB_lgbm_fwd18_inverse_rank_context_adx30_routed_v1,lightgbm_lgbmclassifier_multiclass,position_exit_adapter|risk_tail_adapter|regime_context_adapter|entry_decision_surface|runtime_packaging_surface,Entry|Risk / Tail-risk|Position Management|Exit / Hold|Regime / Context|Runtime / Packaging,,,6,True,True,True,False,missing,False,missing,False,0,0,377.02,13.47,,294.95,9.2,,validation_and_oos_positive_non_tiny,False,deferred
