record_view,tier_scope,candidate_id,candidate_alias,candidate_role,test_id,guard_rule_family,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-02,16,246.73,269.01,-22.28,12.074057,15.420625,0.875,19.215,-11.14,1.724865,19.58,2.555102,1,0.125,1,12.601124,constructive_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-03,14,88.61,111.58,-22.97,4.85764,6.329286,0.642857,12.397778,-4.594,2.698689,11.6,2.006643,2,0.357143,2,7.638793,constructive_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-04,30,40.6,256.21,-215.61,1.188303,1.353333,0.466667,18.300714,-13.475625,1.358061,78.51,12.681107,25,0.833333,4,0.517132,mixed_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-05,14,157.7,233.19,-75.49,3.089018,11.264286,0.642857,25.91,-15.098,1.716121,30.26,5.902087,2,0.5,2,5.2115,constructive_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-06,13,-87.23,104.01,-191.24,0.543872,-6.71,0.230769,34.67,-19.124,1.812905,87.23,17.446,13,1.0,4,-1.0,negative_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-07,39,-57.8,244.75,-302.55,0.808957,-1.482051,0.512821,12.2375,-15.923684,0.768509,117.09,23.418,39,1.0,5,-0.493637,negative_deep_drawdown_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-08,44,94.89,348.64,-253.75,1.373951,2.156591,0.613636,12.912593,-14.926471,0.86508,61.45,11.468404,18,0.727273,3,1.544182,mixed_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-09,35,153.37,357.49,-204.12,1.751372,4.382,0.628571,16.249545,-15.701538,1.034901,75.23,13.016472,22,0.714286,4,2.038681,constructive_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-10,30,191.39,394.82,-203.43,1.940815,6.379667,0.566667,23.224706,-15.648462,1.484153,57.69,8.618681,9,0.7,3,3.317559,constructive_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-11,30,253.44,506.77,-253.33,2.000434,8.448,0.6,28.153889,-21.110833,1.333623,104.08,20.174843,15,0.833333,3,2.43505,constructive_slice
mt5_rt_s258_stc_abl_trend_strength_direction_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-12,27,-180.43,225.16,-405.59,0.555142,-6.682593,0.444444,18.763333,-27.039333,0.693927,251.39,50.278,27,1.0,5,-0.717729,negative_deep_drawdown_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-01,21,98.32,128.42,-30.1,4.266445,4.681905,0.666667,9.172857,-4.3,2.133223,21.21,3.933386,4,0.428571,3,4.635549,constructive_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-02,20,217.98,281.03,-63.05,4.457256,10.899,0.65,21.617692,-9.007143,2.400061,18.74,3.618599,3,0.4,1,11.631804,constructive_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-03,17,109.03,145.16,-36.13,4.017714,6.413529,0.705882,12.096667,-7.226,1.674047,13.23,2.206213,2,0.294118,2,8.241119,constructive_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-04,37,245.55,397.28,-151.73,2.618335,6.636486,0.621622,17.273043,-10.837857,1.593769,61.54,9.790477,10,0.594595,4,3.990088,constructive_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-05,14,222.1,298.53,-76.43,3.905927,15.864286,0.785714,27.139091,-25.476667,1.065253,38.69,6.885199,2,0.428571,1,5.740501,constructive_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,18,-132.54,166.62,-299.16,0.556959,-7.363333,0.333333,27.77,-24.93,1.113919,145.6,28.733817,16,0.888889,6,-0.910302,negative_deep_drawdown_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-07,50,57.02,502.07,-445.05,1.12812,1.1404,0.46,21.82913,-16.483333,1.324315,128.54,22.86741,32,0.94,5,0.443597,mixed_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-08,55,60.92,570.32,-509.4,1.119592,1.107636,0.545455,19.010667,-20.376,0.932993,143.04,25.689194,32,0.872727,3,0.425895,mixed_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-09,45,248.68,610.87,-362.19,1.686601,5.526222,0.6,22.624815,-20.121667,1.124401,174.78,28.687731,22,0.688889,6,1.422817,constructive_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-10,36,408.78,685.04,-276.26,2.479693,11.355,0.555556,34.252,-17.26625,1.983754,64.46,7.669,10,0.666667,3,6.341607,constructive_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-11,34,382.62,807.46,-424.84,1.900621,11.253529,0.588235,40.373,-30.345714,1.330435,148.78,28.027005,11,0.764706,3,2.571717,constructive_slice
mt5_ta_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-12,31,-297.93,343.46,-641.39,0.535493,-9.610645,0.387097,28.621667,-33.757368,0.847864,380.56,76.112,31,1.0,5,-0.782873,negative_deep_drawdown_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-01,21,98.32,128.42,-30.1,4.266445,4.681905,0.666667,9.172857,-4.3,2.133223,21.21,3.933386,4,0.428571,3,4.635549,constructive_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-02,20,217.98,281.03,-63.05,4.457256,10.899,0.65,21.617692,-9.007143,2.400061,18.74,3.618599,3,0.4,1,11.631804,constructive_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-03,17,109.03,145.16,-36.13,4.017714,6.413529,0.705882,12.096667,-7.226,1.674047,13.23,2.206213,2,0.294118,2,8.241119,constructive_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-04,37,245.55,397.28,-151.73,2.618335,6.636486,0.621622,17.273043,-10.837857,1.593769,61.54,9.790477,10,0.594595,4,3.990088,constructive_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-05,14,222.1,298.53,-76.43,3.905927,15.864286,0.785714,27.139091,-25.476667,1.065253,38.69,6.885199,2,0.428571,1,5.740501,constructive_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-06,18,-132.54,166.62,-299.16,0.556959,-7.363333,0.333333,27.77,-24.93,1.113919,145.6,28.733817,16,0.888889,6,-0.910302,negative_deep_drawdown_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-07,50,57.02,502.07,-445.05,1.12812,1.1404,0.46,21.82913,-16.483333,1.324315,128.54,22.86741,32,0.94,5,0.443597,mixed_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-08,55,60.92,570.32,-509.4,1.119592,1.107636,0.545455,19.010667,-20.376,0.932993,143.04,25.689194,32,0.872727,3,0.425895,mixed_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-09,45,248.68,610.87,-362.19,1.686601,5.526222,0.6,22.624815,-20.121667,1.124401,174.78,28.687731,22,0.688889,6,1.422817,constructive_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-10,36,408.78,685.04,-276.26,2.479693,11.355,0.555556,34.252,-17.26625,1.983754,64.46,7.669,10,0.666667,3,6.341607,constructive_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-11,34,382.62,807.46,-424.84,1.900621,11.253529,0.588235,40.373,-30.345714,1.330435,148.78,28.027005,11,0.764706,3,2.571717,constructive_slice
mt5_rt_s264_lc_abl_gate_variant_rule_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,control_audit_soft_state_penalty,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-12,31,-297.93,343.46,-641.39,0.535493,-9.610645,0.387097,28.621667,-33.757368,0.847864,380.56,76.112,31,1.0,5,-0.782873,negative_deep_drawdown_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-01,15,65.55,86.88,-21.33,4.073136,4.37,0.666667,8.688,-4.266,2.036568,18.29,3.392188,4,0.4,3,3.583926,constructive_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-02,13,215.48,233.26,-17.78,13.119235,16.575385,0.846154,21.205455,-8.89,2.385315,17.78,2.424788,2,0.153846,2,12.119235,constructive_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-03,14,68.6,100.0,-31.4,3.184713,4.9,0.571429,12.5,-5.233333,2.388535,12.27,2.19861,2,0.428571,2,5.590872,constructive_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-04,29,34.89,215.41,-180.52,1.193275,1.203103,0.517241,14.360667,-12.894286,1.113723,83.57,13.628062,24,0.827586,3,0.417494,mixed_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-05,14,103.84,154.55,-50.71,3.047722,7.417143,0.714286,15.455,-12.6775,1.219089,34.58,6.618689,5,0.428571,2,3.002892,constructive_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-44.49,84.97,-129.46,0.656342,-4.044545,0.272727,28.323333,-16.1825,1.750245,55.04,10.780531,5,0.909091,3,-0.808321,negative_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-07,40,11.11,222.17,-211.06,1.052639,0.27775,0.55,10.098636,-11.725556,0.86125,88.16,17.632,37,0.95,5,0.126021,mixed_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-08,45,167.0,395.26,-228.26,1.731622,3.711111,0.644444,13.629655,-14.26625,0.955378,43.32,7.809091,11,0.666667,3,3.855032,constructive_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-09,35,202.7,392.98,-190.28,2.065272,5.791429,0.628571,17.862727,-14.636923,1.220388,57.17,9.373514,13,0.657143,3,3.545566,constructive_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-10,29,183.05,362.51,-179.46,2.020004,6.312069,0.517241,24.167333,-12.818571,1.885337,69.58,9.969053,9,0.689655,5,2.630785,constructive_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-11,27,227.0,486.72,-259.72,1.874018,8.407407,0.592593,30.42,-23.610909,1.288387,100.52,19.393051,9,0.703704,3,2.258257,constructive_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,month,2024-12,25,-197.01,209.75,-406.76,0.51566,-7.8804,0.4,20.975,-27.117333,0.773491,210.23,42.046,25,1.0,4,-0.937116,negative_deep_drawdown_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-01,15,65.55,86.88,-21.33,4.073136,4.37,0.666667,8.688,-4.266,2.036568,18.29,3.392188,4,0.4,3,3.583926,constructive_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-02,13,215.48,233.26,-17.78,13.119235,16.575385,0.846154,21.205455,-8.89,2.385315,17.78,2.424788,2,0.153846,2,12.119235,constructive_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-03,14,68.6,100.0,-31.4,3.184713,4.9,0.571429,12.5,-5.233333,2.388535,12.27,2.19861,2,0.428571,2,5.590872,constructive_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-04,29,34.89,215.41,-180.52,1.193275,1.203103,0.517241,14.360667,-12.894286,1.113723,83.57,13.628062,24,0.827586,3,0.417494,mixed_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-05,14,103.84,154.55,-50.71,3.047722,7.417143,0.714286,15.455,-12.6775,1.219089,34.58,6.618689,5,0.428571,2,3.002892,constructive_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-06,11,-44.49,84.97,-129.46,0.656342,-4.044545,0.272727,28.323333,-16.1825,1.750245,55.04,10.780531,5,0.909091,3,-0.808321,negative_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-07,40,11.11,222.17,-211.06,1.052639,0.27775,0.55,10.098636,-11.725556,0.86125,88.16,17.632,37,0.95,5,0.126021,mixed_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-08,45,167.0,395.26,-228.26,1.731622,3.711111,0.644444,13.629655,-14.26625,0.955378,43.32,7.809091,11,0.666667,3,3.855032,constructive_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-09,35,202.7,392.98,-190.28,2.065272,5.791429,0.628571,17.862727,-14.636923,1.220388,57.17,9.373514,13,0.657143,3,3.545566,constructive_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-10,29,183.05,362.51,-179.46,2.020004,6.312069,0.517241,24.167333,-12.818571,1.885337,69.58,9.969053,9,0.689655,5,2.630785,constructive_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-11,27,227.0,486.72,-259.72,1.874018,8.407407,0.592593,30.42,-23.610909,1.288387,100.52,19.393051,9,0.703704,3,2.258257,constructive_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_state_guard_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,pressure_or_prune_state_guard_design,noncalendar_state_guard_score_table_extension_not_retrained,routed_total,month,2024-12,25,-197.01,209.75,-406.76,0.51566,-7.8804,0.4,20.975,-27.117333,0.773491,210.23,42.046,25,1.0,4,-0.937116,negative_deep_drawdown_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,weekday,Tuesday,67,424.38,832.98,-408.6,2.03862,6.33403,0.626866,19.832857,-16.344,1.213464,121.19,11.65692,23,0.626866,4,3.501774,constructive_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,weekday,Thursday,68,521.01,808.39,-287.38,2.812965,7.661912,0.632353,18.799767,-11.4952,1.635445,76.53,7.481092,12,0.602941,3,6.807918,constructive_slice
mt5_ta_s264_aia_rep_trend_strength_adx_state_guard_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,constructive_axis_soft_state_guard,noncalendar_state_guard_score_table_extension_not_retrained,tier_only_total,weekday,Friday,72,174.44,630.54,-456.1,1.38246,2.422778,0.555556,15.7635,-14.253125,1.105968,85.29,14.417323,27,0.847222,4,2.045257,mixed_slice
