run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run12N_catboost_q85_intersection_compression_probe_v1,mt5_routed_q85_high_margin_low_vol_mid_validation_is,validation,Tier A+B,routed_total,22,3454.47,48.059,68.3836,-118.7,-375.32,0.333333,trade_attribution_recorded
run12N_catboost_q85_intersection_compression_probe_v1,mt5_routed_q85_high_margin_low_vol_mid_oos,oos,Tier A+B,routed_total,7,7205.86,103.759,70.1231,69.65,30.35,0.5,trade_attribution_recorded
