run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run01A_logreg_threshold_mt5_scout_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,223,28.0897,11.5503,10.9802,239.2,84.93,0.666667,trade_attribution_recorded
run01A_logreg_threshold_mt5_scout_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,9,232,18.597,11.8236,49.48,0,0.666667,trade_attribution_recorded
run01A_logreg_threshold_mt5_scout_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,233,26.7511,11.1355,10.778,270.72,84.93,0.666667,trade_attribution_recorded
run01A_logreg_threshold_mt5_scout_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,195,27.4205,9.58881,9.44095,117.08,12.93,0.571429,trade_attribution_recorded
run01A_logreg_threshold_mt5_scout_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,15,552.8,20.4361,36.0585,-19.15,0,0.5,trade_attribution_recorded
run01A_logreg_threshold_mt5_scout_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,200,25.4,9.36535,9.08457,144.97,29.92,0.571429,trade_attribution_recorded
run01B_logreg_tier_threshold_risk_probe_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,245,18.4735,8.91449,9.99092,-15.36,0,0.777778,trade_attribution_recorded
run01B_logreg_tier_threshold_risk_probe_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,4,297,18.6878,12.776,52.18,0,0.333333,trade_attribution_recorded
run01B_logreg_tier_threshold_risk_probe_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,250,17.88,8.73226,9.87914,-43.43,0,0.777778,trade_attribution_recorded
run01B_logreg_tier_threshold_risk_probe_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,222,13.3378,8.40639,7.82981,229.71,0,0.714286,trade_attribution_recorded
run01B_logreg_tier_threshold_risk_probe_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,5,415.8,17.28,34.108,-19.1,0,0.333333,trade_attribution_recorded
run01B_logreg_tier_threshold_risk_probe_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,225,16.4933,8.4388,7.91585,257.52,0,0.571429,trade_attribution_recorded
run01C_logreg_b_strict_fallback_ablation_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,223,28.0897,11.5503,10.9802,239.2,84.93,0.666667,trade_attribution_recorded
run01C_logreg_b_strict_fallback_ablation_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,3,486.667,25.773,22.679,44.4,0,0.666667,trade_attribution_recorded
run01C_logreg_b_strict_fallback_ablation_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,228,27.0746,11.2719,10.8781,245.08,84.93,0.666667,trade_attribution_recorded
