record_type,feature_index,item_index,value,score_short,score_flat,score_long
intercept,-1,-1,,-0.18548105270278392,-0.14565562946984512,0
cut,0,0,-0.5,,,
cut,0,1,0.5,,,
score,0,0,,0,0,0
score,0,1,,0.20754917734414524,0.027709686011377445,-0.24959666399083716
score,0,2,,0.00090752922856245761,0.0056731539795825976,-0.002527716569963207
score,0,3,,-0.47335618324064838,-0.39761462403988818,0.65576923711774104
score,0,4,,0,0,0
cut,1,0,0.5,,,
cut,1,1,1.5,,,
cut,1,2,2.5,,,
score,1,0,,0,0,0
score,1,1,,-0.16900734475350315,0.16143843608325725,0.036451150699968848
score,1,2,,0.29442187306201245,-0.31539877952344325,-0.024117110362668732
score,1,3,,0.57145825942164197,-0.51077066851948338,-0.15681310804888648
score,1,4,,0.77137479808681708,-0.66288503483591033,-0.26390660361609503
score,1,5,,0,0,0
cut,2,0,0.5,,,
cut,2,1,1.5,,,
score,2,0,,0,0,0
score,2,1,,-0.0029670048370214639,0.00053361831646454643,0.0029758321279370619
score,2,2,,0.2472304212882695,-0.0056289352004088881,-0.25427689624644506
score,2,3,,-0.068783796923714405,-0.1797082716369314,0.10020194216100514
score,2,4,,0,0,0
cut,3,0,12.095870018005371,,,
cut,3,1,13.733035087585449,,,
cut,3,2,14.870629787445068,,,
cut,3,3,15.927413940429688,,,
cut,3,4,16.86882495880127,,,
cut,3,5,17.748754501342773,,,
cut,3,6,18.550086975097656,,,
cut,3,7,19.415984153747559,,,
cut,3,8,20.255419731140137,,,
cut,3,9,21.080310821533203,,,
cut,3,10,21.902093887329102,,,
cut,3,11,22.661046028137207,,,
cut,3,12,23.494884490966797,,,
cut,3,13,24.30982494354248,,,
cut,3,14,25.176734924316406,,,
cut,3,15,26.09676456451416,,,
cut,3,16,27.050048828125,,,
cut,3,17,28.14915657043457,,,
cut,3,18,29.316162109375,,,
cut,3,19,30.537898063659668,,,
cut,3,20,31.772321701049805,,,
cut,3,21,33.199947357177734,,,
cut,3,22,34.764858245849609,,,
cut,3,23,36.434902191162109,,,
cut,3,24,38.429468154907227,,,
cut,3,25,40.946100234985352,,,
cut,3,26,43.873319625854492,,,
cut,3,27,47.39445686340332,,,
cut,3,28,53.310613632202148,,,
score,3,0,,0,0,0
score,3,1,,-0.007920381669707658,-0.0058937893407169546,0.010662625413726212
score,3,2,,0.0033571514991697091,-0.0020342611954164,-0.0034704997244274114
score,3,3,,0.0072077444299603098,-0.0058712673367342849,-0.0029218040181742374
score,3,4,,0.0072077444299603098,-0.0058712673367342849,-0.0029218040181742374
score,3,5,,0.017447307167636379,-0.0090912423003749916,-0.0088232967117422428
score,3,6,,0.017447307167636379,-0.0090912423003749916,-0.0088232967117422428
score,3,7,,0.018980878225823242,-0.0092733639498817598,-0.010022909568590166
score,3,8,,0.022414159749665902,-0.012161918791834533,-0.010285895016258569
score,3,9,,0.024154754327532862,-0.011380296067434566,-0.012624858821508425
score,3,10,,0.025355649286684517,-0.013699986281551356,-0.011462161561204059
