time_open_unix,time_close_unix,contract_symbol,broker_symbol,timeframe,price_basis,open,high,low,close,tick_volume,spread_points,real_volume,time_basis,timezone_status
1776184200,1776184500,AMD,AMD.xnas,M5,Bid,250.69,251.72,246.98,247.21,526,8,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184500,1776184800,AMD,AMD.xnas,M5,Bid,247.17,247.68,245.85,246.05,638,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184800,1776185100,AMD,AMD.xnas,M5,Bid,246.03,247.9,245.57,247.9,697,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185100,1776185400,AMD,AMD.xnas,M5,Bid,247.84,248.5,246.74,248.24,678,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185400,1776185700,AMD,AMD.xnas,M5,Bid,248.28,249.64,247.59,249.17,632,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185700,1776186000,AMD,AMD.xnas,M5,Bid,249.12,249.32,247.73,247.85,571,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186000,1776186300,AMD,AMD.xnas,M5,Bid,247.83,247.87,246.62,246.77,569,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186300,1776186600,AMD,AMD.xnas,M5,Bid,246.77,248.21,246.68,247.92,531,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186600,1776186900,AMD,AMD.xnas,M5,Bid,247.94,248.61,247.76,248.51,451,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186900,1776187200,AMD,AMD.xnas,M5,Bid,248.6,248.97,248.47,248.57,457,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187200,1776187500,AMD,AMD.xnas,M5,Bid,248.57,248.95,248.29,248.85,494,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187500,1776187800,AMD,AMD.xnas,M5,Bid,248.85,249.1,248.53,248.89,454,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187800,1776188100,AMD,AMD.xnas,M5,Bid,248.9,249.01,248.5,248.81,374,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188100,1776188400,AMD,AMD.xnas,M5,Bid,248.81,249.46,248.66,248.94,443,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188400,1776188700,AMD,AMD.xnas,M5,Bid,248.96,249.16,248.75,248.79,404,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188700,1776189000,AMD,AMD.xnas,M5,Bid,248.77,249.32,248.76,249.19,421,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189000,1776189300,AMD,AMD.xnas,M5,Bid,249.17,249.87,249.05,249.59,398,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189300,1776189600,AMD,AMD.xnas,M5,Bid,249.57,249.69,249.32,249.44,370,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189600,1776189900,AMD,AMD.xnas,M5,Bid,249.44,249.44,248.5,248.5,427,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776189900,1776190200,AMD,AMD.xnas,M5,Bid,248.5,248.62,248.06,248.53,475,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190200,1776190500,AMD,AMD.xnas,M5,Bid,248.53,249.51,248.48,249.32,392,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190500,1776190800,AMD,AMD.xnas,M5,Bid,249.33,250.12,249.22,250.07,371,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776190800,1776191100,AMD,AMD.xnas,M5,Bid,250.04,251.11,249.98,251.1,513,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191100,1776191400,AMD,AMD.xnas,M5,Bid,251.12,251.42,250.96,251.03,386,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191400,1776191700,AMD,AMD.xnas,M5,Bid,251.03,251.78,250.97,251.54,459,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776191700,1776192000,AMD,AMD.xnas,M5,Bid,251.55,251.84,251.36,251.41,478,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192000,1776192300,AMD,AMD.xnas,M5,Bid,251.47,251.83,251.15,251.68,462,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192300,1776192600,AMD,AMD.xnas,M5,Bid,251.71,252.26,251.68,252.03,518,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192600,1776192900,AMD,AMD.xnas,M5,Bid,252.03,252.19,251.66,252.18,382,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776192900,1776193200,AMD,AMD.xnas,M5,Bid,252.19,252.3,251.56,251.77,419,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193200,1776193500,AMD,AMD.xnas,M5,Bid,251.8,252.22,251.72,252.15,344,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193500,1776193800,AMD,AMD.xnas,M5,Bid,252.17,252.39,251.79,252.32,369,7,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776193800,1776194100,AMD,AMD.xnas,M5,Bid,252.32,252.51,252.15,252.51,293,6,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776194100,1776194400,AMD,AMD.xnas,M5,Bid,252.5,252.85,252.49,252.66,338,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
