run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run02AL_lgbm_fwd18_direct_tier_balance_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,16,827.688,45.9076,50.9943,-37.87,-79.33,0.285714,trade_attribution_recorded
run02AL_lgbm_fwd18_direct_tier_balance_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,7,3702.43,65.0974,35.4263,175.19,37.52,0.8,trade_attribution_recorded
run02AL_lgbm_fwd18_direct_tier_balance_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,27,906.185,39.114,38.9749,57.61,-100.16,0.333333,trade_attribution_recorded
run02AL_lgbm_fwd18_direct_tier_balance_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,10,1094.4,42.5424,43.2332,-61.5,-2.1,0.2,trade_attribution_recorded
run02AL_lgbm_fwd18_direct_tier_balance_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,7,5315,71.6981,55.3537,48.61,-58.52,0.4,trade_attribution_recorded
run02AL_lgbm_fwd18_direct_tier_balance_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,19,955.368,36.8724,32.6888,76.72,-13.1,0.285714,trade_attribution_recorded
run02AM_lgbm_fwd18_inverse_tier_balance_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,16,827.688,50.8743,46.0276,70.88,31.76,0.428571,trade_attribution_recorded
run02AM_lgbm_fwd18_inverse_tier_balance_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,7,3702.43,35.3063,65.2174,-45.47,-189.88,0.2,trade_attribution_recorded
run02AM_lgbm_fwd18_inverse_tier_balance_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,27,906.185,38.8549,39.234,86.31,-70.05,0.444444,trade_attribution_recorded
run02AM_lgbm_fwd18_inverse_tier_balance_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,10,1094.4,43.1432,42.6324,-8.2,60.92,0.8,trade_attribution_recorded
run02AM_lgbm_fwd18_inverse_tier_balance_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,7,5315,55.2766,71.7753,41.35,-62.54,0.6,trade_attribution_recorded
run02AM_lgbm_fwd18_inverse_tier_balance_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,19,955.368,32.6036,36.9576,0.41,-82,0.714286,trade_attribution_recorded
