run_id,pair_id,membership_status,open_time,open_type,close_time_left,close_time_right,source_bucket_left,source_bucket_right,net_profit_left,net_profit_right,net_profit_diff_left_minus_right,gross_profit_diff_left_minus_right,swap_diff_left_minus_right,open_price_diff_left_minus_right,close_price_diff_left_minus_right,claim_boundary
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-01-13T21:55:00,buy,2025-01-14T16:55:00,2025-01-14T16:55:00,long_threshold,long_threshold,12.51,12.72,-0.21,0.0,-0.21,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-01-16T21:40:00,buy,2025-01-17T16:45:00,2025-01-17T16:45:00,long_threshold,long_threshold,15.94,16.15,-0.21,0.0,-0.21,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-01-17T21:25:00,buy,2025-01-21T16:55:00,2025-01-21T16:55:00,long_threshold,long_threshold,-4.78,-3.94,-0.84,0.0,-0.84,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-01-29T21:50:00,buy,2025-01-30T16:50:00,2025-01-30T16:50:00,long_threshold,long_threshold,19.47,19.68,-0.21,0.0,-0.21,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-01-31T21:45:00,sell,2025-02-03T16:45:00,2025-02-03T16:45:00,native_short_threshold,native_short_threshold,34.75,34.11,0.64,0.0,0.64,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-02-03T22:05:00,buy,2025-02-04T17:05:00,2025-02-04T17:05:00,long_threshold,long_threshold,10.21,10.42,-0.21,0.0,-0.21,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-02-04T22:05:00,buy,2025-02-05T17:05:00,2025-02-05T17:05:00,long_threshold,long_threshold,-11.39,-11.18,-0.21,0.0,-0.21,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-02-21T21:35:00,sell,2025-02-24T16:40:00,2025-02-24T16:40:00,native_short_threshold,native_short_threshold,-1.67,-2.31,0.64,0.0,0.64,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-02-26T22:00:00,buy,2025-02-27T17:00:00,2025-02-27T17:00:00,long_threshold,long_threshold,-8.42,-8.21,-0.21,0.0,-0.21,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CB_review_bx03_guard_stack_runtime_probe_without_db_v1,ca01_vs_bx3_reproducibility_control,common_value_diff,2025-02-27T21:40:00,sell,2025-02-28T16:40:00,2025-02-28T16:40:00,native_short_threshold,native_short_threshold,25.73,25.52,0.21,0.0,0.21,0.0,0.0,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
