profile_id,source_candidate_id,source_lane,source_rule_definition,source_shock_feature,source_context_feature,max_hold_bars,atr_stop_multiplier,atr_take_profit_multiplier,cooldown_bars,source_validation_pf,source_oos_pf,source_validation_dd,source_oos_dd,train_trade_count,train_trades_per_day,train_net_profit,train_profit_factor,train_expectancy,train_win_rate,train_dd_risk_percent,train_underwater_ratio,train_max_loss_streak,train_equity_trend_r2,validation_trade_count,validation_trades_per_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_win_rate,validation_dd_risk_percent,validation_underwater_ratio,validation_max_loss_streak,validation_equity_trend_r2,oos_trade_count,oos_trades_per_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_win_rate,oos_dd_risk_percent,oos_underwater_ratio,oos_max_loss_streak,oos_equity_trend_r2,scout_clue_flag,seed_surface_flag,handoff_candidate_flag,repair_score
f22b_0401__hold4_atr0p8_tp1p6_cd1,f22b_0401,shock_continuation,close_prev_close_ratio >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],close_prev_close_ratio,mega8_pos_breadth_1,4,0.8,1.6,1,1.151213897860707,1.0606018252585427,29.689681373170817,20.305136727477603,3547,6.26678445229682,0.11094876658949715,1.0432453823336605,3.127960715802006e-05,0.4268395827459825,6.146056244994613,0.9656047363969552,14,0.789397168734284,1066,5.9222222222222225,-0.027575849562648178,0.9696571563558185,-2.5868526794229058e-05,0.4146341463414634,9.009068124587527,0.99812382739212,14,0.017946250973023787,751,5.821705426356589,-0.03219748939223564,0.942491542401263,-4.2872822093522826e-05,0.4207723035952064,4.60206513722089,0.9946737683089214,12,0.268769134911882,False,False,False,3.0389275905604345
f22b_0349__hold2_atr0p8_tp1p6_cd0,f22b_0349,shock_continuation,close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],close_prev_close_ratio,vix_zscore_20,2,0.8,1.6,0,1.1940173735020487,1.173434775253744,26.00306213761563,16.33520912768722,2506,4.666666666666667,0.12035229175200376,1.0861880650007365,4.802565512849312e-05,0.4736632083000798,3.5387377187038105,0.9489225857940942,10,0.8692443341265444,810,4.655172413793103,-0.054559240598303554,0.8998473869993068,-6.735708715839945e-05,0.4580246913580247,8.125348380282594,1.0,8,0.47747183037872176,598,4.746031746031746,0.028185221269850635,1.091846178918018,4.7132477039884003e-05,0.49665551839464883,3.1711414310026442,0.919732441471572,10,0.3889018980063204,False,False,False,2.7271179888446313
f22b_0291__hold2_atr0p8_tp1p6_cd0,f22b_0291,shock_continuation,log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],log_return_1,vix_zscore_20,2,0.8,1.6,0,1.1942717498520603,1.173434775253744,26.00306213761563,16.33520912768722,2506,4.666666666666667,0.12035229175200376,1.0861880650007365,4.802565512849312e-05,0.4736632083000798,3.5387377187038105,0.9489225857940942,10,0.8692443341265444,809,4.649425287356322,-0.054688712440603165,0.8996097197742112,-6.760038620593716e-05,0.4573547589616811,8.125348380282594,1.0,8,0.47924262617943114,598,4.746031746031746,0.028185221269850635,1.091846178918018,4.7132477039884003e-05,0.49665551839464883,3.1711414310026442,0.919732441471572,10,0.3889018980063204,False,False,False,2.7230317807648174
f22b_0379__hold8_atr1p2_tp2p4_cd3,f22b_0379,shock_continuation,close_prev_close_ratio >= q70 & ema20_ema50_diff >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,8,1.2,2.4,3,1.455651805685552,1.169103538976637,17.957116428485854,15.559235648566972,956,2.828402366863905,0.15050505634057265,1.1663286182389216,0.00015743206730185424,0.4476987447698745,7.777230689837378,0.8891213389121339,12,0.6827739763276801,342,2.80327868852459,0.030880435842481128,1.0896993723563264,9.029367205403838e-05,0.4473684210526316,3.7657283396550167,0.935672514619883,11,0.6967372284090136,267,3.2962962962962963,0.016263918293799577,1.0722395224765722,6.09135516621707e-05,0.4344569288389513,2.8533277305167304,0.9400749063670412,10,0.37886604734165485,False,False,False,2.4930557733146954
f22b_0321__hold8_atr1p2_tp2p4_cd3,f22b_0321,shock_continuation,log_return_1 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],log_return_1,ema20_ema50_diff,8,1.2,2.4,3,1.455651805685552,1.1665546538830305,17.957116428485854,15.559235648566972,956,2.828402366863905,0.15050505634057265,1.1663286182389216,0.00015743206730185424,0.4476987447698745,7.777230689837378,0.8891213389121339,12,0.6827739763276801,342,2.80327868852459,0.030880435842481128,1.0896993723563264,9.029367205403838e-05,0.4473684210526316,3.7657283396550167,0.935672514619883,11,0.6967372284090136,267,3.2962962962962963,0.016263918293799577,1.0722395224765722,6.09135516621707e-05,0.4344569288389513,2.8533277305167304,0.9400749063670412,10,0.37886604734165485,False,False,False,2.4930557733146954
f22b_0233__hold4_atr0p8_tp1p6_cd1,f22b_0233,shock_continuation,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],return_1_over_atr_14,vix_zscore_20,4,0.8,1.6,1,1.118162454243086,1.122538160782782,21.170751052115488,13.734363888652334,2048,3.7716390423572745,0.09477168974413305,1.0698190698698942,4.627523913287747e-05,0.4267578125,5.182694193094573,0.95849609375,12,0.820120342823085,693,3.9152542372881354,-0.030747979085703824,0.940068167657638,-4.4369378190048805e-05,0.417027417027417,5.693600941280552,1.0,12,0.0015683537232495097,511,3.9921875,-0.014097486780634069,0.956912671356658,-2.758803675270855e-05,0.4324853228962818,4.612855099937674,0.9530332681017613,11,0.06776274394700978,False,False,False,2.388672659747054
f22b_0343__hold6_atr1p0_tp2p0_cd2,f22b_0343,shock_continuation,log_return_1 >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],log_return_1,mega8_pos_breadth_1,6,1.0,2.0,2,1.151213897860707,1.0606018252585427,29.689681373170817,20.305136727477603,2900,5.123674911660777,0.19191303190688005,1.0756031378237336,6.617690755409657e-05,0.4337931034482759,7.0371512915573415,0.9455172413793104,18,0.9230578630381583,880,4.888888888888889,-0.025917855323601406,0.9708686004666598,-2.9452108322274326e-05,0.4159090909090909,11.264907106875476,0.9863636363636363,12,0.22271809015583113,626,4.852713178294573,-0.022750654926708774,0.9593736981929654,-3.634289924394373e-05,0.42971246006389774,5.290250152036846,0.9824281150159745,10,0.5728117099483772,False,False,False,2.331378620335457
f22b_0401__hold6_atr1p0_tp2p0_cd2,f22b_0401,shock_continuation,close_prev_close_ratio >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],close_prev_close_ratio,mega8_pos_breadth_1,6,1.0,2.0,2,1.151213897860707,1.0606018252585427,29.689681373170817,20.305136727477603,2900,5.123674911660777,0.19191303190688005,1.0756031378237336,6.617690755409657e-05,0.4337931034482759,7.0371512915573415,0.9455172413793104,18,0.9230578630381583,880,4.888888888888889,-0.025917855323601406,0.9708686004666598,-2.9452108322274326e-05,0.4159090909090909,11.264907106875476,0.9863636363636363,12,0.22271809015583113,626,4.852713178294573,-0.022750654926708774,0.9593736981929654,-3.634289924394373e-05,0.42971246006389774,5.290250152036846,0.9824281150159745,10,0.5728117099483772,False,False,False,2.331378620335457
f22b_0263__hold8_atr1p2_tp2p4_cd3,f22b_0263,shock_continuation,return_1_over_atr_14 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],return_1_over_atr_14,ema20_ema50_diff,8,1.2,2.4,3,1.2559954551479,1.1642564401894258,20.35365928161236,14.409321463091718,1001,2.893063583815029,0.15873160806272035,1.1727859723233598,0.00015857303502769265,0.44955044955044954,7.14968505526361,0.8901098901098901,10,0.6638852531706012,381,3.0,0.0031400809444690307,1.0085306645708403,8.241682268947587e-06,0.45144356955380577,3.5572193391682383,0.9763779527559056,12,0.06554195072259883,293,3.488095238095238,-0.0011085050819964852,0.9955032839279122,-3.7832937952098472e-06,0.42662116040955633,3.862951359207545,0.9761092150170648,10,0.02295419191577662,False,False,False,2.2785067146929316
f22b_0263__hold6_atr1p0_tp2p0_cd2,f22b_0263,shock_continuation,return_1_over_atr_14 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],return_1_over_atr_14,ema20_ema50_diff,6,1.0,2.0,2,1.2559954551479,1.1642564401894258,20.35365928161236,14.409321463091718,1173,3.3901734104046244,0.1836054675647054,1.1988804503956523,0.00015652640031091678,0.45865302642796246,5.141640799087677,0.8883205456095482,9,0.6437126664566521,455,3.5826771653543306,-0.018565435183823496,0.9518235642387001,-4.080315425016153e-05,0.421978021978022,5.702266131385092,0.9802197802197802,10,0.24981362355524336,358,4.261904761904762,-0.014544966269069936,0.9461517009831454,-4.0628397399636694e-05,0.42178770949720673,3.2058244095714783,0.9720670391061452,9,0.30826208761622825,False,False,False,2.187143523940515
f22b_0349__hold4_atr0p8_tp1p6_cd1,f22b_0349,shock_continuation,close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],close_prev_close_ratio,vix_zscore_20,4,0.8,1.6,1,1.1940173735020487,1.173434775253744,26.00306213761563,16.33520912768722,1980,3.7009345794392523,0.09019372288852025,1.0660416592418998,4.555238529723245e-05,0.4257575757575758,5.990176780029399,0.9626262626262626,12,0.6930163586533261,638,3.6666666666666665,-0.04780008658874881,0.9073475094940082,-7.492176581308592e-05,0.40282131661442006,6.264950918022361,1.0,13,0.3446227131978682,479,3.8015873015873014,-0.004610506111671965,0.9854829357288891,-9.62527371956569e-06,0.4405010438413361,5.012064702728414,0.941544885177453,7,0.07439438410703579,False,False,False,2.1540556895779384
f22b_0291__hold4_atr0p8_tp1p6_cd1,f22b_0291,shock_continuation,log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],log_return_1,vix_zscore_20,4,0.8,1.6,1,1.1942717498520603,1.173434775253744,26.00306213761563,16.33520912768722,1980,3.7009345794392523,0.09019372288852025,1.0660416592418998,4.555238529723245e-05,0.4257575757575758,5.990176780029399,0.9626262626262626,12,0.6930163586533261,637,3.660919540229885,-0.047929558431048416,0.9070965499352386,-7.524263489960505e-05,0.40188383045525905,6.264950918022361,1.0,13,0.3471550221238725,479,3.8015873015873014,-0.004610506111671965,0.9854829357288891,-9.62527371956569e-06,0.4405010438413361,5.012064702728414,0.941544885177453,7,0.07439438410703579,False,False,False,2.1500845790626966
f22b_0379__hold6_atr1p0_tp2p0_cd2,f22b_0379,shock_continuation,close_prev_close_ratio >= q70 & ema20_ema50_diff >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,6,1.0,2.0,2,1.455651805685552,1.169103538976637,17.957116428485854,15.559235648566972,1116,3.2920353982300883,0.18038372722954468,1.1985311525915014,0.00016163416418417983,0.4596774193548387,6.11064893896156,0.8781362007168458,11,0.708394961895183,412,3.3495934959349594,-0.006161356786314848,0.9840646039354749,-1.4954749481346718e-05,0.4077669902912621,5.5065824517210205,0.9830097087378641,9,3.5743287858951605e-06,331,4.08641975308642,-0.023297660062897487,0.9138759737954891,-7.038567994833078e-05,0.4199395770392749,4.443835475552116,0.9818731117824774,10,0.443359801601678,False,False,False,2.0648230878083385
f22b_0321__hold6_atr1p0_tp2p0_cd2,f22b_0321,shock_continuation,log_return_1 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],log_return_1,ema20_ema50_diff,6,1.0,2.0,2,1.455651805685552,1.1665546538830305,17.957116428485854,15.559235648566972,1116,3.2920353982300883,0.18038372722954468,1.1985311525915014,0.00016163416418417983,0.4596774193548387,6.11064893896156,0.8781362007168458,11,0.708394961895183,412,3.3495934959349594,-0.006161356786314848,0.9840646039354749,-1.4954749481346718e-05,0.4077669902912621,5.5065824517210205,0.9830097087378641,9,3.5743287858951605e-06,331,4.08641975308642,-0.023297660062897487,0.9138759737954891,-7.038567994833078e-05,0.4199395770392749,4.443835475552116,0.9818731117824774,10,0.443359801601678,False,False,False,2.0648230878083385
f22b_0343__hold8_atr1p2_tp2p4_cd3,f22b_0343,shock_continuation,log_return_1 >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],log_return_1,mega8_pos_breadth_1,8,1.2,2.4,3,1.151213897860707,1.0606018252585427,29.689681373170817,20.305136727477603,2440,4.310954063604241,0.15075084221681762,1.060255163154011,6.17831320560728e-05,0.43524590163934423,9.496900681932807,0.9520491803278689,12,0.6247661316980336,736,4.088888888888889,-0.01603336316130441,0.9818408972586122,-2.1784460816989687e-05,0.44565217391304346,16.06031583777896,0.96875,11,0.08413525055263829,512,3.9689922480620154,-0.013255263229193234,0.9742808278379286,-2.5889185994518034e-05,0.447265625,7.0222039461326435,0.962890625,10,0.6398236840948294,False,False,False,1.6236567273083142
f22b_0401__hold8_atr1p2_tp2p4_cd3,f22b_0401,shock_continuation,close_prev_close_ratio >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],close_prev_close_ratio,mega8_pos_breadth_1,8,1.2,2.4,3,1.151213897860707,1.0606018252585427,29.689681373170817,20.305136727477603,2440,4.310954063604241,0.15075084221681762,1.060255163154011,6.17831320560728e-05,0.43524590163934423,9.496900681932807,0.9520491803278689,12,0.6247661316980336,736,4.088888888888889,-0.01603336316130441,0.9818408972586122,-2.1784460816989687e-05,0.44565217391304346,16.06031583777896,0.96875,11,0.08413525055263829,512,3.9689922480620154,-0.013255263229193234,0.9742808278379286,-2.5889185994518034e-05,0.447265625,7.0222039461326435,0.962890625,10,0.6398236840948294,False,False,False,1.6236567273083142
f22b_0233__hold6_atr1p0_tp2p0_cd2,f22b_0233,shock_continuation,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],return_1_over_atr_14,vix_zscore_20,6,1.0,2.0,2,1.118162454243086,1.122538160782782,21.170751052115488,13.734363888652334,1734,3.1875,0.10050201296479833,1.071184454619025,5.7959638388003645e-05,0.4371395617070358,3.9000648232904056,0.9440599769319492,14,0.8183014200730073,567,3.2033898305084745,-0.022699470322308783,0.9543977487214617,-4.003433919278445e-05,0.4144620811287478,3.8279455427694065,0.9929453262786596,9,8.073120492109936e-05,430,3.359375,-0.05877742177368219,0.8417648813148811,-0.00013669167854344694,0.3883720930232558,7.631669969937905,0.9697674418604652,9,0.7835460213002111,False,False,False,1.5730915681596906
f22b_0233__hold8_atr1p2_tp2p4_cd3,f22b_0233,shock_continuation,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],return_1_over_atr_14,vix_zscore_20,8,1.2,2.4,3,1.118162454243086,1.122538160782782,21.170751052115488,13.734363888652334,1509,2.7738970588235294,0.07294136695725419,1.0503448407851734,4.8337552655569374e-05,0.43737574552683894,5.939461416529557,0.9628893306825712,11,0.7112709461526708,487,2.751412429378531,0.013773599588686854,1.0276239202541162,2.8282545356646518e-05,0.44353182751540043,6.342211009385512,0.9548254620123203,9,0.023910284295757846,373,2.9140625,-0.04830766559931634,0.8686263218807324,-0.00012951116782658535,0.42359249329758714,8.607873727538262,0.9571045576407506,9,0.8013671255251177,False,False,False,1.4301149504547905
f22b_0349__hold6_atr1p0_tp2p0_cd2,f22b_0349,shock_continuation,close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],close_prev_close_ratio,vix_zscore_20,6,1.0,2.0,2,1.1940173735020487,1.173434775253744,26.00306213761563,16.33520912768722,1675,3.125,0.11474170453724353,1.0817253146958767,6.850251017148868e-05,0.43223880597014924,4.589770216911271,0.9504477611940298,13,0.7682805802068469,519,2.9827586206896552,-0.045818926122281736,0.9097807656172294,-8.828309464794169e-05,0.4026974951830443,6.127868709279893,0.9865125240847784,10,0.49016574677634944,407,3.2301587301587302,-0.05188401283494615,0.8573804414415239,-0.0001274791470146097,0.40540540540540543,8.170933404801284,0.9705159705159705,11,0.7462550034671891,False,False,False,1.3841516764533013
f22b_0291__hold6_atr1p0_tp2p0_cd2,f22b_0291,shock_continuation,log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],log_return_1,vix_zscore_20,6,1.0,2.0,2,1.1942717498520603,1.173434775253744,26.00306213761563,16.33520912768722,1675,3.125,0.11474170453724353,1.0817253146958767,6.850251017148868e-05,0.43223880597014924,4.589770216911271,0.9504477611940298,13,0.7682805802068469,519,2.9827586206896552,-0.047053460415709195,0.9075088826064731,-9.066177344067283e-05,0.4007707129094412,6.127868709279893,0.9865125240847784,12,0.5020234949363158,407,3.2301587301587302,-0.05188401283494615,0.8573804414415239,-0.0001274791470146097,0.40540540540540543,8.170933404801284,0.9705159705159705,11,0.7462550034671891,False,False,False,1.3806952056233088
f22b_0349__hold8_atr1p2_tp2p4_cd3,f22b_0349,shock_continuation,close_prev_close_ratio >= q70 & vix_zscore_20 <= q30 [shock_continuation],close_prev_close_ratio,vix_zscore_20,8,1.2,2.4,3,1.1940173735020487,1.173434775253744,26.00306213761563,16.33520912768722,1450,2.720450281425891,0.12031266743407075,1.085243424726607,8.297425340280741e-05,0.4406896551724138,5.465967813973471,0.9544827586206897,11,0.6887721448065843,451,2.5919540229885056,-0.01066524050131179,0.9789672961005224,-2.3647983373196873e-05,0.41685144124168516,7.479656597670803,0.9490022172949002,12,0.230124802020424,350,2.7777777777777777,-0.03307446493825408,0.9065626233773992,-9.449847125215453e-05,0.4257142857142857,8.071706696534342,0.9542857142857143,10,0.7142100640758463,False,False,False,1.3752771613427714
f22b_0291__hold8_atr1p2_tp2p4_cd3,f22b_0291,shock_continuation,log_return_1 >= q70 & vix_zscore_20 <= q30 [shock_continuation],log_return_1,vix_zscore_20,8,1.2,2.4,3,1.1942717498520603,1.173434775253744,26.00306213761563,16.33520912768722,1450,2.720450281425891,0.12031266743407075,1.085243424726607,8.297425340280741e-05,0.4406896551724138,5.465967813973471,0.9544827586206897,11,0.6887721448065843,451,2.5919540229885056,-0.01066524050131179,0.9789672961005224,-2.3647983373196873e-05,0.41685144124168516,7.479656597670803,0.9490022172949002,12,0.230124802020424,350,2.7777777777777777,-0.03307446493825408,0.9065626233773992,-9.449847125215453e-05,0.4257142857142857,8.071706696534342,0.9542857142857143,10,0.7142100640758463,False,False,False,1.3752771613427714
