profile_id,source_candidate_id,source_lane,source_rule_definition,source_shock_feature,source_context_feature,max_hold_bars,atr_stop_multiplier,atr_take_profit_multiplier,cooldown_bars,source_validation_pf,source_oos_pf,source_validation_dd,source_oos_dd,train_trade_count,train_trades_per_day,train_net_profit,train_profit_factor,train_expectancy,train_win_rate,train_dd_risk_percent,train_underwater_ratio,train_max_loss_streak,train_equity_trend_r2,validation_trade_count,validation_trades_per_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_win_rate,validation_dd_risk_percent,validation_underwater_ratio,validation_max_loss_streak,validation_equity_trend_r2,oos_trade_count,oos_trades_per_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_win_rate,oos_dd_risk_percent,oos_underwater_ratio,oos_max_loss_streak,oos_equity_trend_r2,scout_clue_flag,seed_surface_flag,handoff_candidate_flag,repair_score
f22b_0263__hold2_atr0p8_tp1p6_cd0,f22b_0263,shock_continuation,return_1_over_atr_14 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],return_1_over_atr_14,ema20_ema50_diff,2,0.8,1.6,0,1.2559954551479,1.1642564401894258,20.35365928161236,14.409321463091718,1864,5.38728323699422,0.08980085456623638,1.0904482012815326,4.817642412351737e-05,0.48819742489270385,6.91471544073382,0.9163090128755365,16,0.5477178833543268,724,5.700787401574803,0.02287475396707444,1.0557901966673586,3.1594964042920494e-05,0.46408839779005523,3.641711408480397,0.988950276243094,7,0.6299156593056051,595,7.083333333333333,0.026800667150126807,1.105251295774317,4.504313806744001e-05,0.5058823529411764,2.518220471155941,0.9260504201680673,10,0.7357079029388168,True,False,False,5.103527747191842
f22b_0321__hold2_atr0p8_tp1p6_cd0,f22b_0321,shock_continuation,log_return_1 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],log_return_1,ema20_ema50_diff,2,0.8,1.6,0,1.455651805685552,1.1665546538830305,17.957116428485854,15.559235648566972,1797,5.285294117647059,0.0990509112216443,1.099271661688652,5.512015093024168e-05,0.4813578185865331,7.774340465011409,0.9159710628825821,15,0.46511284521543433,665,5.40650406504065,-0.024488431260390103,0.9485943454574025,-3.682470866224076e-05,0.4631578947368421,4.49436760844939,0.98796992481203,10,0.24676487698880212,535,6.604938271604938,0.03661099052329838,1.1465441985404987,6.84317579874736e-05,0.514018691588785,1.5670179047190036,0.9233644859813084,9,0.8925470455161578,False,False,False,4.2779277270850224
f22b_0379__hold2_atr0p8_tp1p6_cd0,f22b_0379,shock_continuation,close_prev_close_ratio >= q70 & ema20_ema50_diff >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,2,0.8,1.6,0,1.455651805685552,1.169103538976637,17.957116428485854,15.559235648566972,1797,5.285294117647059,0.0990509112216443,1.099271661688652,5.512015093024168e-05,0.4813578185865331,7.774340465011409,0.9159710628825821,15,0.46511284521543433,665,5.40650406504065,-0.024488431260390103,0.9485943454574025,-3.682470866224076e-05,0.4631578947368421,4.49436760844939,0.98796992481203,10,0.24676487698880212,536,6.617283950617284,0.03584513966309872,1.1430402084984717,6.687526056548268e-05,0.5130597014925373,1.5670179047190036,0.9235074626865671,9,0.8889811337273749,False,False,False,4.264853816654619
f22b_0343__hold2_atr0p8_tp1p6_cd0,f22b_0343,shock_continuation,log_return_1 >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],log_return_1,mega8_pos_breadth_1,2,0.8,1.6,0,1.151213897860707,1.0606018252585427,29.689681373170817,20.305136727477603,4518,7.968253968253968,0.035304019161434594,1.0131749371438228,7.814081266364452e-06,0.4701195219123506,8.229199629386908,0.9794156706507304,12,0.3143649238616459,1345,7.472222222222222,-0.029179650322401704,0.969833304823483,-2.1694907302900897e-05,0.47732342007434947,9.772442204477505,0.9962825278810409,8,0.1898658451412921,923,7.155038759689923,0.002090026942743045,1.003913709215542,2.2643845533510783e-06,0.4799566630552546,4.03580411001232,0.9739978331527628,10,0.19632623373360983,False,False,False,3.839543297164763
f22b_0401__hold2_atr0p8_tp1p6_cd0,f22b_0401,shock_continuation,close_prev_close_ratio >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],close_prev_close_ratio,mega8_pos_breadth_1,2,0.8,1.6,0,1.151213897860707,1.0606018252585427,29.689681373170817,20.305136727477603,4518,7.968253968253968,0.035304019161434594,1.0131749371438228,7.814081266364452e-06,0.4701195219123506,8.229199629386908,0.9794156706507304,12,0.3143649238616459,1345,7.472222222222222,-0.029179650322401704,0.969833304823483,-2.1694907302900897e-05,0.47732342007434947,9.772442204477505,0.9962825278810409,8,0.1898658451412921,923,7.155038759689923,0.002090026942743045,1.003913709215542,2.2643845533510783e-06,0.4799566630552546,4.03580411001232,0.9739978331527628,10,0.19632623373360983,False,False,False,3.839543297164763
f22b_0263__hold4_atr0p8_tp1p6_cd1,f22b_0263,shock_continuation,return_1_over_atr_14 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],return_1_over_atr_14,ema20_ema50_diff,4,0.8,1.6,1,1.2559954551479,1.1642564401894258,20.35365928161236,14.409321463091718,1451,4.19364161849711,0.04641335017040199,1.0484422718454829,3.19871469127512e-05,0.4390075809786354,7.561746378368628,0.9393521709166093,15,0.21141658380659614,574,4.519685039370079,-0.015330301682858111,0.9618046042643905,-2.670784265306291e-05,0.4337979094076655,4.607465504306862,0.9930313588850174,9,0.016805516451641828,439,5.226190476190476,0.020566604401297914,1.0818028561891166,4.6848757178355154e-05,0.45785876993166286,2.3725496398303902,0.9066059225512528,8,0.7340048923867363,False,False,False,3.3979816869130195
f22b_0233__hold2_atr0p8_tp1p6_cd0,f22b_0233,shock_continuation,return_1_over_atr_14 >= q70 & vix_zscore_20 <= q30 [shock_continuation],return_1_over_atr_14,vix_zscore_20,2,0.8,1.6,0,1.118162454243086,1.122538160782782,21.170751052115488,13.734363888652334,2575,4.716117216117216,0.09848102289692684,1.070499433073139,3.824505743569974e-05,0.47145631067961163,3.7952295737018527,0.9549514563106796,9,0.9134225710013016,863,4.875706214689266,-0.02268384286977039,0.9560727374592021,-2.6284870069258853e-05,0.46349942062572425,6.391264819514819,1.0,10,0.019235837771401244,633,4.9453125,0.013574362203029506,1.0426685782636458,2.1444490052179314e-05,0.4849921011058452,3.2873847722743377,0.9320695102685624,10,0.23389222067504808,False,False,False,3.171351628503527
f22b_0379__hold4_atr0p8_tp1p6_cd1,f22b_0379,shock_continuation,close_prev_close_ratio >= q70 & ema20_ema50_diff >= q70 [shock_continuation],close_prev_close_ratio,ema20_ema50_diff,4,0.8,1.6,1,1.455651805685552,1.169103538976637,17.957116428485854,15.559235648566972,1391,4.103244837758112,0.025430760272591252,1.0263515918789958,1.828235821178379e-05,0.4378145219266715,6.760326612573698,0.9561466570812365,11,0.215722745096951,515,4.186991869918699,-0.037206295121433836,0.9104581624639297,-7.22452332455026e-05,0.429126213592233,4.227093833733231,0.9980582524271845,8,0.6544102012014508,398,4.91358024691358,0.024340012218107714,1.099227168444415,6.115580959323546e-05,0.4547738693467337,2.5738835500582646,0.8869346733668342,9,0.7776231920686741,False,False,False,3.0987751446236853
f22b_0321__hold4_atr0p8_tp1p6_cd1,f22b_0321,shock_continuation,log_return_1 >= q70 & ema20_ema50_diff >= q70 [shock_continuation],log_return_1,ema20_ema50_diff,4,0.8,1.6,1,1.455651805685552,1.1665546538830305,17.957116428485854,15.559235648566972,1391,4.103244837758112,0.025430760272591252,1.0263515918789958,1.828235821178379e-05,0.4378145219266715,6.760326612573698,0.9561466570812365,11,0.215722745096951,515,4.186991869918699,-0.037206295121433836,0.9104581624639297,-7.22452332455026e-05,0.429126213592233,4.227093833733231,0.9980582524271845,8,0.6544102012014508,398,4.91358024691358,0.024340012218107714,1.099227168444415,6.115580959323546e-05,0.4547738693467337,2.5738835500582646,0.8869346733668342,9,0.7776231920686741,False,False,False,3.0987751446236853
f22b_0343__hold4_atr0p8_tp1p6_cd1,f22b_0343,shock_continuation,log_return_1 >= q70 & mega8_pos_breadth_1 >= q80 [shock_continuation],log_return_1,mega8_pos_breadth_1,4,0.8,1.6,1,1.151213897860707,1.0606018252585427,29.689681373170817,20.305136727477603,3547,6.26678445229682,0.11094876658949715,1.0432453823336605,3.127960715802006e-05,0.4268395827459825,6.146056244994613,0.9656047363969552,14,0.789397168734284,1066,5.9222222222222225,-0.027575849562648178,0.9696571563558185,-2.5868526794229058e-05,0.4146341463414634,9.009068124587527,0.99812382739212,14,0.017946250973023787,751,5.821705426356589,-0.03219748939223564,0.942491542401263,-4.2872822093522826e-05,0.4207723035952064,4.60206513722089,0.9946737683089214,12,0.268769134911882,False,False,False,3.0389275905604345
