candidate_id,target_id,model_id,model_instance_id,comparison_kind,split,granularity,period,tier_scope,record_view,max_hold_bars,close_on_flat,reverse_on_opposite,atr_stop_multiplier,atr_take_profit_multiplier,exit_risk_overlay_enabled,trade_count,days_in_scope,trades_per_day,long_trade_count,short_trade_count,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk_percent,underwater_ratio,max_loss_streak,equity_trend_r2,sparse_flag,pf999_sparse_flag,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,aspiration_distance_score,proxy_cost_log_return
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2022-09,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,362,20,18.1,246,116,0.031062640414108347,1.0735761151106331,8.580839893400096e-05,0.4861878453038674,3.3321878782200276,3.3321878782200276,3.3321878782200276,0.9613259668508287,7,0.2913603247049762,False,False,0.8100000000000002,0.46321194244468344,0.0,0.8214845389656336,2.094696481410317,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2022-10,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,390,21,18.571428571428573,307,83,0.040076366877326595,1.080268188710194,0.00010275991507006819,0.4717948717948718,6.927390233866781,6.927390233866781,6.927390233866781,0.9230769230769231,10,0.005166378109763695,False,False,0.8571428571428573,0.45986590564490304,0.0,0.9630597452352218,2.2800685080229823,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2022-11,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,330,20,16.5,252,78,0.009097640243203656,1.024983949992984,2.7568606797586835e-05,0.45454545454545453,7.6384447695431295,7.6384447695431295,7.6384447695431295,0.8909090909090909,9,0.00293045241415909,False,False,0.65,0.487508025003508,0.0,0.9395903873227193,2.0770984123262273,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2022-12,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,370,21,17.61904761904762,245,125,0.020366204555057867,1.0604523648859911,5.504379609475099e-05,0.5162162162162162,2.9863321516586216,2.9863321516586216,2.9863321516586216,0.918918918918919,9,0.6185158904404673,False,False,0.7619047619047621,0.4697738175570044,0.0,0.6751813628153033,1.90685994227707,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-01,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,309,19,16.263157894736842,243,66,0.012887496908326551,1.044669607550245,4.170710973568463e-05,0.459546925566343,5.059525019642608,5.059525019642608,5.059525019642608,0.9611650485436893,10,0.7356690570799387,False,False,0.6263157894736843,0.47766519622487746,0.0,0.6514731961586878,1.7554541818572496,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-02,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,302,19,15.894736842105264,229,73,0.04980165143410211,1.1752033351398703,0.00016490613057649705,0.5033112582781457,3.5889966016409702,3.5889966016409702,3.5889966016409702,0.9172185430463576,7,0.5634234213866852,False,False,0.5894736842105264,0.41239833243006485,0.0,0.6792078047468525,1.6810798213874438,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-03,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,286,22,13.0,235,51,0.07131081279605711,1.2717376059594379,0.00024933850627991994,0.4965034965034965,2.2047787243771766,2.2047787243771766,2.2047787243771766,0.8566433566433567,8,0.8451545712976485,False,False,0.3,0.36413119702028107,0.0,0.5351699534055687,1.1993011504258497,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-04,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,185,18,10.277777777777779,138,47,-0.00037561855546131733,0.9967929012161656,-2.0303705700611747e-06,0.4702702702702703,1.9238114832040187,1.9238114832040187,1.9238114832040187,0.9513513513513514,9,0.26138043957162027,False,False,0.027777777777777856,0.5016035493919172,0.0,1.8504869103008792,2.3798682374705744,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-05,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,148,21,7.0476190476190474,109,39,0.03281340456223043,1.4175046140974858,0.00022171219298804345,0.5202702702702703,1.5554239577416307,1.5554239577416307,1.5554239577416307,0.7972972972972973,11,0.6323997030019188,False,False,0.0,0.2912476929512571,0.0,0.6242039174329203,0.9154516103841773,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-06,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,210,21,10.0,148,62,0.04737100343506425,1.388920656634368,0.00022557620683363928,0.5095238095238095,1.3073044440361947,1.3073044440361947,1.3073044440361947,0.8,6,0.8326404415934199,False,False,0.0,0.30553967168281604,0.0,0.4953118012829611,0.8008514729657772,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-07,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,139,19,7.315789473684211,100,39,0.004332168969684043,1.0473016187698165,3.1166683235137e-05,0.48201438848920863,1.2914767771658342,1.2914767771658342,1.2914767771658342,0.8848920863309353,6,0.1412888057740162,False,False,0.0,0.47634919061509173,0.0,0.8446214762506137,1.3209706668657053,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-08,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,280,23,12.173913043478262,177,103,0.01980239585748691,1.0969699069950607,7.072284234816753e-05,0.48214285714285715,3.0500661615158964,3.0500661615158964,3.0500661615158964,0.9178571428571428,8,0.053540803917430685,False,False,0.21739130434782616,0.45151504650246965,0.0,0.9189423525228706,1.5878487033731665,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-09,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,210,20,10.5,127,83,-0.0046521882498580525,0.9674991154227292,-2.2153277380276442e-05,0.45714285714285713,3.2021474372618264,3.2021474372618264,3.2021474372618264,0.9238095238095239,5,0.0170682205546744,False,False,0.05,0.5162504422886354,0.0,1.9080335864646822,2.474284028753318,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-10,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,354,22,16.09090909090909,251,103,0.03513661637401417,1.1244355790719693,9.925597845766714e-05,0.4774011299435028,2.1436306609898814,2.1436306609898814,2.1436306609898814,0.9265536723163842,8,0.5956581024414948,False,False,0.609090909090909,0.43778221046401533,0.0,0.6789030064437003,1.7257761259986246,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-11,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,102,20,5.1,70,32,0.0024072517766692233,1.0423506238212885,2.360050761440415e-05,0.46078431372549017,0.7844073887286918,0.7844073887286918,0.7844073887286918,0.9019607843137255,5,0.04231389185248797,False,False,0.0,0.47882468808935574,0.0,0.8868411016075569,1.3656657896969127,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2023-12,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,89,19,4.684210526315789,53,36,-0.016546803454767264,0.7646121500624252,-0.0001859191399412052,0.4157303370786517,2.220349620689277,2.220349620689277,2.220349620689277,1.0,6,0.11537249791816132,False,False,0.06315789473684212,0.6176939249687874,0.0,1.9080823759368275,2.588934195642457,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2024-01,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,123,20,6.15,70,53,-0.02240754936765843,0.7230298546205506,-0.00018217519811104414,0.43902439024390244,3.1697707991480417,3.1697707991480417,3.1697707991480417,0.975609756097561,6,0.9135997411029154,False,False,0.0,0.6384850726897247,0.0,1.5379045067475905,2.1763895794373154,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2024-02,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,126,18,7.0,75,51,0.007526639404410212,1.1100971026999829,5.9735233368335015e-05,0.48412698412698413,1.6326540394373978,1.6326540394373978,1.6326540394373978,0.9126984126984127,6,0.1025492314508971,False,False,0.0,0.4449514486500086,0.0,0.8745671315613821,1.3195185802113907,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2024-03,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,103,15,6.866666666666666,70,33,-0.012510871862797325,0.8420479115127433,-0.00012146477536696432,0.42718446601941745,1.8816478470801479,1.8816478470801479,1.8816478470801479,0.9902912621359223,9,0.45598811782440485,False,False,0.0,0.5789760442436284,0.0,1.780436414940183,2.3594124591838113,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2024-04,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,289,22,13.136363636363637,180,109,-0.006643022844670473,0.9688312720078539,-2.2986238216852846e-05,0.4844290657439446,2.4761657296938466,2.4761657296938466,2.4761657296938466,0.9550173010380623,6,0.21029270108925607,False,False,0.31363636363636366,0.5155843639960731,0.0,1.8451260699769627,2.6743467976093998,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2024-05,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,96,19,5.052631578947368,45,51,0.03136218960266161,1.5530954872793186,0.00032668947502772507,0.5208333333333334,0.9745259572348286,0.9745259572348286,0.9745259572348286,0.75,5,0.6707325083904158,False,False,0.0,0.22345225636034072,0.0,0.5356703712243129,0.7591226275846537,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,month,2024-06,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,107,18,5.944444444444445,72,35,-0.02648831279365641,0.6596276854626532,-0.000247554325174359,0.37383177570093457,2.860778241144357,2.860778241144357,2.860778241144357,1.0,7,0.7678759170122776,False,False,0.0,0.6701861572686734,0.0,1.624455837344475,2.2946419946131487,5e-05
