candidate_id,target_id,model_id,model_instance_id,comparison_kind,split,granularity,period,tier_scope,record_view,max_hold_bars,close_on_flat,reverse_on_opposite,atr_stop_multiplier,atr_take_profit_multiplier,exit_risk_overlay_enabled,trade_count,days_in_scope,trades_per_day,long_trade_count,short_trade_count,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk_percent,underwater_ratio,max_loss_streak,equity_trend_r2,sparse_flag,pf999_sparse_flag,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,aspiration_distance_score,proxy_cost_log_return
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,6403,559,11.45438282647585,4423,1980,0.459642917018137,1.0851307748527463,7.178555630456614e-05,0.4774324535374043,8.401144812005334,7.6384447695431295,8.401144812005334,0.9525222551928784,11,0.8706267727704851,False,False,0.14543828264758502,0.45743461257362683,0.0,0.5868529670900771,1.189725862311289,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,2051,178,11.52247191011236,1388,663,0.02455727519347395,1.0115320815092794,1.1973317988041906e-05,0.46708922476840564,13.387266314654344,11.88095813792971,13.387266314654344,0.984397854705022,13,0.0020366044955207555,False,False,0.15224719101123602,0.4942339592453603,0.33872663146543436,0.9920625625942755,1.9772703443163062,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_plain__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,1665,126,13.214285714285714,1129,536,0.04443758584914698,1.0312146597487044,2.6689240750238425e-05,0.4762762762762763,6.99821571018715,6.590716824723064,6.99821571018715,0.9693693693693693,11,0.7648147713152313,False,False,0.32142857142857134,0.4843926701256478,0.0,0.6420495691243621,1.4478708106785811,5e-05
f18b_hold6_reverse_atr1p5_tp3p0__lr_plain__lifecycle,f18b_hold6_reverse_atr1p5_tp3p0,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),6,False,True,1.5,3.0,False,5497,559,9.833631484794276,3598,1899,0.3313395533008424,1.0595107182743952,6.0276433200080486e-05,0.4598872112061124,11.905460223273545,6.8561481391534285,11.905460223273545,0.9718028015281063,14,0.6952367012805972,False,False,0.0,0.4702446408628024,0.19054602232735451,0.674454745111379,1.335245408301536,5e-05
f18b_hold6_reverse_atr1p5_tp3p0__lr_plain__lifecycle,f18b_hold6_reverse_atr1p5_tp3p0,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),6,False,True,1.5,3.0,False,1678,178,9.426966292134832,1093,585,0.0781215684663134,1.0387833995729927,4.65563578464323e-05,0.4570917759237187,8.872623279528657,8.872623279528657,8.872623279528657,0.9696066746126341,10,0.6700355248022569,False,False,0.0,0.48060830021350365,0.0,0.6848070174146696,1.1654153176281734,5e-05
f18b_hold6_reverse_atr1p5_tp3p0__lr_plain__lifecycle,f18b_hold6_reverse_atr1p5_tp3p0,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),6,False,True,1.5,3.0,False,1334,126,10.587301587301587,883,451,-0.0006355617333938992,0.9995299338454778,-4.764330835036726e-07,0.452023988005997,7.6068409523916465,7.119478194192452,7.6068409523916465,0.9842578710644677,12,0.24741843222147522,False,False,0.0587301587301587,0.5002350330772611,0.0,1.881577747479347,2.440542939286767,5e-05
f18b_hold8_exit_risk_overlay_atr1p0_tp2p0__lr_plain__lifecycle,f18b_hold8_exit_risk_overlay_atr1p0_tp2p0,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),8,True,False,1.0,2.0,True,5996,559,10.726296958855098,4063,1933,0.2961491558927649,1.0555720472331735,4.939112006216893e-05,0.4174449633088726,7.938033198124195,5.978902066067948,7.938033198124195,0.968812541694463,13,0.7554804439598001,False,False,0.0726296958855098,0.4722139763834132,0.0,0.6459994439805983,1.1908431162495212,5e-05
f18b_hold8_exit_risk_overlay_atr1p0_tp2p0__lr_plain__lifecycle,f18b_hold8_exit_risk_overlay_atr1p0_tp2p0,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),8,True,False,1.0,2.0,True,1918,178,10.775280898876405,1275,643,0.023230544930492106,1.0112694074597848,1.2111858670746667e-05,0.40041710114702816,14.823989274830762,10.518287627087608,14.823989274830762,0.9900938477580813,11,0.05739727394751388,False,False,0.07752808988764048,0.4943652962701076,0.48239892748307617,0.9697134582147553,2.0240057718555793,5e-05
f18b_hold8_exit_risk_overlay_atr1p0_tp2p0__lr_plain__lifecycle,f18b_hold8_exit_risk_overlay_atr1p0_tp2p0,logreg_l2_c0p5_plain_argmax,f18b_entry_lr_plain,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),8,True,False,1.0,2.0,True,1524,126,12.095238095238095,1038,486,-0.006032334430134359,0.9956582194180429,-3.958224691689212e-06,0.3937007874015748,8.735305717697074,6.460122364502108,8.735305717697074,0.9934383202099738,13,0.24143089908433613,False,False,0.2095238095238095,0.5021708902909785,0.0,1.888403339506537,2.600098039321325,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_bal__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,6147,560,10.976785714285715,2671,3476,0.23216711993600642,1.0441893732883454,3.7769175197007716e-05,0.46445420530340004,10.908091759669936,6.384102017254278,10.908091759669936,0.974621766715471,12,0.322728037767504,False,False,0.09767857142857146,0.4779053133558273,0.09080917596699364,0.8433521780265851,1.5097452387779775,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_bal__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,1985,180,11.027777777777779,973,1012,0.001515555493509839,1.000723062197845,7.635040269570976e-07,0.45239294710327455,11.245657211816873,10.706208230546011,11.245657211816873,0.9949622166246851,13,2.4521285642440153e-05,False,False,0.10277777777777786,0.49963846890107755,0.1245657211816873,0.9977219629025692,1.7247039307631118,5e-05
f18b_hold4_flat_close_atr1p2_tp2p4__lr_bal__lifecycle,f18b_hold4_flat_close_atr1p2_tp2p4,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),4,True,False,1.2,2.4,False,1611,127,12.68503937007874,817,794,-0.04159736910355893,0.9714536241452899,-2.582083743237674e-05,0.45561762880198636,10.96956020648393,8.243959444080728,10.96956020648393,0.9981378026070763,12,0.14956796302065506,False,False,0.26850393700787406,0.514273187927355,0.096956020648393,1.9318564278138899,2.8115895733975123,5e-05
f18b_hold6_reverse_atr1p5_tp3p0__lr_bal__lifecycle,f18b_hold6_reverse_atr1p5_tp3p0,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),6,False,True,1.5,3.0,False,5415,560,9.669642857142858,2466,2949,0.5024817573475583,1.0932098188961077,9.279441502263311e-05,0.467590027700831,12.393635714565077,6.349604449438207,12.393635714565077,0.9527239150507849,14,0.781465696315625,False,False,0.0,0.45339509055194616,0.23936357145650772,0.6270661984308219,1.3198248604392757,5e-05
f18b_hold6_reverse_atr1p5_tp3p0__lr_bal__lifecycle,f18b_hold6_reverse_atr1p5_tp3p0,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),6,False,True,1.5,3.0,False,1677,180,9.316666666666666,831,846,0.0038289183804156995,1.0019121300475804,2.2831952178984495e-06,0.44782349433512225,10.283646199204766,10.283646199204776,10.283646199204776,0.9976147883124628,8,0.11208835299292617,False,False,0.0,0.4990439349762098,0.02836461992047763,0.9284868958937915,1.455895450790479,5e-05
f18b_hold6_reverse_atr1p5_tp3p0__lr_bal__lifecycle,f18b_hold6_reverse_atr1p5_tp3p0,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),6,False,True,1.5,3.0,False,1332,127,10.488188976377952,674,658,-0.0504626685662283,0.9636916994877139,-3.7884886310982206e-05,0.43543543543543545,12.793443247738434,7.714764814371411,12.793443247738434,0.9962462462462462,12,0.031433549175271455,False,False,0.04881889763779519,0.5181541502561431,0.2793443247738434,1.9841657136819388,2.8304830863497203,5e-05
f18b_hold8_exit_risk_overlay_atr1p0_tp2p0__lr_bal__lifecycle,f18b_hold8_exit_risk_overlay_atr1p0_tp2p0,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),8,True,False,1.0,2.0,True,5821,560,10.394642857142857,2493,3328,0.21998599425931137,1.0426540899498735,3.7791787366313585e-05,0.4095516234323999,5.982665933385589,5.897000201901137,5.982665933385589,0.9762927332073527,14,0.8197882882184842,False,False,0.03946428571428573,0.47867295502506324,0.0,0.6204270002449909,1.1385642409843397,5e-05
f18b_hold8_exit_risk_overlay_atr1p0_tp2p0__lr_bal__lifecycle,f18b_hold8_exit_risk_overlay_atr1p0_tp2p0,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),8,True,False,1.0,2.0,True,1881,180,10.45,917,964,-0.041818821094104563,0.9794408086805022,-2.2232228120204445e-05,0.38596491228070173,14.217524432141438,12.213315562004412,14.217524432141438,0.9994683678894205,23,0.047713093819549385,False,False,0.04499999999999993,0.5102795956597489,0.42175244321414385,1.978289873331442,2.955321912205335,5e-05
f18b_hold8_exit_risk_overlay_atr1p0_tp2p0__lr_bal__lifecycle,f18b_hold8_exit_risk_overlay_atr1p0_tp2p0,logreg_l2_c0p5_balanced_argmax,f18b_entry_lr_bal,asymmetric_exit_lifecycle_simulation_proxy(비대칭 청산 생명주기 시뮬레이션 프록시),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),8,True,False,1.0,2.0,True,1472,127,11.590551181102363,728,744,-0.06607818057835059,0.9525508655253738,-4.489006832768382e-05,0.38315217391304346,12.590804430397162,7.034505248637501,12.590804430397162,0.9979619565217391,16,0.1134987974260464,False,False,0.1590551181102363,0.5237245672373131,0.25908044303971617,1.9480084215930618,2.8898685499803274,5e-05
