ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c02_session_feature_low_complexity_oos,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c02_session_feature_low_complexity_oos,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c02_session_feature_low_complexity_oos,Tier A+B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/42_session_structure__cash_open_close_signal_reliability_scout/02_runs/run36A_session_structure_signal_reliability_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run36A_session_structure_signal_reliability_broad_mt5_probe_v1_routed_c02_oos.htm,net_profit=0.0;profit_factor=0.0;trade_count=0;signal_count=;expectancy=0.0;win_rate=0.0,route_role=routed_total;a_used=7584;b_fallback=1062;max_dd=0.0;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c03_cash_open_only_reliability_tier_a_used_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_tier_a_used_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_tier_a_used_validation_is,Tier A,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=374;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c03_cash_open_only_reliability_tier_b_fallback_used_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_tier_b_fallback_used_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_tier_b_fallback_used_validation_is,Tier B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=37;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c03_cash_open_only_reliability_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_validation_is,Tier A+B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/42_session_structure__cash_open_close_signal_reliability_scout/02_runs/run36A_session_structure_signal_reliability_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run36A_session_structure_signal_reliability_broad_mt5_probe_v1_routed_c03_validation_is.htm,net_profit=97.81;profit_factor=1.16;trade_count=269;signal_count=;expectancy=0.36;win_rate=41.26,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=177.04;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c03_cash_open_only_reliability_tier_a_used_oos,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_tier_a_used_oos,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_tier_a_used_oos,Tier A,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=272;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c03_cash_open_only_reliability_tier_b_fallback_used_oos,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_tier_b_fallback_used_oos,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_tier_b_fallback_used_oos,Tier B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=32;expectancy=None;win_rate=None,route_role=fallback_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c03_cash_open_only_reliability_oos,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_oos,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c03_cash_open_only_reliability_oos,Tier A+B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/42_session_structure__cash_open_close_signal_reliability_scout/02_runs/run36A_session_structure_signal_reliability_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run36A_session_structure_signal_reliability_broad_mt5_probe_v1_routed_c03_oos.htm,net_profit=81.8;profit_factor=1.12;trade_count=204;signal_count=;expectancy=0.4;win_rate=37.25,route_role=routed_total;a_used=7584;b_fallback=1062;max_dd=140.51;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c04_early_cash_session_reliability_tier_a_used_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_tier_a_used_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_tier_a_used_validation_is,Tier A,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=665;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c04_early_cash_session_reliability_tier_b_fallback_used_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_tier_b_fallback_used_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_tier_b_fallback_used_validation_is,Tier B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=83;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c04_early_cash_session_reliability_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_validation_is,Tier A+B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/42_session_structure__cash_open_close_signal_reliability_scout/02_runs/run36A_session_structure_signal_reliability_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run36A_session_structure_signal_reliability_broad_mt5_probe_v1_routed_c04_validation_is.htm,net_profit=3.74;profit_factor=1.0;trade_count=452;signal_count=;expectancy=0.01;win_rate=40.49,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=156.87;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c04_early_cash_session_reliability_tier_a_used_oos,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_tier_a_used_oos,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_tier_a_used_oos,Tier A,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=458;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c04_early_cash_session_reliability_tier_b_fallback_used_oos,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_tier_b_fallback_used_oos,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_tier_b_fallback_used_oos,Tier B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=65;expectancy=None;win_rate=None,route_role=fallback_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c04_early_cash_session_reliability_oos,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_oos,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c04_early_cash_session_reliability_oos,Tier A+B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/42_session_structure__cash_open_close_signal_reliability_scout/02_runs/run36A_session_structure_signal_reliability_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run36A_session_structure_signal_reliability_broad_mt5_probe_v1_routed_c04_oos.htm,net_profit=29.36;profit_factor=1.03;trade_count=313;signal_count=;expectancy=0.09;win_rate=39.3,route_role=routed_total;a_used=7584;b_fallback=1062;max_dd=120.26;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c05_mid_session_reliability_tier_a_used_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c05_mid_session_reliability_tier_a_used_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c05_mid_session_reliability_tier_a_used_validation_is,Tier A,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=808;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c05_mid_session_reliability_tier_b_fallback_used_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c05_mid_session_reliability_tier_b_fallback_used_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c05_mid_session_reliability_tier_b_fallback_used_validation_is,Tier B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=125;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c05_mid_session_reliability_validation_is,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c05_mid_session_reliability_validation_is,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c05_mid_session_reliability_validation_is,Tier A+B,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/42_session_structure__cash_open_close_signal_reliability_scout/02_runs/run36A_session_structure_signal_reliability_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run36A_session_structure_signal_reliability_broad_mt5_probe_v1_routed_c05_validation_is.htm,net_profit=-177.83;profit_factor=0.84;trade_count=543;signal_count=;expectancy=-0.33;win_rate=38.31,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=281.46;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run36A_session_structure_signal_reliability_broad_mt5_probe_v1__mt5_routed_c05_mid_session_reliability_tier_a_used_oos,42_session_structure__cash_open_close_signal_reliability_scout,run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c05_mid_session_reliability_tier_a_used_oos,stage42_run36A_session_structure_signal_reliability_broad_mt5_probe_v1,mt5_routed_c05_mid_session_reliability_tier_a_used_oos,Tier A,session_structure_signal_reliability_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=617;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage42 session/time-structure MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
