record_view,tier_scope,candidate_id,candidate_alias,candidate_role,test_id,feature_family,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-05,14,82.64,157.87,-75.23,2.098498,5.902857,0.642857,17.541111,-15.046,1.165832,31.25,6.087583,4,0.642857,2,2.64448,measured_slice
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-06,11,-65.44,95.05,-160.49,0.592249,-5.949091,0.272727,31.683333,-20.06125,1.57933,69.26,13.746973,5,0.909091,3,-0.944846,negative_fragile_slice
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-07,42,-10.72,250.44,-261.16,0.958952,-0.255238,0.52381,11.383636,-13.058,0.871775,112.29,22.458,42,1.0,6,-0.095467,minor_negative_slice
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-08,52,110.98,410.13,-299.15,1.370984,2.134231,0.557692,14.142414,-13.006522,1.087332,68.38,12.855558,20,0.75,3,1.622989,measured_slice
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-09,41,156.82,397.96,-241.14,1.650328,3.824878,0.609756,15.9184,-15.07125,1.05621,80.39,13.847214,18,0.707317,6,1.95074,measured_slice
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-10,31,278.45,457.34,-178.89,2.556543,8.982258,0.548387,26.902353,-12.777857,2.105388,75.59,10.445369,12,0.709677,6,3.683688,measured_slice
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-11,31,241.52,521.87,-280.35,1.861495,7.790968,0.580645,28.992778,-21.565385,1.344413,116.93,22.61221,16,0.83871,3,2.065509,measured_slice
mt5_rt_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,routed_total,month,2024-12,27,-163.35,233.7,-397.05,0.588591,-6.05,0.444444,19.475,-26.47,0.735739,253.77,50.754,27,1.0,6,-0.643693,deep_negative_or_dd_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-01,17,69.45,94.82,-25.37,3.737485,4.085294,0.647059,8.62,-4.228333,2.038628,21.21,3.939962,4,0.411765,3,3.274399,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-02,16,226.01,253.34,-27.33,9.269667,14.125625,0.8125,19.487692,-9.11,2.139154,25.62,3.408592,2,0.1875,2,8.821624,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-03,14,73.73,106.06,-32.33,3.280544,5.266429,0.571429,13.2575,-5.388333,2.460408,13.29,2.348057,2,0.428571,2,5.54778,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-04,33,139.88,358.36,-218.48,1.640242,4.238788,0.515152,21.08,-13.655,1.543757,73.07,10.248966,14,0.69697,4,1.914329,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-05,13,123.55,183.9,-60.35,3.047225,9.503846,0.769231,18.39,-20.116667,0.914167,33.23,6.030306,3,0.461538,1,3.718026,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-06,11,-55.34,118.37,-173.71,0.681423,-5.030909,0.272727,39.456667,-21.71375,1.817128,66.42,12.996008,5,0.909091,3,-0.833183,negative_fragile_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-07,41,-41.49,267.4,-308.89,0.86568,-1.011951,0.512195,12.733333,-15.4445,0.824457,131.04,26.208,41,1.0,5,-0.316621,minor_negative_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-08,55,108.99,463.68,-354.69,1.307282,1.981636,0.581818,14.49,-15.421304,0.939609,55.87,8.943493,16,0.8,3,1.950779,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-09,36,225.88,424.04,-198.16,2.139887,6.274444,0.666667,17.668333,-16.513333,1.069943,72.24,11.24393,8,0.583333,2,3.1268,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-10,31,231.34,451.04,-219.7,2.052981,7.462581,0.516129,28.19,-14.646667,1.92467,111.86,16.058918,26,0.83871,5,2.068121,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-11,32,359.79,637.72,-277.93,2.294535,11.243438,0.625,31.886,-23.160833,1.376721,123.87,23.771782,12,0.75,3,2.904577,measured_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,26,-201.86,263.8,-465.66,0.566508,-7.763846,0.423077,23.981818,-31.044,0.772511,256.81,51.362,26,1.0,5,-0.786029,deep_negative_or_dd_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-01,17,69.45,94.82,-25.37,3.737485,4.085294,0.647059,8.62,-4.228333,2.038628,21.21,3.939962,4,0.411765,3,3.274399,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-02,16,226.01,253.34,-27.33,9.269667,14.125625,0.8125,19.487692,-9.11,2.139154,25.62,3.408592,2,0.1875,2,8.821624,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-03,14,73.73,106.06,-32.33,3.280544,5.266429,0.571429,13.2575,-5.388333,2.460408,13.29,2.348057,2,0.428571,2,5.54778,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-04,33,139.88,358.36,-218.48,1.640242,4.238788,0.515152,21.08,-13.655,1.543757,73.07,10.248966,14,0.69697,4,1.914329,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-05,13,123.55,183.9,-60.35,3.047225,9.503846,0.769231,18.39,-20.116667,0.914167,33.23,6.030306,3,0.461538,1,3.718026,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-06,11,-55.34,118.37,-173.71,0.681423,-5.030909,0.272727,39.456667,-21.71375,1.817128,66.42,12.996008,5,0.909091,3,-0.833183,negative_fragile_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-07,41,-41.49,267.4,-308.89,0.86568,-1.011951,0.512195,12.733333,-15.4445,0.824457,131.04,26.208,41,1.0,5,-0.316621,minor_negative_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-08,55,108.99,463.68,-354.69,1.307282,1.981636,0.581818,14.49,-15.421304,0.939609,55.87,8.943493,16,0.8,3,1.950779,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-09,36,225.88,424.04,-198.16,2.139887,6.274444,0.666667,17.668333,-16.513333,1.069943,72.24,11.24393,8,0.583333,2,3.1268,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-10,31,231.34,451.04,-219.7,2.052981,7.462581,0.516129,28.19,-14.646667,1.92467,111.86,16.058918,26,0.83871,5,2.068121,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-11,32,359.79,637.72,-277.93,2.294535,11.243438,0.625,31.886,-23.160833,1.376721,123.87,23.771782,12,0.75,3,2.904577,measured_slice
mt5_rt_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A+B,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,routed_total,month,2024-12,26,-201.86,263.8,-465.66,0.566508,-7.763846,0.423077,23.981818,-31.044,0.772511,256.81,51.362,26,1.0,5,-0.786029,deep_negative_or_dd_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-01,14,73.23,94.49,-21.26,4.444497,5.230714,0.714286,9.449,-5.315,1.777799,21.12,3.918149,3,0.285714,3,3.46733,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-02,13,229.05,257.13,-28.08,9.157051,17.619231,0.846154,23.375455,-14.04,1.664918,28.08,3.708742,2,0.153846,2,8.157051,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-03,13,75.23,106.84,-31.61,3.379943,5.786923,0.615385,13.355,-6.322,2.112464,13.18,2.32554,2,0.384615,2,5.707891,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-04,27,64.68,245.55,-180.87,1.357605,2.395556,0.555556,16.37,-15.0725,1.086084,72.48,11.653295,22,0.814815,3,0.892384,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-05,13,132.99,186.16,-53.17,3.501222,10.23,0.769231,18.616,-17.723333,1.050367,30.75,5.704903,2,0.461538,1,4.324878,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-06,11,-30.37,118.26,-148.63,0.795667,-2.760909,0.363636,29.565,-21.232857,1.392417,62.98,11.824787,5,0.818182,3,-0.482217,minor_negative_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-07,39,-62.06,239.32,-301.38,0.794081,-1.591282,0.512821,11.966,-15.862105,0.754377,122.6,24.52,39,1.0,5,-0.506199,negative_fragile_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-08,47,160.85,405.44,-244.59,1.657631,3.42234,0.659574,13.07871,-15.286875,0.855552,56.29,10.007111,13,0.680851,3,2.857524,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-09,34,231.02,412.05,-181.03,2.276142,6.794706,0.676471,17.915217,-16.457273,1.08859,66.34,10.444448,4,0.5,2,3.482364,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-10,27,188.25,343.27,-155.02,2.214359,6.972222,0.518519,24.519286,-11.924615,2.056191,79.61,11.182907,9,0.703704,5,2.364653,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-11,28,228.85,519.16,-290.31,1.788295,8.173214,0.571429,32.4475,-24.1925,1.341221,113.39,21.633946,12,0.785714,3,2.018256,measured_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,24,-197.95,236.32,-434.27,0.544178,-8.247917,0.416667,23.632,-31.019286,0.761849,235.43,47.086,24,1.0,4,-0.840802,deep_negative_or_dd_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-01,14,73.23,94.49,-21.26,4.444497,5.230714,0.714286,9.449,-5.315,1.777799,21.12,3.918149,3,0.285714,3,3.46733,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-02,13,229.05,257.13,-28.08,9.157051,17.619231,0.846154,23.375455,-14.04,1.664918,28.08,3.708742,2,0.153846,2,8.157051,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-03,13,75.23,106.84,-31.61,3.379943,5.786923,0.615385,13.355,-6.322,2.112464,13.18,2.32554,2,0.384615,2,5.707891,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-04,27,64.68,245.55,-180.87,1.357605,2.395556,0.555556,16.37,-15.0725,1.086084,72.48,11.653295,22,0.814815,3,0.892384,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-05,13,132.99,186.16,-53.17,3.501222,10.23,0.769231,18.616,-17.723333,1.050367,30.75,5.704903,2,0.461538,1,4.324878,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-06,11,-30.37,118.26,-148.63,0.795667,-2.760909,0.363636,29.565,-21.232857,1.392417,62.98,11.824787,5,0.818182,3,-0.482217,minor_negative_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-07,39,-62.06,239.32,-301.38,0.794081,-1.591282,0.512821,11.966,-15.862105,0.754377,122.6,24.52,39,1.0,5,-0.506199,negative_fragile_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-08,47,160.85,405.44,-244.59,1.657631,3.42234,0.659574,13.07871,-15.286875,0.855552,56.29,10.007111,13,0.680851,3,2.857524,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-09,34,231.02,412.05,-181.03,2.276142,6.794706,0.676471,17.915217,-16.457273,1.08859,66.34,10.444448,4,0.5,2,3.482364,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-10,27,188.25,343.27,-155.02,2.214359,6.972222,0.518519,24.519286,-11.924615,2.056191,79.61,11.182907,9,0.703704,5,2.364653,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-11,28,228.85,519.16,-290.31,1.788295,8.173214,0.571429,32.4475,-24.1925,1.341221,113.39,21.633946,12,0.785714,3,2.018256,measured_slice
mt5_rt_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,routed_total,month,2024-12,24,-197.95,236.32,-434.27,0.544178,-8.247917,0.416667,23.632,-31.019286,0.761849,235.43,47.086,24,1.0,4,-0.840802,deep_negative_or_dd_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-01,17,70.72,95.76,-25.04,3.824281,4.16,0.647059,8.705455,-4.173333,2.085972,21.21,3.93806,3,0.352941,3,3.334276,measured_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-02,15,252.19,276.04,-23.85,11.574004,16.812667,0.866667,21.233846,-11.925,1.780616,23.85,3.073295,2,0.133333,2,10.574004,measured_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-03,16,80.11,116.86,-36.75,3.179864,5.006875,0.5,14.6075,-4.59375,3.179864,13.35,2.334038,3,0.5625,2,6.000749,measured_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-04,32,155.57,337.1,-181.53,1.856993,4.861563,0.5625,18.727778,-12.966429,1.444328,57.44,8.240151,6,0.625,4,2.708391,measured_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-05,12,135.1,192.86,-57.76,3.338989,11.258333,0.75,21.428889,-19.253333,1.112996,34.72,6.338774,3,0.5,1,3.891129,measured_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-06,11,-83.64,118.18,-201.82,0.585571,-7.603636,0.272727,39.393333,-25.2275,1.561523,84.62,16.890894,5,0.909091,3,-0.988419,negative_fragile_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-07,41,4.24,276.88,-272.64,1.015552,0.103415,0.536585,12.585455,-14.349474,0.877067,101.49,20.298,40,0.97561,5,0.041778,measured_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-08,54,112.75,470.64,-357.89,1.315041,2.087963,0.555556,15.688,-14.912083,1.052033,67.36,12.619668,18,0.759259,3,1.673842,measured_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-09,42,191.8,470.45,-278.65,1.688319,4.566667,0.619048,18.094231,-17.415625,1.038965,84.79,14.09338,19,0.714286,3,2.262059,measured_slice
