record_view,tier_scope,candidate_id,candidate_alias,candidate_role,test_id,feature_family,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s258_stc_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,28,-289.36,313.11,-602.47,0.519711,-10.334286,0.392857,28.464545,-35.439412,0.803189,317.15,63.43,28,1.0,4,-0.912376,deep_negative_or_dd_slice
mt5_ta_s264_lc_abl_gate_variant_rule_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,source_feature_gate,true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,68,-283.8,654.64,-938.44,0.697583,-4.173529,0.5,19.254118,-27.601176,0.697583,391.79,70.351948,52,0.897059,6,-0.724368,deep_negative_or_dd_slice
mt5_ta_s262_lih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-283.07,221.07,-504.14,0.438509,-10.484074,0.37037,22.107,-29.655294,0.745466,317.46,63.492,27,1.0,5,-0.891671,deep_negative_or_dd_slice
mt5_ta_s258_stc_abl_price_return_range_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,price_return_range,true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,47,-282.3,287.17,-569.47,0.504276,-6.006383,0.425532,14.3585,-21.091481,0.680772,298.07,59.125622,46,0.978723,4,-0.947093,deep_negative_or_dd_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,30,-280.42,273.9,-554.32,0.494119,-9.347333,0.366667,24.9,-29.174737,0.853478,299.67,59.934,30,1.0,5,-0.935763,deep_negative_or_dd_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,52,-278.41,353.33,-631.74,0.559297,-5.354038,0.461538,14.722083,-22.562143,0.652513,282.54,56.045068,51,0.980769,4,-0.985383,deep_negative_or_dd_slice
mt5_ta_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,52,-276.83,438.85,-715.68,0.613193,-5.323654,0.461538,18.285417,-25.56,0.715392,298.46,59.202983,51,0.980769,4,-0.927528,deep_negative_or_dd_slice
mt5_ta_s264_aia_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,47,-276.73,337.52,-614.25,0.549483,-5.887872,0.468085,15.341818,-24.57,0.624413,280.86,55.71182,46,0.978723,5,-0.985295,deep_negative_or_dd_slice
mt5_ta_s264_aia_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-275.63,269.97,-545.6,0.494813,-10.208519,0.407407,24.542727,-34.1,0.719728,313.9,62.78,27,1.0,5,-0.878082,deep_negative_or_dd_slice
mt5_ta_s264_aih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,51,-275.0,304.3,-579.3,0.525289,-5.392157,0.45098,13.230435,-20.689286,0.639482,279.13,55.368655,50,0.980392,4,-0.985204,deep_negative_or_dd_slice
mt5_ta_s264_lc_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,48,-273.1,336.89,-609.99,0.552288,-5.689583,0.479167,14.647391,-24.3996,0.600313,283.63,56.261282,47,0.979167,5,-0.962874,deep_negative_or_dd_slice
mt5_ta_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,50,-270.37,324.59,-594.96,0.545566,-5.4074,0.48,13.524583,-22.883077,0.59103,284.84,56.501299,49,0.98,5,-0.9492,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,50,-269.98,314.4,-584.38,0.538006,-5.3996,0.46,13.669565,-21.643704,0.631572,280.9,55.719755,49,0.98,5,-0.961125,deep_negative_or_dd_slice
mt5_ta_s262_lih_abl_ma_trend_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,moving_average_trend,true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,48,-252.95,284.34,-537.29,0.529211,-5.269792,0.4375,13.54,-19.89963,0.680415,265.31,52.627299,47,0.979167,5,-0.953413,deep_negative_or_dd_slice
mt5_ta_s264_lc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,49,-251.34,342.7,-594.04,0.576897,-5.129388,0.469388,14.9,-22.847692,0.652145,269.17,53.392974,48,0.979592,4,-0.933759,deep_negative_or_dd_slice
mt5_ta_s264_lc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-246.12,236.07,-482.19,0.489579,-9.115556,0.407407,21.460909,-30.136875,0.712115,279.51,55.902,27,1.0,5,-0.880541,deep_negative_or_dd_slice
mt5_ta_s264_lc_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,28,-245.48,269.82,-515.3,0.523617,-8.767143,0.392857,24.529091,-30.311765,0.809227,299.53,59.906,28,1.0,5,-0.819551,deep_negative_or_dd_slice
mt5_ta_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,48,-241.72,299.27,-540.99,0.55319,-5.035833,0.458333,13.603182,-20.807308,0.653769,277.1,54.965981,47,0.979167,4,-0.87232,deep_negative_or_dd_slice
mt5_ta_s264_lc_abl_gate_variant_rule_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,source_feature_gate,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,33,-237.38,429.2,-666.58,0.643884,-7.193333,0.454545,28.613333,-37.032222,0.77266,329.25,65.85,33,1.0,3,-0.720972,deep_negative_or_dd_slice
mt5_ta_s264_aih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-232.58,256.46,-489.04,0.524415,-8.614074,0.407407,23.314545,-30.565,0.762786,261.23,52.246,27,1.0,4,-0.890327,deep_negative_or_dd_slice
mt5_ta_s264_lc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,weekday,Monday,50,-230.25,363.78,-594.03,0.612393,-4.605,0.48,15.1575,-22.847308,0.663426,240.66,47.737687,49,0.98,4,-0.956744,deep_negative_or_dd_slice
mt5_ta_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,29,-230.09,325.94,-556.03,0.586191,-7.934138,0.448276,25.072308,-34.751875,0.721466,299.81,59.962,29,1.0,4,-0.767453,deep_negative_or_dd_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-227.63,280.76,-508.39,0.552253,-8.430741,0.407407,25.523636,-31.774375,0.803277,248.69,49.738,27,1.0,4,-0.915316,deep_negative_or_dd_slice
mt5_ta_s262_lih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,26,-201.86,263.8,-465.66,0.566508,-7.763846,0.423077,23.981818,-31.044,0.772511,256.81,51.362,26,1.0,5,-0.786029,deep_negative_or_dd_slice
mt5_ta_s264_lc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,31,-200.42,300.13,-500.55,0.5996,-6.465161,0.419355,23.086923,-27.808333,0.830216,238.39,47.678,31,1.0,4,-0.840723,deep_negative_or_dd_slice
mt5_ta_s264_aia_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,24,-197.95,236.32,-434.27,0.544178,-8.247917,0.416667,23.632,-31.019286,0.761849,235.43,47.086,24,1.0,4,-0.840802,deep_negative_or_dd_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-193.94,226.52,-420.46,0.538743,-7.182963,0.407407,20.592727,-26.27875,0.783627,252.48,50.496,27,1.0,5,-0.76814,deep_negative_or_dd_slice
mt5_ta_s262_lih_abl_ma_trend_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,moving_average_trend,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-191.07,209.45,-400.52,0.522945,-7.076667,0.407407,19.040909,-25.0325,0.760648,230.64,46.128,27,1.0,5,-0.828434,deep_negative_or_dd_slice
mt5_ta_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,32,-185.12,304.89,-490.01,0.622212,-5.785,0.4375,21.777857,-27.222778,0.799987,259.88,51.976,32,1.0,3,-0.712329,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,28,-177.31,325.95,-503.26,0.647677,-6.3325,0.428571,27.1625,-31.45375,0.86357,239.07,47.814,28,1.0,5,-0.741666,deep_negative_or_dd_slice
mt5_ta_s258_stc_abl_price_return_range_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,price_return_range,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,28,-172.35,266.28,-438.63,0.607072,-6.155357,0.428571,22.19,-27.414375,0.809429,261.64,52.328,28,1.0,5,-0.65873,deep_negative_or_dd_slice
mt5_ta_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-170.77,232.33,-403.1,0.576358,-6.324815,0.444444,19.360833,-26.873333,0.720448,246.15,49.23,27,1.0,5,-0.693764,deep_negative_or_dd_slice
mt5_ta_s262_lih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,27,-163.35,233.7,-397.05,0.588591,-6.05,0.444444,19.475,-26.47,0.735739,253.77,50.754,27,1.0,6,-0.643693,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-12,28,-153.18,301.64,-454.82,0.663207,-5.470714,0.464286,23.203077,-30.321333,0.765239,225.55,45.11,28,1.0,4,-0.67914,deep_negative_or_dd_slice
mt5_ta_s264_lc_abl_gate_variant_rule_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,source_feature_gate,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-06,18,-153.14,178.78,-331.92,0.538624,-8.507778,0.333333,29.796667,-27.66,1.077248,167.1,32.930651,16,0.888889,6,-0.916457,deep_negative_or_dd_slice
mt5_ta_s264_lc_abl_gate_variant_rule_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,source_feature_gate,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-151.41,0,-151.41,0.0,-50.47,0.0,,-50.47,,151.41,30.282,3,1.0,3,-1.0,deep_negative_or_dd_slice
mt5_ta_s258_stc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-137.66,0,-137.66,0.0,-45.886667,0.0,,-45.886667,,137.66,27.532,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s258_stc_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-133.9,0,-133.9,0.0,-44.633333,0.0,,-44.633333,,133.9,26.78,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aia_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-130.78,0,-130.78,0.0,-43.593333,0.0,,-43.593333,,130.78,26.156,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aia_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-128.99,0,-128.99,0.0,-42.996667,0.0,,-42.996667,,128.99,25.798,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_lc_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-124.14,0,-124.14,0.0,-41.38,0.0,,-41.38,,124.14,24.828,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aia_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-123.51,0,-123.51,0.0,-41.17,0.0,,-41.17,,123.51,24.702,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-122.79,0,-122.79,0.0,-40.93,0.0,,-40.93,,122.79,24.558,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_lc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-119.34,0,-119.34,0.0,-39.78,0.0,,-39.78,,119.34,23.868,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-117.19,0,-117.19,0.0,-39.063333,0.0,,-39.063333,,117.19,23.438,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aih_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-116.78,0,-116.78,0.0,-38.926667,0.0,,-38.926667,,116.78,23.356,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s262_lih_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-116.16,0,-116.16,0.0,-38.72,0.0,,-38.72,,116.16,23.232,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,volatility_bandwidth,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-115.64,0,-115.64,0.0,-38.546667,0.0,,-38.546667,,115.64,23.128,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aih_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-114.41,0,-114.41,0.0,-38.136667,0.0,,-38.136667,,114.41,22.882,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-114.02,0,-114.02,0.0,-38.006667,0.0,,-38.006667,,114.02,22.804,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_lc_rep_trend_strength_adx_true_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength(추세 강도),true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-113.49,0,-113.49,0.0,-37.83,0.0,,-37.83,,113.49,22.698,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s264_aia_rep_volatility_atr_true_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_risk(변동성 위험),true_internal_feature_order_supervised_score_table,tier_only_total,session_report,session_07_12_report_time,3,-112.91,0,-112.91,0.0,-37.636667,0.0,,-37.636667,,112.91,22.582,3,1.0,3,-1.0,negative_fragile_slice
mt5_ta_s258_stc_abl_trend_strength_directi_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,trend_strength_direction,true_internal_feature_order_supervised_score_table,tier_only_total,month,2024-06,13,-111.93,115.67,-227.6,0.508216,-8.61,0.230769,38.556667,-22.76,1.694054,111.93,22.386,13,1.0,4,-1.0,negative_fragile_slice
mt5_ta_s258_stc_abl_session_timing_true_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,session_timing,true_internal_feature_order_supervised_score_table,tier_only_total,close_hour_report,17,143,-111.65,978.43,-1090.08,0.897576,-0.780769,0.51049,13.403151,-15.572571,0.86069,314.32,45.503503,106,0.874126,6,-0.355211,deep_negative_or_dd_slice
