stage_num,stage_id,candidate_id,split,source_kind,runtime_status_triplet,expected_rows,feature_ready_count,feature_ready_diff,expected_signal_count,mt5_signal_count,signal_count_diff,proxy_pf,runtime_pf,pf_delta_runtime_minus_proxy,proxy_dd,runtime_dd_percent,dd_delta_runtime_minus_proxy,proxy_trade_count,runtime_trade_count,trade_count_delta_runtime_minus_proxy,proxy_trades_per_day,runtime_trades_per_day,proxy_net_profit,runtime_net_profit,signal_to_trade_ratio,primary_gap,gap_causes,predeclared_gap_taxonomy,metric_fields_used,claim_boundary
29,stage_frontier_29__train_only_loss_concentration_veto_for_pf_dd_balance_onnx_scout,f29b_0274,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,673,673,0,1.072600678889912,1.47,0.3973993211100879,11.821000866222564,38.83,27.008999133777436,875.0,108.0,-767.0,4.781420765027322,0.39705882352941174,0.07321039423441111,266.16,0.16047548291233285,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
29,stage_frontier_29__train_only_loss_concentration_veto_for_pf_dd_balance_onnx_scout,f29b_0274,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,423,423,0,1.2066551031966297,1.1,-0.10665510319662963,12.747957596658955,20.12,7.372042403341046,666.0,74.0,-592.0,5.083969465648855,0.37948717948717947,0.12762100681089505,35.59,0.17494089834515367,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
30,stage_frontier_30__train_density_preserving_selector_before_loss_veto_or_exit_shape_pivot_onnx_scout,f30b_0214,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1091,1091,0,1.3098704091388598,1.11,-0.19987040913885967,17.83932770445259,46.58,28.74067229554741,1091.0,275.0,-816.0,5.961748633879782,1.0110294117647058,0.4264846635222231,131.85,0.2520623281393217,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
30,stage_frontier_30__train_density_preserving_selector_before_loss_veto_or_exit_shape_pivot_onnx_scout,f30b_0214,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,876,876,0,1.1507726979442623,0.89,-0.2607726979442623,13.416198605786622,51.63,38.21380139421338,876.0,208.0,-668.0,6.687022900763359,1.0666666666666667,0.1389935412784428,-99.72,0.2374429223744292,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
31,stage_frontier_31__exit_shape_pivot_for_density_preserved_source_scout_pf_lift_onnx_scout,f31b_0013,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1091,1091,0,2.4502006972226997,0.98,-1.4702006972226997,4.707614901905055,22.93,18.222385098094946,1091.0,341.0,-750.0,5.961748633879782,1.2536764705882353,0.9111444351201672,-20.67,0.3125572868927589,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
31,stage_frontier_31__exit_shape_pivot_for_density_preserved_source_scout_pf_lift_onnx_scout,f31b_0013,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,876,876,0,2.268342727704671,1.0,-1.2683427277046708,4.811684180485509,30.58,25.76831581951449,876.0,259.0,-617.0,6.687022900763359,1.3282051282051281,0.5874095029770716,2.31,0.295662100456621,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
32,stage_frontier_32__executable_sl_tp_mapping_for_return_space_exit_shape_handoff_surface_onnx_scout,f32b_0004,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1091,1091,0,1.0429754360649695,0.98,-0.06297543606496947,9.664658482174293,24.09,14.425341517825707,1091.0,330.0,-761.0,5.961748633879782,1.213235294117647,0.044832677182692675,-19.32,0.30247479376718606,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
32,stage_frontier_32__executable_sl_tp_mapping_for_return_space_exit_shape_handoff_surface_onnx_scout,f32b_0004,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,876,876,0,0.9479221639657747,1.02,0.07207783603422535,17.33596359376264,29.23,11.894036406237362,876.0,254.0,-622.0,6.687022900763359,1.3025641025641026,-0.0415765148032098,14.5,0.2899543378995434,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
33,stage_frontier_33__path_native_exit_label_or_mfe_mae_surface_for_density_edge_onnx_scout,f33b_0176,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,877,877,0,0.7710768501198484,1.08,0.3089231498801517,19.953187780935224,12.1,-7.853187780935224,877.0,205.0,-672.0,4.7923497267759565,0.7536764705882353,-0.21332090291333677,42.25,0.233751425313569,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
33,stage_frontier_33__path_native_exit_label_or_mfe_mae_surface_for_density_edge_onnx_scout,f33b_0176,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,846,846,0,0.7945189340325269,0.77,-0.024518934032526918,22.759550629658122,33.36,10.600449370341877,846.0,161.0,-685.0,6.458015267175573,0.8256410256410256,-0.16076925393338154,-112.95,0.19030732860520094,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
35,stage_frontier_35__dd_compressed_short_state_pf_source_lift_for_seed_surface_onnx_scout,f35b_0044,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,35,35,0,1.0796601694244978,1.25,0.17033983057550217,9.2646881927563,5.78,-3.484688192756299,,14.0,,5.185792349726776,0.051470588235294115,,9.31,0.4,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": """", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
35,stage_frontier_35__dd_compressed_short_state_pf_source_lift_for_seed_surface_onnx_scout,f35b_0044,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,31,31,0,1.3443052746029218,1.66,0.3156947253970781,9.476136107660038,3.53,-5.946136107660038,,8.0,,5.282442748091603,0.041025641025641026,,11.57,0.25806451612903225,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""profitability_repricing_gap(수익성 재가격화 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": """", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
36,stage_frontier_36__short_pf_lift_source_change_or_label_pivot_for_seed_surface_onnx_scout,f36b_0209,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1113,1113,0,1.1322345272837848,0.99,-0.14223452728378483,9.903307663911054,19.51,9.606692336088948,1113.0,328.0,-785.0,6.081967213114754,1.2058823529411764,0.1646393403692443,-5.83,0.29469901168014373,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
36,stage_frontier_36__short_pf_lift_source_change_or_label_pivot_for_seed_surface_onnx_scout,f36b_0209,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,852,852,0,1.2434433630247552,1.27,0.026556636975244796,8.217911915060295,11.55,3.3320880849397057,852.0,233.0,-619.0,6.5038167938931295,1.1948717948717948,0.22882060793468034,193.61,0.2734741784037559,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
37,stage_frontier_37__short_pf_edge_label_family_pivot_after_source_utility_scout,f37b_0017,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1429,1429,0,1.0502017154221874,1.06,0.009798284577812622,10.983949026328844,15.33,4.346050973671156,1429.0,592.0,-837.0,7.808743169398907,2.176470588235294,0.06235076947302781,71.99,0.41427571728481455,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
37,stage_frontier_37__short_pf_edge_label_family_pivot_after_source_utility_scout,f37b_0017,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,1056,1056,0,1.2190117807548584,1.16,-0.05901178075485847,6.597006895852509,9.09,2.492993104147491,1056.0,414.0,-642.0,8.061068702290076,2.123076923076923,0.19228947509649108,148.71,0.39204545454545453,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
38,stage_frontier_38__short_pf_edge_source_family_or_model_pivot_after_payoff_label_negative,f38c_0058,validation_is,stage_score_surface_replay,completed/completed/completed,9844,9844,0,1551,1551,0,,0.97,,,19.3,,,739.0,,,2.7169117647058822,,-32.33,0.4764667956157318,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
38,stage_frontier_38__short_pf_edge_source_family_or_model_pivot_after_payoff_label_negative,f38c_0058,oos,stage_score_surface_replay,completed/completed/completed,7584,7584,0,1406,1406,0,,1.11,,,14.95,,,565.0,,,2.8974358974358974,,97.63,0.4018492176386913,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
39,stage_frontier_39__short_pf_edge_regime_conditioned_score_after_f38_scout_only,f39b_0001,validation_is,stage_score_surface_replay,completed/completed/completed,9844,9844,0,787,787,0,,0.92,,,21.12,,,391.0,,,1.4375,,-48.68,0.49682337992376113,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
39,stage_frontier_39__short_pf_edge_regime_conditioned_score_after_f38_scout_only,f39b_0001,oos,stage_score_surface_replay,completed/completed/completed,7584,7584,0,567,567,0,,1.24,,,10.67,,,286.0,,,1.4666666666666666,,117.65,0.5044091710758377,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_and_exit_risk_representation_gap(신호 인계 및 청산/위험 표현 간극),"{""proxy_pf"": """", ""proxy_dd"": """", ""proxy_trade_count"": """", ""proxy_trades_per_day"": """", ""proxy_net_profit"": """"}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
40,stage_frontier_40__short_pf_edge_non_score_source_pivot_after_regime_gate_negative,f40b_0001,validation_is,rule_proxy_table,completed/completed/completed,9844,9844,0,1329,1329,0,1.1535181385579727,1.13,-0.0235181385579728,11.866723092387376,12.67,0.8032769076126236,1329.0,448.0,-881.0,7.262295081967213,1.6470588235294117,0.21073408981965341,142.98,0.3370955605718585,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
40,stage_frontier_40__short_pf_edge_non_score_source_pivot_after_regime_gate_negative,f40b_0001,oos,rule_proxy_table,completed/completed/completed,7584,7584,0,1046,1046,0,1.158108543633008,1.17,0.011891456366991848,13.517069933948711,14.2,0.6829300660512878,1046.0,318.0,-728.0,7.984732824427481,1.6307692307692307,0.16793531080820756,143.41,0.30401529636711283,rule_proxy_execution_economics_gap(규칙 프록시 실행/경제성 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
41,stage_frontier_41__short_pf_edge_exit_shape_source_pivot_after_f40_raw_pocket_scout,f40b_0013_initial_exit_family_hold04_s18_t86,validation_is,selection_json_best_variant_rule_replay,completed/completed/completed,9844,9844,0,1360,1360,0,1.0800536222979107,1.04,-0.04005362229791065,6.040411274976288,14.65,8.609588725023713,1360.0,640.0,-720.0,7.4316939890710385,2.3529411764705883,0.07554773414737312,42.5,0.47058823529411764,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
41,stage_frontier_41__short_pf_edge_exit_shape_source_pivot_after_f40_raw_pocket_scout,f40b_0013_initial_exit_family_hold04_s18_t86,oos,selection_json_best_variant_rule_replay,completed/completed/completed,7584,7584,0,941,941,0,1.104475980407511,1.1,-0.00447598040751096,5.184044722057413,10.75,5.565955277942587,941.0,433.0,-508.0,7.183206106870229,2.2205128205128206,0.06696468492413798,73.03,0.46014877789585545,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
42,stage_frontier_42__short_pf_edge_timing_source_pivot_after_f41_exit_shape_negative,f40b_0010_session_morning_5_120_session_morning_5_120_hold12_s18_t86,validation_is,selection_json_best_variant_rule_replay,completed/completed/completed,9844,9844,0,1470,1470,0,1.0552581638705354,1.03,-0.025258163870535366,7.518263157657257,17.88,10.361736842342742,759.0,854.0,95.0,4.147540983606557,3.139705882352941,0.031091376316830153,40.26,0.580952380952381,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""validation_profit_factor"", ""proxy_dd"": ""validation_dd_risk"", ""proxy_trade_count"": ""validation_trade_count"", ""proxy_trades_per_day"": ""validation_trades_per_day"", ""proxy_net_profit"": ""validation_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
42,stage_frontier_42__short_pf_edge_timing_source_pivot_after_f41_exit_shape_negative,f40b_0010_session_morning_5_120_session_morning_5_120_hold12_s18_t86,oos,selection_json_best_variant_rule_replay,completed/completed/completed,7584,7584,0,1032,1032,0,1.0852231479924945,0.94,-0.14522314799249458,6.519356916272667,22.51,15.990643083727335,582.0,574.0,-8.0,4.442748091603053,2.943589743589744,0.037585929997062145,-67.31,0.5562015503875969,signal_compression_execution_gap(신호 압축/실행 간극),"[""signal_handoff_exact(신호 인계 정확)"", ""position_cap_hold_time_density_gap(단일 포지션/보유시간에 따른 거래 밀도 간극)"", ""drawdown_basis_gap(손실폭 기준 간극)"", ""account_risk_scaling_gap(계좌 위험 스케일 간극)""]",signal_handoff_execution_economics_gap(신호 인계/실행/경제성 간극),"{""proxy_pf"": ""oos_profit_factor"", ""proxy_dd"": ""oos_dd_risk"", ""proxy_trade_count"": ""oos_trade_count"", ""proxy_trades_per_day"": ""oos_trades_per_day"", ""proxy_net_profit"": ""oos_net_profit""}",runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
