split,period,net_profit,gross_profit,gross_loss,profit_factor,drawdown_percent,trade_count,trades_per_day,win_rate_percent,average_win,average_loss,payoff_ratio,expectancy,recovery_factor,time_under_water,max_consecutive_loss,long_short_breakdown,proxy_runtime_gap
validation,2025-01-02..2025-10-01,152.99,294.13,-141.14,2.08,6.6,50,0.18382352941176472,64.0,9.1915625,-7.84111111111111,1.1722270440697182,3.06,4.36,not_available_in_runtime_receipt(런타임 영수증에 없음),not_available_in_runtime_receipt(런타임 영수증에 없음),long=50;short=0,proxy_net=1760.31;runtime_net=152.99;proxy_pf=1.59485;runtime_pf=2.08;proxy_dd=6.44469;runtime_dd=6.6;proxy_tpd=1.06011;runtime_tpd=0.183824
oos,2025-10-01..2026-04-14,66.09,206.2,-140.11,1.47,10.04,38,0.19487179487179487,63.16,8.591666666666667,-10.007857142857144,0.8584921371303499,1.74,1.13,not_available_in_runtime_receipt(런타임 영수증에 없음),not_available_in_runtime_receipt(런타임 영수증에 없음),long=38;short=0,proxy_net=1471.79;runtime_net=66.09;proxy_pf=1.68934;runtime_pf=1.47;proxy_dd=7.89168;runtime_dd=10.04;proxy_tpd=1.17557;runtime_tpd=0.194872
