candidate_id,expected_feature_count,actual_feature_count,feature_order_hash,feature_csv_feature_count,feature_csv_rows,feature_readiness_parity
f76d_runtime_f76b_06637,48,48,147d9acd038b2b175a130281525ff49540bf21b36df2952066712a91198b9c40,48,46650,True
