candidate_id,feature_set,feature_count,target,side,target_threshold,model,prob_quantile,prob_threshold,session,risk_filter,cooldown_bars,scout_clue,meaningful_signal,dual_positive,rank_score,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery
f76b_06637,mega_cap_removed,48,long_fwd12_q60,long,0.0009910748340189455,extra_trees_d7_l60,0.8,0.5144632153473251,cash_open,trend_aligned,0,1,1,1,1111234.4151948919,1760.3101806640625,4719.53564453125,-2959.226806640625,1.594854315978897,6.4446875,194,1.0601092896174864,0.654639175257732,37.16169738769531,-44.167564392089844,0.8413798202182676,9.073763847351074,2.731412780936333,1471.7918701171875,3606.873291015625,-2135.08154296875,1.6893374882536825,7.8916796875,154,1.1755725190839694,0.6168831168831169,37.96708679199219,-36.18782424926758,1.0491674362754932,9.557089805603027,1.8649919008350369
f76b_00429,full58,58,long_fwd12_q70,long,0.0017642490565776825,extra_trees_d7_l60,0.85,0.5335454845223387,cash_open,trend_aligned,0,1,1,1,1111214.4745650475,1739.7646484375,4837.4150390625,-3097.650146484375,1.5616402144550254,6.4446777343749995,194,1.0601092896174864,0.6597938144329897,37.79230499267578,-46.9340934753418,0.8052207296286883,8.967859268188477,2.699537075621084,1399.1390380859375,3661.498779296875,-2262.35986328125,1.6184422464012251,7.8916796875,161,1.2290076335877862,0.6149068322981367,36.98483657836914,-36.48967361450195,1.0135699477364029,8.69030475616455,1.7729293299905458
f76b_00397,full58,58,long_fwd12_q70,long,0.0017642490565776825,extra_trees_d7_l60,0.8,0.5246225096608629,cash_open,trend_aligned,0,1,1,1,1111208.8525036639,1806.6781005859375,5078.9423828125,-3272.264404296875,1.5521185806816957,6.4446875,209,1.1420765027322404,0.6650717703349283,36.539154052734375,-46.74663543701172,0.7816424371753704,8.644392967224121,2.803360287967318,1297.666748046875,3697.037353515625,-2399.370849609375,1.540836154660091,7.8916796875,165,1.2595419847328244,0.6060606060606061,36.970375061035156,-36.91339874267578,1.001543513203879,7.864646911621094,1.644347970815782
f76b_00109,full58,58,long_fwd12_q60,long,0.0009910748340189455,extra_trees_d7_l60,0.8,0.5132568533284352,cash_open,trend_aligned,0,1,1,1,1111165.5817115065,1599.91845703125,4676.37255859375,-3076.455078125,1.5200522809011234,6.4446875,196,1.0710382513661203,0.6428571428571429,37.11406707763672,-43.94935989379883,0.8444734386876348,8.162849426269531,2.4825384582747416,1359.357421875,3629.9345703125,-2270.5771484375,1.5986836531013462,7.8916796875,157,1.1984732824427482,0.6114649681528662,37.81181716918945,-37.22257614135742,1.0158302054536557,8.658327102661133,1.7225197622100017
f76b_06925,mega_cap_removed,48,long_fwd12_q70,long,0.0017642490565776825,extra_trees_d7_l60,0.8,0.5258096174927364,cash_open,trend_aligned,0,1,1,1,1111138.9679046168,1559.989013671875,4860.998046875,-3301.009033203125,1.4725794440368871,6.4446875,203,1.1092896174863387,0.6403940886699507,37.39229202270508,-45.219303131103516,0.8269099573315908,7.6846747398376465,2.4205813139455947,1185.438720703125,3711.128173828125,-2525.689453125,1.4693525244112646,7.8916796875,168,1.282442748091603,0.6011904761904762,36.74384307861328,-37.69685745239258,0.9747189968027743,7.056182861328125,1.5021373999514915
f76b_02701,trend_momentum,21,long_fwd12_q60,long,0.0009910748340189455,logistic_l2_balanced,0.8,0.5262978103573084,cash_open,trend_aligned,0,1,1,1,1111101.2441999866,1449.701904296875,4587.3623046875,-3137.660400390625,1.4620327630473946,6.4446777343749995,204,1.1147540983606556,0.6323529411764706,35.56094741821289,-41.835472106933594,0.8500190299590095,7.106381893157959,2.2494560070309957,987.33251953125,3549.55078125,-2562.218505859375,1.3853427305800647,7.41447265625,168,1.282442748091603,0.5595238095238095,37.76117706298828,-34.62457275390625,1.090588967880569,5.876979351043701,1.3316287823908584
f76b_06957,mega_cap_removed,48,long_fwd12_q70,long,0.0017642490565776825,extra_trees_d7_l60,0.85,0.5339023263527808,cash_open,trend_aligned,0,1,1,1,1111049.8453118342,1316.6055908203125,4512.43994140625,-3195.83447265625,1.4119754887228844,6.4446777343749995,187,1.0218579234972678,0.6417112299465241,37.60366439819336,-47.69902038574219,0.7883529702306747,7.0406718254089355,2.0429347208437196,1285.199951171875,3556.064208984375,-2270.864501953125,1.5659517359692203,7.8916796875,156,1.1908396946564885,0.6089743589743589,37.432254791259766,-37.22728729248047,1.0055058403038863,8.2384614944458,1.6285505773980706
f76b_03021,trend_momentum,21,long_fwd12_q70,long,0.0017642490565776825,logistic_l2_balanced,0.85,0.5375150290793774,cash_open,trend_aligned,0,1,1,1,1111027.9018655173,1227.3232421875,4424.103515625,-3196.780517578125,1.3839246990208425,6.4446777343749995,203,1.1092896174863387,0.6354679802955665,34.29537582397461,-43.199737548828125,0.7938792633916114,6.04592752456665,1.9043981604248903,779.5211791992188,3359.415283203125,-2579.894287109375,1.302152301351525,7.149746093749999,161,1.2290076335877862,0.546583850931677,38.175174713134766,-35.34101867675781,1.080194520206087,4.8417463302612305,1.090278128730533
f76b_02733,trend_momentum,21,long_fwd12_q60,long,0.0009910748340189455,logistic_l2_balanced,0.85,0.5341444667563295,cash_open,trend_aligned,0,1,1,1,1110999.2112375414,989.8756103515625,4112.880859375,-3123.00537109375,1.316962467449927,6.4446875,192,1.0491803278688525,0.6145833333333334,34.854923248291016,-42.20277404785156,0.825891757939201,5.155601978302002,1.5359559487586676,951.62841796875,3397.423095703125,-2445.794921875,1.3890874763525087,7.48185546875,158,1.2061068702290076,0.5506329113924051,39.050838470458984,-34.44781494140625,1.1336230915337362,6.0229644775390625,1.2719149974808848
f76b_02793,trend_momentum,21,long_fwd12_q60,long,0.0009910748340189455,extra_trees_d7_l60,0.8,0.5076963855013183,cash_open,none,0,1,1,1,1110906.5814950399,3265.7275390625,7315.65625,-4049.928466796875,1.8063667815313338,8.7662890625,257,1.4043715846994536,0.6070038910505836,46.895233154296875,-40.09830093383789,1.1695067387437166,12.707111358642578,3.725324953100701,952.7203979492188,3877.990234375,-2925.26953125,1.3256864685278733,9.550693359375,193,1.4732824427480915,0.5958549222797928,33.72165298461914,-37.503456115722656,0.899161210117964,4.936375141143799,0.9975405576329435
