time_open_unix,time_close_unix,contract_symbol,broker_symbol,timeframe,price_basis,open,high,low,close,tick_volume,spread_points,real_volume,time_basis,timezone_status
1776184200,1776184500,GOOGL.xnas,GOOGL.xnas,M5,Bid,324.37,325.48,323.68,324.81,740,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184500,1776184800,GOOGL.xnas,GOOGL.xnas,M5,Bid,324.8,325.57,324.07,324.47,964,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776184800,1776185100,GOOGL.xnas,GOOGL.xnas,M5,Bid,324.42,325.9,323.97,325.8,1020,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185100,1776185400,GOOGL.xnas,GOOGL.xnas,M5,Bid,325.85,326.34,325.37,326.11,797,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185400,1776185700,GOOGL.xnas,GOOGL.xnas,M5,Bid,326.12,327.31,326.1,326.71,679,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776185700,1776186000,GOOGL.xnas,GOOGL.xnas,M5,Bid,326.77,327.07,326.25,326.35,558,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186000,1776186300,GOOGL.xnas,GOOGL.xnas,M5,Bid,326.33,326.9,326.2,326.73,628,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186300,1776186600,GOOGL.xnas,GOOGL.xnas,M5,Bid,326.78,327.54,326.78,327.4,621,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186600,1776186900,GOOGL.xnas,GOOGL.xnas,M5,Bid,327.39,327.61,326.76,327.29,574,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776186900,1776187200,GOOGL.xnas,GOOGL.xnas,M5,Bid,327.3,327.78,326.75,326.8,625,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187200,1776187500,GOOGL.xnas,GOOGL.xnas,M5,Bid,326.81,327.27,326.73,327.03,712,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187500,1776187800,GOOGL.xnas,GOOGL.xnas,M5,Bid,327.09,327.81,326.88,327.76,537,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776187800,1776188100,GOOGL.xnas,GOOGL.xnas,M5,Bid,327.79,327.82,327.47,327.58,476,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188100,1776188400,GOOGL.xnas,GOOGL.xnas,M5,Bid,327.56,327.8,327.21,327.21,457,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188400,1776188700,GOOGL.xnas,GOOGL.xnas,M5,Bid,327.22,327.72,327.22,327.38,378,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
1776188700,1776189000,GOOGL.xnas,GOOGL.xnas,M5,Bid,327.4,327.8,327.19,327.79,378,5,0,MT5_PY_API_UNIX_SECONDS,UNRESOLVED_REQUIRES_MANUAL_BINDING
