run_id,attempt_name,candidate_id,axis_id,split,gap_type,metric,proxy_value,runtime_value,delta,classification,evidence,claim_boundary
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,signal_count_parity,signal_count,1220,1220,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,feature_readiness,feature_ready_count,9844,9844,0,feature_ready_exact,runtime_summary_feature_ready_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,trade_density,trades_per_day,0.936489444778718,3.5294117647058822,2.5929223199271645,trade_density_gap,proxy_kpi_vs_strategy_tester_trade_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,profit_factor,profit_factor,1.1675896317227255,1.08,-0.08758963172272538,profit_factor_gap,proxy_kpi_vs_strategy_tester_report,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,drawdown_percent,drawdown_percent,4.362648347401637,13.73,9.367351652598362,drawdown_percent_gap,proxy_dd_percent_vs_strategy_tester_dd,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,signal_count_parity,signal_count,833,833,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,feature_readiness,feature_ready_count,7584,7584,0,feature_ready_exact,runtime_summary_feature_ready_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,trade_density,trades_per_day,0.890716341598584,3.358974358974359,2.468258017375775,trade_density_gap,proxy_kpi_vs_strategy_tester_trade_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,profit_factor,profit_factor,1.5656868929926095,1.13,-0.43568689299260965,profit_factor_gap,proxy_kpi_vs_strategy_tester_report,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,drawdown_percent,drawdown_percent,1.8239278201580056,10.74,8.916072179841995,drawdown_percent_gap,proxy_dd_percent_vs_strategy_tester_dd,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
