run_id,attempt_name,candidate_id,axis_id,split,gap_type,metric,proxy_value,runtime_value,delta,classification,evidence,claim_boundary
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,signal_count_parity,signal_count,1443,1443,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,feature_readiness,feature_ready_count,9844,9844,0,feature_ready_exact,runtime_summary_feature_ready_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,trade_density,trades_per_day,1.1466465249062257,4.018382352941177,2.871735828034951,trade_density_gap,proxy_kpi_vs_strategy_tester_trade_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,profit_factor,profit_factor,1.1974688434731984,1.14,-0.05746884347319847,profit_factor_gap,proxy_kpi_vs_strategy_tester_report,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,drawdown_percent,drawdown_percent,4.338071348762527,8.69,4.351928651237473,drawdown_percent_gap,proxy_dd_percent_vs_strategy_tester_dd,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,signal_count_parity,signal_count,1385,1385,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,feature_readiness,feature_ready_count,7584,7584,0,feature_ready_exact,runtime_summary_feature_ready_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,trade_density,trades_per_day,1.2253785508697284,4.8820512820512825,3.656672731181554,trade_density_gap,proxy_kpi_vs_strategy_tester_trade_count,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,profit_factor,profit_factor,1.1240745460111985,1.06,-0.06407454601119844,profit_factor_gap,proxy_kpi_vs_strategy_tester_report,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70D_label_regime_stability_runtime_probe_v1,f70d_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,drawdown_percent,drawdown_percent,2.8760070442676544,17.5,14.623992955732346,drawdown_percent_gap,proxy_dd_percent_vs_strategy_tester_dd,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
