candidate_id,label_id,horizon_bars,regime_mode,feature_set_id,feature_count,model_id,model_family,model_role,selection_id,mask_name,threshold_quantile,threshold,validation_net,validation_pf,validation_dd_pct,validation_trades,validation_trades_per_day,oos_net,oos_pf,oos_dd_pct,oos_trades,oos_trades_per_day,joint_soft,final_like,split_split,split_net,split_gross_profit,split_gross_loss,split_pf,split_dd_pct,split_trades,split_trades_per_day,split_win_rate,split_expectancy,split_avg_win,split_avg_loss,split_payoff,split_signals
f70c_6bd9075962dd,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q50,all,0.5,0.39132129899453166,-745.1139530611036,0.8731231468753693,11.408613701295863,441,1.6259521462496638,-736.6717116069793,0.7864068819990352,8.041094139623649,244,1.2562704471101416,False,False,train,-2314.5748140811916,14928.988828740123,-17243.56364282131,0.8657716663431824,23.462624806499495,1867,2.190743155149935,40.17139796464917,-1.2397294130054588,19.905318438320165,-15.437389116223198,1.2894226017404464,1867
f70c_6bd9075962dd,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q50,all,0.5,0.39132129899453166,-745.1139530611036,0.8731231468753693,11.408613701295863,441,1.6259521462496638,-736.6717116069793,0.7864068819990352,8.041094139623649,244,1.2562704471101416,False,False,validation,-745.1139530611036,5127.619604802132,-5872.733557863236,0.8731231468753693,11.408613701295863,441,1.6259521462496638,41.269841269841265,-1.6896008005920717,28.173734092319407,-22.674646941556894,1.2425214013226409,441
f70c_6bd9075962dd,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q50,all,0.5,0.39132129899453166,-745.1139530611036,0.8731231468753693,11.408613701295863,441,1.6259521462496638,-736.6717116069793,0.7864068819990352,8.041094139623649,244,1.2562704471101416,False,False,oos,-736.6717116069793,2712.277011561394,-3448.9487231683734,0.7864068819990352,8.041094139623649,244,1.2562704471101416,37.704918032786885,-3.0191463590449974,29.48127186479776,-22.69045212610772,1.2992809354766668,245
f70c_642d58c4461e,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q60,all,0.6,0.45427826493503914,-470.31018255710603,0.9069403586304203,9.208314994716666,371,1.3678645039878126,-780.6074267244339,0.7438033639518368,7.9755462797641785,205,1.055473121547455,False,False,train,-1097.7509317874901,13689.424933938983,-14787.175865726469,0.9257633139853405,13.446342758607848,1635,1.9185136897001305,41.65137614678899,-0.6714072977293517,20.101945571129196,-15.500184345625229,1.2968842900763802,1635
f70c_642d58c4461e,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q60,all,0.6,0.45427826493503914,-470.31018255710603,0.9069403586304203,9.208314994716666,371,1.3678645039878126,-780.6074267244339,0.7438033639518368,7.9755462797641785,205,1.055473121547455,False,False,validation,-470.31018255710603,4583.5474901723865,-5053.857672729491,0.9069403586304203,9.208314994716666,371,1.3678645039878126,42.04851752021563,-1.26768243276848,29.38171468059222,-23.506314756881356,1.2499498532406434,371
f70c_642d58c4461e,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q60,all,0.6,0.45427826493503914,-470.31018255710603,0.9069403586304203,9.208314994716666,371,1.3678645039878126,-780.6074267244339,0.7438033639518368,7.9755462797641785,205,1.055473121547455,False,False,oos,-780.6074267244339,2266.2999752044684,-3046.907401928902,0.7438033639518368,7.9755462797641785,205,1.055473121547455,33.65853658536586,-3.8078411059728485,32.844927176876354,-22.403730896536043,1.4660472101079682,206
f70c_a7731364d7a0,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q50,cash,0.5,0.39132129899453166,-745.1139530611036,0.8731231468753693,11.408613701295863,441,1.6259521462496638,-736.6717116069793,0.7864068819990352,8.041094139623649,244,1.2562704471101416,False,False,train,-2314.5748140811916,14928.988828740123,-17243.56364282131,0.8657716663431824,23.462624806499495,1867,2.190743155149935,40.17139796464917,-1.2397294130054588,19.905318438320165,-15.437389116223198,1.2894226017404464,1867
f70c_a7731364d7a0,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q50,cash,0.5,0.39132129899453166,-745.1139530611036,0.8731231468753693,11.408613701295863,441,1.6259521462496638,-736.6717116069793,0.7864068819990352,8.041094139623649,244,1.2562704471101416,False,False,validation,-745.1139530611036,5127.619604802132,-5872.733557863236,0.8731231468753693,11.408613701295863,441,1.6259521462496638,41.269841269841265,-1.6896008005920717,28.173734092319407,-22.674646941556894,1.2425214013226409,441
f70c_a7731364d7a0,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q50,cash,0.5,0.39132129899453166,-745.1139530611036,0.8731231468753693,11.408613701295863,441,1.6259521462496638,-736.6717116069793,0.7864068819990352,8.041094139623649,244,1.2562704471101416,False,False,oos,-736.6717116069793,2712.277011561394,-3448.9487231683734,0.7864068819990352,8.041094139623649,244,1.2562704471101416,37.704918032786885,-3.0191463590449974,29.48127186479776,-22.69045212610772,1.2992809354766668,245
f70c_0a0f96fecd33,repair_trend_quality_h12_tp70_edge08_pen40,12,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),trend_q50,trend,0.5,0.48459511392286375,-764.4945378923416,0.8010769019191574,11.71498586425782,267,0.9844200069130618,-922.8077415132523,0.6185851864425758,9.68890429892541,142,0.7311082110231153,False,False,train,-1458.6217109203335,8844.61701069355,-10303.238721613885,0.858430756548378,18.088338146352783,1088,1.2766623207301173,39.79779411764706,-1.3406449548900123,20.426367230239144,-15.730135452845627,1.2985499896978927,1088
