label_id,split,rows,long,flat,short,directional_rate
repair_trend_quality_h12_tp70_edge08_pen40,oos,7584,3728,21,3835,0.9972310126582279
repair_trend_quality_h12_tp70_edge08_pen40,train,29222,15046,9,14167,0.999692012867018
repair_trend_quality_h12_tp70_edge08_pen40,validation,9844,5029,7,4808,0.999288906948395
repair_trend_quality_h12_tp70_edge08_pen55,oos,7584,3728,21,3835,0.9972310126582279
repair_trend_quality_h12_tp70_edge08_pen55,train,29222,15046,9,14167,0.999692012867018
repair_trend_quality_h12_tp70_edge08_pen55,validation,9844,5029,7,4808,0.999288906948395
repair_trend_quality_h12_tp70_edge12_pen40,oos,7584,3728,21,3835,0.9972310126582279
repair_trend_quality_h12_tp70_edge12_pen40,train,29222,15046,9,14167,0.999692012867018
repair_trend_quality_h12_tp70_edge12_pen40,validation,9844,5029,7,4808,0.999288906948395
repair_trend_quality_h12_tp70_edge12_pen55,oos,7584,3728,21,3835,0.9972310126582279
repair_trend_quality_h12_tp70_edge12_pen55,train,29222,15046,9,14167,0.999692012867018
repair_trend_quality_h12_tp70_edge12_pen55,validation,9844,5029,7,4808,0.999288906948395
repair_trend_quality_h12_tp80_edge08_pen40,oos,7584,3718,42,3824,0.9944620253164557
repair_trend_quality_h12_tp80_edge08_pen40,train,29222,15034,27,14161,0.999076038601054
repair_trend_quality_h12_tp80_edge08_pen40,validation,9844,5025,20,4799,0.9979683055668428
repair_trend_quality_h12_tp80_edge08_pen55,oos,7584,3718,42,3824,0.9944620253164557
repair_trend_quality_h12_tp80_edge08_pen55,train,29222,15034,27,14161,0.999076038601054
repair_trend_quality_h12_tp80_edge08_pen55,validation,9844,5025,20,4799,0.9979683055668428
repair_trend_quality_h12_tp80_edge12_pen40,oos,7584,3718,42,3824,0.9944620253164557
repair_trend_quality_h12_tp80_edge12_pen40,train,29222,15034,27,14161,0.999076038601054
repair_trend_quality_h12_tp80_edge12_pen40,validation,9844,5025,20,4799,0.9979683055668428
repair_trend_quality_h12_tp80_edge12_pen55,oos,7584,3718,42,3824,0.9944620253164557
repair_trend_quality_h12_tp80_edge12_pen55,train,29222,15034,27,14161,0.999076038601054
repair_trend_quality_h12_tp80_edge12_pen55,validation,9844,5025,20,4799,0.9979683055668428
repair_trend_quality_h18_tp85_edge08_pen40,oos,7584,3748,34,3802,0.9955168776371308
repair_trend_quality_h18_tp85_edge08_pen40,train,29222,15041,19,14162,0.9993498049414824
repair_trend_quality_h18_tp85_edge08_pen40,validation,9844,5103,9,4732,0.9990857375050792
repair_trend_quality_h18_tp85_edge08_pen55,oos,7584,3748,34,3802,0.9955168776371308
repair_trend_quality_h18_tp85_edge08_pen55,train,29222,15041,19,14162,0.9993498049414824
repair_trend_quality_h18_tp85_edge08_pen55,validation,9844,5103,9,4732,0.9990857375050792
repair_trend_quality_h18_tp85_edge12_pen40,oos,7584,3748,34,3802,0.9955168776371308
repair_trend_quality_h18_tp85_edge12_pen40,train,29222,15041,19,14162,0.9993498049414824
repair_trend_quality_h18_tp85_edge12_pen40,validation,9844,5103,9,4732,0.9990857375050792
repair_trend_quality_h18_tp85_edge12_pen55,oos,7584,3748,34,3802,0.9955168776371308
repair_trend_quality_h18_tp85_edge12_pen55,train,29222,15041,19,14162,0.9993498049414824
repair_trend_quality_h18_tp85_edge12_pen55,validation,9844,5103,9,4732,0.9990857375050792
repair_trend_quality_h18_tp95_edge08_pen40,oos,7584,3741,46,3797,0.9939345991561181
repair_trend_quality_h18_tp95_edge08_pen40,train,29222,15030,33,14159,0.9988707138457327
repair_trend_quality_h18_tp95_edge08_pen40,validation,9844,5101,13,4730,0.9986793986184478
repair_trend_quality_h18_tp95_edge08_pen55,oos,7584,3741,46,3797,0.9939345991561181
repair_trend_quality_h18_tp95_edge08_pen55,train,29222,15030,33,14159,0.9988707138457327
repair_trend_quality_h18_tp95_edge08_pen55,validation,9844,5101,13,4730,0.9986793986184478
repair_trend_quality_h18_tp95_edge12_pen40,oos,7584,3741,46,3797,0.9939345991561181
repair_trend_quality_h18_tp95_edge12_pen40,train,29222,15030,33,14159,0.9988707138457327
repair_trend_quality_h18_tp95_edge12_pen40,validation,9844,5101,13,4730,0.9986793986184478
repair_trend_quality_h18_tp95_edge12_pen55,oos,7584,3741,46,3797,0.9939345991561181
repair_trend_quality_h18_tp95_edge12_pen55,train,29222,15030,33,14159,0.9988707138457327
repair_trend_quality_h18_tp95_edge12_pen55,validation,9844,5101,13,4730,0.9986793986184478
repair_chop_reversion_h18_tp85_edge08_pen40,oos,7584,3745,33,3806,0.9956487341772152
repair_chop_reversion_h18_tp85_edge08_pen40,train,29222,15048,16,14158,0.9994524673191431
repair_chop_reversion_h18_tp85_edge08_pen40,validation,9844,5104,9,4731,0.9990857375050792
repair_chop_reversion_h18_tp85_edge12_pen40,oos,7584,3745,33,3806,0.9956487341772152
repair_chop_reversion_h18_tp85_edge12_pen40,train,29222,15048,16,14158,0.9994524673191431
repair_chop_reversion_h18_tp85_edge12_pen40,validation,9844,5104,9,4731,0.9990857375050792
repair_chop_reversion_h18_tp95_edge08_pen40,oos,7584,3731,56,3797,0.9926160337552743
repair_chop_reversion_h18_tp95_edge08_pen40,train,29222,15036,42,14144,0.9985627267127507
repair_chop_reversion_h18_tp95_edge08_pen40,validation,9844,5097,25,4722,0.9974603819585535
repair_chop_reversion_h18_tp95_edge12_pen40,oos,7584,3731,56,3797,0.9926160337552743
repair_chop_reversion_h18_tp95_edge12_pen40,train,29222,15036,42,14144,0.9985627267127507
repair_chop_reversion_h18_tp95_edge12_pen40,validation,9844,5097,25,4722,0.9974603819585535
repair_vol_expansion_h18_tp85_edge08_pen40,oos,7584,3742,43,3799,0.9943301687763713
repair_vol_expansion_h18_tp85_edge08_pen40,train,29222,15043,22,14157,0.9992471425638217
repair_vol_expansion_h18_tp85_edge08_pen40,validation,9844,5101,14,4729,0.9985778138967899
repair_vol_expansion_h18_tp85_edge12_pen40,oos,7584,3742,43,3799,0.9943301687763713
repair_vol_expansion_h18_tp85_edge12_pen40,train,29222,15043,22,14157,0.9992471425638217
repair_vol_expansion_h18_tp85_edge12_pen40,validation,9844,5101,14,4729,0.9985778138967899
repair_vol_expansion_h18_tp95_edge08_pen40,oos,7584,3722,75,3787,0.9901107594936709
repair_vol_expansion_h18_tp95_edge08_pen40,train,29222,15017,62,14143,0.9978783108616796
repair_vol_expansion_h18_tp95_edge08_pen40,validation,9844,5093,31,4720,0.9968508736286062
repair_vol_expansion_h18_tp95_edge12_pen40,oos,7584,3722,75,3787,0.9901107594936709
repair_vol_expansion_h18_tp95_edge12_pen40,train,29222,15017,62,14143,0.9978783108616796
repair_vol_expansion_h18_tp95_edge12_pen40,validation,9844,5093,31,4720,0.9968508736286062
repair_neutral_h12_tp70_edge08_pen40,oos,7584,3729,21,3834,0.9972310126582279
repair_neutral_h12_tp70_edge08_pen40,train,29222,15045,9,14168,0.999692012867018
repair_neutral_h12_tp70_edge08_pen40,validation,9844,5029,8,4807,0.9991873222267371
repair_neutral_h12_tp80_edge08_pen40,oos,7584,3719,41,3824,0.9945938818565401
repair_neutral_h12_tp80_edge08_pen40,train,29222,15036,27,14159,0.999076038601054
repair_neutral_h12_tp80_edge08_pen40,validation,9844,5024,20,4800,0.9979683055668428
