run_id,attempt_name,candidate_id,axis_id,split,gap_type,metric,proxy_value,runtime_value,delta,classification,evidence,claim_boundary
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,signal_count_parity,signal_count,254,254,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,feature_readiness,feature_ready_count,9844,9844,0,feature_ready_exact,runtime_summary_feature_ready_count,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,trade_density,trades_per_day,0.936489444778718,0.9338235294117647,-0.0026659153669532643,trade_density_small_gap,proxy_kpi_vs_strategy_tester_trade_count,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,profit_factor,profit_factor,1.1675896317227255,1.14,-0.02758963172272555,profit_factor_small_gap,proxy_kpi_vs_strategy_tester_report,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_validation,f70c_f9a2939acd19,reference_low_dd_axis,validation,drawdown_percent,drawdown_percent,4.362648347401637,8.49,4.127351652598363,drawdown_percent_gap,proxy_dd_percent_vs_strategy_tester_dd,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,signal_count_parity,signal_count,174,174,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,feature_readiness,feature_ready_count,7584,7584,0,feature_ready_exact,runtime_summary_feature_ready_count,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,trade_density,trades_per_day,0.890716341598584,0.8923076923076924,0.001591350709108319,trade_density_small_gap,proxy_kpi_vs_strategy_tester_trade_count,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,profit_factor,profit_factor,1.5656868929926095,1.29,-0.2756868929926095,profit_factor_gap,proxy_kpi_vs_strategy_tester_report,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_reference_low_dd_axis_9acd19_oos,f70c_f9a2939acd19,reference_low_dd_axis,oos,drawdown_percent,drawdown_percent,1.8239278201580056,5.61,3.7860721798419945,drawdown_percent_gap,proxy_dd_percent_vs_strategy_tester_dd,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,signal_count_parity,signal_count,311,311,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,feature_readiness,feature_ready_count,9844,9844,0,feature_ready_exact,runtime_summary_feature_ready_count,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,trade_density,trades_per_day,1.1466465249062257,1.1433823529411764,-0.003264171965049245,trade_density_small_gap,proxy_kpi_vs_strategy_tester_trade_count,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,profit_factor,profit_factor,1.1974688434731984,1.22,0.0225311565268016,profit_factor_small_gap,proxy_kpi_vs_strategy_tester_report,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_validation,f70c_5c8a3021f38f,small_nn_density_axis,validation,drawdown_percent,drawdown_percent,4.338071348762527,6.93,2.591928651237473,drawdown_percent_gap,proxy_dd_percent_vs_strategy_tester_dd,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,signal_count_parity,signal_count,239,239,0,signal_count_exact,runtime_summary_vs_onnx_signal_parity,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,feature_readiness,feature_ready_count,7584,7584,0,feature_ready_exact,runtime_summary_feature_ready_count,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,trade_density,trades_per_day,1.2253785508697284,1.2256410256410257,0.00026247477129737184,trade_density_small_gap,proxy_kpi_vs_strategy_tester_trade_count,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,profit_factor,profit_factor,1.1240745460111985,1.02,-0.10407454601119848,profit_factor_gap,proxy_kpi_vs_strategy_tester_report,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier70E_selected_entry_tape_runtime_repair_v1,f70e_small_nn_density_axis_21f38f_oos,f70c_5c8a3021f38f,small_nn_density_axis,oos,drawdown_percent,drawdown_percent,2.8760070442676544,10.56,7.6839929557323465,drawdown_percent_gap,proxy_dd_percent_vs_strategy_tester_dd,runtime_repair_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
