candidate_id,label_id,horizon_bars,regime_mode,feature_set_id,feature_count,model_id,model_family,model_role,selection_id,mask_name,threshold_quantile,threshold,validation_net,validation_pf,validation_dd_pct,validation_trades,validation_trades_per_day,oos_net,oos_pf,oos_dd_pct,oos_trades,oos_trades_per_day,joint_soft,final_like,split_split,split_net,split_gross_profit,split_gross_loss,split_pf,split_dd_pct,split_trades,split_trades_per_day,split_win_rate,split_expectancy,split_avg_win,split_avg_loss,split_payoff,split_signals
f70b_101ec3b28c38,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q55,all,0.55,0.15206368954569366,-1201.9835974693297,0.7490230147429572,12.065282395553641,560,2.0647011380948115,-936.6525807476045,0.6535923719314228,10.741233423423777,272,1.400432629565404,False,False,train,-4526.267357921601,16903.605929965972,-21429.873287887574,0.788787021877544,45.42120170211771,2872,3.370013037809648,39.17130919220056,-1.5759983836774376,15.025427493303086,-12.266670456718703,1.224898601973395,2872
f70b_101ec3b28c38,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q55,all,0.55,0.15206368954569366,-1201.9835974693297,0.7490230147429572,12.065282395553641,560,2.0647011380948115,-936.6525807476045,0.6535923719314228,10.741233423423777,272,1.400432629565404,False,False,validation,-1201.9835974693297,3587.2348093032847,-4789.218406772613,0.7490230147429572,12.065282395553641,560,2.0647011380948115,37.32142857142857,-2.1463992811952317,17.16380291532672,-13.64449688539206,1.2579286037070714,560
f70b_101ec3b28c38,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q55,all,0.55,0.15206368954569366,-1201.9835974693297,0.7490230147429572,12.065282395553641,560,2.0647011380948115,-936.6525807476045,0.6535923719314228,10.741233423423777,272,1.400432629565404,False,False,oos,-936.6525807476045,1767.2502922058109,-2703.9028729534148,0.6535923719314228,10.741233423423777,272,1.400432629565404,33.455882352941174,-3.4435756645132516,19.42033288138254,-14.93868990581997,1.3000024101053576,273
f70b_5ebaac0b05fa,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q70,all,0.7,0.2477579248965507,-730.5897530937194,0.7740130501014356,8.344556083488472,396,1.4600386619384738,-661.3721220588685,0.6365258757090352,7.595205957126626,186,0.9576487834528129,False,False,train,-3304.8241977787025,11627.471651420594,-14932.295849199294,0.7786794320743442,33.04824197778695,2054,2.4101694915254237,39.14313534566699,-1.6089699112846652,14.462029417189793,-11.945836679359434,1.210633445389217,2054
f70b_5ebaac0b05fa,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q70,all,0.7,0.2477579248965507,-730.5897530937194,0.7740130501014356,8.344556083488472,396,1.4600386619384738,-661.3721220588685,0.6365258757090352,7.595205957126626,186,0.9576487834528129,False,False,validation,-730.5897530937194,2502.294948530197,-3232.884701623916,0.7740130501014356,8.344556083488472,396,1.4600386619384738,36.61616161616162,-1.8449236189235338,17.257206541587564,-12.880018731569386,1.339843279830761,396
f70b_5ebaac0b05fa,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q70,all,0.7,0.2477579248965507,-730.5897530937194,0.7740130501014356,8.344556083488472,396,1.4600386619384738,-661.3721220588685,0.6365258757090352,7.595205957126626,186,0.9576487834528129,False,False,oos,-661.3721220588685,1158.2130364418035,-1819.5851585006715,0.6365258757090352,7.595205957126626,186,0.9576487834528129,33.87096774193548,-3.555764097090691,18.384333911774657,-14.793375272363182,1.2427409954319257,186
f70b_a2dd19842120,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q55,cash,0.55,0.15206368954569366,-1201.9835974693297,0.7490230147429572,12.065282395553641,560,2.0647011380948115,-936.6525807476045,0.6535923719314228,10.741233423423777,272,1.400432629565404,False,False,train,-4526.267357921601,16903.605929965972,-21429.873287887574,0.788787021877544,45.42120170211771,2872,3.370013037809648,39.17130919220056,-1.5759983836774376,15.025427493303086,-12.266670456718703,1.224898601973395,2872
f70b_a2dd19842120,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q55,cash,0.55,0.15206368954569366,-1201.9835974693297,0.7490230147429572,12.065282395553641,560,2.0647011380948115,-936.6525807476045,0.6535923719314228,10.741233423423777,272,1.400432629565404,False,False,validation,-1201.9835974693297,3587.2348093032847,-4789.218406772613,0.7490230147429572,12.065282395553641,560,2.0647011380948115,37.32142857142857,-2.1463992811952317,17.16380291532672,-13.64449688539206,1.2579286037070714,560
f70b_a2dd19842120,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q55,cash,0.55,0.15206368954569366,-1201.9835974693297,0.7490230147429572,12.065282395553641,560,2.0647011380948115,-936.6525807476045,0.6535923719314228,10.741233423423777,272,1.400432629565404,False,False,oos,-936.6525807476045,1767.2502922058109,-2703.9028729534148,0.6535923719314228,10.741233423423777,272,1.400432629565404,33.455882352941174,-3.4435756645132516,19.42033288138254,-14.93868990581997,1.3000024101053576,273
f70b_a83c7fc51ef6,av_neutral_h6_tp60_edge12_pen55,6,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q70,cash,0.7,0.2477579248965507,-730.5897530937194,0.7740130501014356,8.344556083488472,396,1.4600386619384738,-661.3721220588685,0.6365258757090352,7.595205957126626,186,0.9576487834528129,False,False,train,-3304.8241977787025,11627.471651420594,-14932.295849199294,0.7786794320743442,33.04824197778695,2054,2.4101694915254237,39.14313534566699,-1.6089699112846652,14.462029417189793,-11.945836679359434,1.210633445389217,2054
