candidate_id,label_id,horizon_bars,regime_mode,feature_set_id,feature_count,model_id,model_family,model_role,selection_id,mask_name,threshold_quantile,threshold,validation_net,validation_pf,validation_dd_pct,validation_trades,validation_trades_per_day,oos_net,oos_pf,oos_dd_pct,oos_trades,oos_trades_per_day,joint_soft,final_like
f70b_0ca06a54cab9,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q70,cash,0.7,0.38813015597149936,-285.21472705602656,0.9239601865848431,6.767679846310609,286,1.0544723669555642,581.4774187660216,1.2091266104012584,3.9800585298061333,205,1.055473121547455,False,False
f70b_62973653c7f2,av_trend_quality_h6_tp60_edge12_pen55,6,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),chop_q55,chop,0.55,-0.23583633302875606,-170.0144421863555,0.8946030820380426,4.17094981546402,220,0.8111325899658187,133.54951610565186,1.1988003261506472,1.0003650046348571,99,0.5097162879668198,False,False
f70b_019b31b2d001,av_neutral_h12_tp80_edge12_pen55,12,neutral,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),all_q55,all,0.55,0.19964960237253293,23.837843246459727,1.0041245837576347,4.63146460762024,492,1.8139874284690127,795.450802574157,1.1977574546645724,7.09702168655395,337,1.7350948388365481,False,False
f70b_6d2dc7d20796,av_neutral_h12_tp80_edge12_pen55,12,neutral,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),cash_q55,cash,0.55,0.19964960237253293,23.837843246459727,1.0041245837576347,4.63146460762024,492,1.8139874284690127,795.450802574157,1.1977574546645724,7.09702168655395,337,1.7350948388365481,False,False
f70b_d43c8dfc34fc,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),vol_expansion_q55,vol_expansion,0.55,0.3503677036836197,-517.4920888090134,0.8148810795614074,7.506521384429927,192,0.7078975330610782,374.475466570854,1.1626269751717206,3.7125943597555167,163,0.8392298478645619,False,False
f70b_b4a531fd715c,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),trend_q55,trend,0.55,0.13112661655424632,570.3346147632599,1.174376968493163,3.3497301673889237,247,0.9106806805525328,389.5561255407331,1.159530967992829,3.2905324327707293,173,0.890716341598584,False,False
f70b_0cf31cdb0217,av_trend_quality_h12_tp80_edge12_pen55,12,trend_quality,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),chop_q55,chop,0.55,0.04670565120980745,56.288864250182996,1.0240598424502123,4.164783350753782,193,0.7115844993791046,284.62919307708717,1.153632687761887,3.7005308456420902,151,0.7774460553837352,False,False
f70b_8fa3ac600801,av_vol_expansion_h18_tp95_edge12_pen55,18,vol_expansion,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),trend_q55,trend,0.55,0.13055895329562203,-562.5914400792121,0.8728168338918014,8.725840543699265,266,0.9807330405950353,450.9514773869513,1.1505122215926753,4.502332491636276,189,0.9730947315730196,False,False
f70b_73c5358a42ff,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),all_q55,all,0.55,0.1508137357794362,-820.8382553696633,0.8474827886481174,13.219768136072174,347,1.2793773123551777,532.1921059417724,1.1459820288758036,4.9614908267974895,245,1.261419096483544,False,False
f70b_b642c632e230,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),cash_q55,cash,0.55,0.1508137357794362,-820.8382553696633,0.8474827886481174,13.219768136072174,347,1.2793773123551777,532.1921059417724,1.1459820288758036,4.9614908267974895,245,1.261419096483544,False,False
f70b_62ca91aa0916,av_vol_expansion_h18_tp95_edge12_pen55,18,vol_expansion,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),all_q55,all,0.55,0.15202401775792812,-679.9683456611633,0.8968872812524782,12.237382944083215,397,1.4637256282565,645.0920268130301,1.1405918077793742,6.216314034700398,286,1.472513720793035,False,False
f70b_6ce3d1525ae5,av_vol_expansion_h18_tp95_edge12_pen55,18,vol_expansion,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),cash_q55,cash,0.55,0.15202401775792812,-679.9683456611633,0.8968872812524782,12.237382944083215,397,1.4637256282565,645.0920268130301,1.1405918077793742,6.216314034700398,286,1.472513720793035,False,False
f70b_060cd72cc312,av_cash_density_h12_tp80_edge12_pen55,12,cash_density,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),chop_q55,chop,0.55,0.511992446415747,-566.5803432464611,0.8346072124485567,9.149678643417369,234,0.8627501184181889,317.7325976562498,1.128399721870635,2.499609588623047,182,0.9370541859592041,False,False
f70b_7eb556edb2cd,av_cash_density_h12_tp80_edge12_pen55,12,cash_density,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),chop_q55,chop,0.55,0.5066328480884413,-538.0898451995853,0.8397428829810136,8.901441868972775,228,0.8406283205100303,312.5381153106688,1.1231530333335111,2.818728361892701,183,0.9422028353326063,False,False
f70b_12e96578fa52,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q55,all,0.55,0.29288914000286126,-378.73872627735125,0.9139153548655728,6.796551386523244,331,1.2203858512667545,391.0025856614111,1.1215231789726705,4.711679153585431,225,1.1584461090154996,False,False
f70b_50301dd36080,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q55,cash,0.55,0.29288914000286126,-378.73872627735125,0.9139153548655728,6.796551386523244,331,1.2203858512667545,391.0025856614111,1.1215231789726705,4.711679153585431,225,1.1584461090154996,False,False
f70b_e2d9c91e0b34,av_cash_density_h18_tp95_edge12_pen55,18,cash_density,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),all_q70,all,0.7,0.33574295020223777,-961.3396090292927,0.8416443470643074,12.024175610661528,347,1.2793773123551777,423.18223093032805,1.0950600184463395,7.551231694459923,263,1.3540947852047838,False,False
f70b_db0110940d39,av_cash_density_h18_tp95_edge12_pen55,18,cash_density,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),cash_q70,cash,0.7,0.33574295020223777,-961.3396090292927,0.8416443470643074,12.024175610661528,347,1.2793773123551777,423.18223093032805,1.0950600184463395,7.551231694459923,263,1.3540947852047838,False,False
f70b_f79c44a37a83,av_neutral_h12_tp80_edge12_pen55,12,neutral,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),chop_q55,chop,0.55,0.19046134206080503,-85.74194149017345,0.9516122202956833,3.1390926231384286,170,0.6267842740644963,136.2328839874268,1.0942194478483447,4.140102193832396,127,0.6538784704220819,False,False
f70b_d176a56b2577,av_vol_expansion_h6_tp60_edge12_pen55,6,vol_expansion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),chop_q55,chop,0.55,0.05545937237237291,-348.28471761703497,0.8641282568015347,4.268878993320454,265,0.977046074277009,181.01223694801325,1.0941374106227777,5.048042450904852,204,1.0503244721740528,False,False
f70b_668616a0e755,av_cash_density_h12_tp80_edge12_pen55,12,cash_density,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),chop_q55,chop,0.55,0.2755052387712096,-31.444763374328772,0.9883693174110286,4.320006167984009,214,0.78901079205766,187.41700450897193,1.08760921952455,3.769533761215211,162,0.8340811984911597,False,False
f70b_0116b2340b9b,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q55,all,0.55,0.36202798520074364,-835.4815005493165,0.8341391505750054,10.607904054307951,352,1.2978121439453099,302.05791128873824,1.0869446885192684,6.56844793665409,237,1.220229901496326,False,False
f70b_86d1057b8154,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q55,cash,0.55,0.36202798520074364,-835.4815005493165,0.8341391505750054,10.607904054307951,352,1.2978121439453099,302.05791128873824,1.0869446885192684,6.56844793665409,237,1.220229901496326,False,False
f70b_532563aa78ef,av_cash_density_h18_tp95_edge12_pen55,18,cash_density,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),trend_q55,trend,0.55,0.3119943521677733,-528.1003387880326,0.8847272705677153,9.35818851380348,263,0.969672141640956,283.2313324999809,1.086844287085457,4.175288700819016,190,0.9782433809464218,False,False
f70b_fc4c8e422fc8,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),vol_expansion_q55,vol_expansion,0.55,0.5008240092380929,-286.14763964653025,0.8928472584433953,8.690389489364621,197,0.7263323646512104,205.4579067254066,1.0838227227767059,4.466149763679503,166,0.8546757959847685,False,False
f70b_597e15625af3,av_vol_expansion_h18_tp95_edge12_pen55,18,vol_expansion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),all_q70,all,0.7,0.2533803141959597,-273.4682669973374,0.9419304696125133,4.386710974788664,312,1.150333491224252,294.4574476861952,1.0816609291098596,8.713956366920476,234,1.2047839533761195,False,False
f70b_e46c5b28f82d,av_vol_expansion_h18_tp95_edge12_pen55,18,vol_expansion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),cash_q70,cash,0.7,0.2533803141959597,-273.4682669973374,0.9419304696125133,4.386710974788664,312,1.150333491224252,294.4574476861952,1.0816609291098596,8.713956366920476,234,1.2047839533761195,False,False
f70b_10cf826288c8,av_cash_density_h18_tp95_edge12_pen55,18,cash_density,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),vol_expansion_q55,vol_expansion,0.55,0.5193376477801456,-155.52430676937107,0.9657469324977348,6.157495168495178,285,1.050785400637538,270.5714375448224,1.0805016945786974,4.897875619769097,205,1.055473121547455,False,False
f70b_9601cc5e8f7b,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),trend_q55,trend,0.55,0.09135560200453037,-535.839156012535,0.8591836347902301,8.878870111227032,247,0.9106806805525328,197.233423514366,1.0796499635668142,3.48030148692131,169,0.8701217441049752,False,False
f70b_ffeb24b5df75,av_neutral_h18_tp95_edge12_pen55,18,neutral,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q55,all,0.55,0.3436987492764715,-755.0553290247917,0.8383572909217344,11.541846265625951,324,1.1945770870405694,200.87454615354525,1.067730698566321,5.006828396272659,213,1.096662316534673,False,False
f70b_f05681aa572f,av_neutral_h18_tp95_edge12_pen55,18,neutral,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q55,cash,0.55,0.3436987492764715,-755.0553290247917,0.8383572909217344,11.541846265625951,324,1.1945770870405694,200.87454615354525,1.067730698566321,5.006828396272659,213,1.096662316534673,False,False
f70b_341c745e6862,av_cash_density_h18_tp95_edge12_pen55,18,cash_density,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),vol_expansion_q55,vol_expansion,0.55,0.3820210930145769,291.34594961404815,1.082599853793695,7.140387212753296,230,0.8480022531460832,186.2588550305365,1.0648136965118926,4.980613122439387,179,0.9216082378389974,False,False
f70b_399c8c77818d,av_neutral_h18_tp95_edge12_pen55,18,neutral,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),trend_q55,trend,0.55,0.3806574113589381,-278.06308084726345,0.9059164063371674,6.400576307296749,214,0.78901079205766,117.09259818077084,1.061272236552845,4.0627755360841755,132,0.679621717289093,False,False
f70b_62348927fe20,av_vol_expansion_h18_tp95_edge12_pen55,18,vol_expansion,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q70,all,0.7,0.41239451654068565,-448.59698810577396,0.8935401943065626,10.307372000050544,298,1.0987159627718817,164.0186498928067,1.0536427155793606,8.604779435920724,202,1.0400271734272484,False,False
f70b_e4730769f1be,av_vol_expansion_h18_tp95_edge12_pen55,18,vol_expansion,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q70,cash,0.7,0.41239451654068565,-448.59698810577396,0.8935401943065626,10.307372000050544,298,1.0987159627718817,164.0186498928067,1.0536427155793606,8.604779435920724,202,1.0400271734272484,False,False
f70b_f0e82d6adb60,av_trend_quality_h12_tp80_edge12_pen55,12,trend_quality,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),vol_expansion_q55,vol_expansion,0.55,0.2934002650738507,-905.1494413375858,0.7400213025689701,9.381977294540432,257,0.9475503437327973,104.81270500183078,1.0455553816088894,3.955622570419314,183,0.9422028353326063,False,False
f70b_e3108c3d542c,av_neutral_h18_tp95_edge12_pen55,18,neutral,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),chop_q55,chop,0.55,0.19588722583983992,92.10849769353861,1.0691193013983777,2.5441084572553625,127,0.468244722389359,33.357788562774665,1.0432811279823422,1.3602320459365844,72,0.37070275488495985,False,False
f70b_186343d2c48a,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),all_q70,all,0.7,0.44847700848008887,-281.39468017816534,0.9314200825386226,6.06314547350406,304,1.1208377606800404,130.4416227149963,1.0418985633441622,6.947051296782495,215,1.1069596152814773,False,False
f70b_a010b5df3231,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),cash_q70,cash,0.7,0.44847700848008887,-281.39468017816534,0.9314200825386226,6.06314547350406,304,1.1208377606800404,130.4416227149963,1.0418985633441622,6.947051296782495,215,1.1069596152814773,False,False
f70b_e9a22b26fdc4,av_neutral_h18_tp95_edge12_pen55,18,neutral,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),vol_expansion_q55,vol_expansion,0.55,0.2508382267859191,-109.27940777778613,0.9617188302957439,5.050158114528655,212,0.7816368594216071,93.9609483695029,1.0383149289439335,6.375539772987366,164,0.8443784972379641,False,False
f70b_5062309e9646,av_neutral_h18_tp95_edge12_pen55,18,neutral,regime_value_macro_v1,27,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),chop_q55,chop,0.55,0.2814858847567048,-490.6503523778916,0.7271102906413627,5.549577688097951,134,0.4940534866155441,31.991164741516084,1.0337574675178116,2.5496481549978256,79,0.4067433004987754,False,False
f70b_7f867d376278,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),all_q70,all,0.7,0.25804111625818943,-1058.7079500842096,0.7579963761387545,11.776648127889649,292,1.076594164863723,110.56023344516736,1.0332476672293205,5.696402025032043,221,1.1378515115218906,False,False
f70b_df1089b6912a,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),cash_q70,cash,0.7,0.25804111625818943,-1058.7079500842096,0.7579963761387545,11.776648127889649,292,1.076594164863723,110.56023344516736,1.0332476672293205,5.696402025032043,221,1.1378515115218906,False,False
f70b_3637cb7633db,av_neutral_h12_tp80_edge12_pen55,12,neutral,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),vol_expansion_q55,vol_expansion,0.55,0.27367317717789286,-300.3297943496706,0.8871288489598544,6.152295169448855,242,0.8922458489624006,75.1134325790403,1.032858444707277,2.5720082454681403,192,0.9885406796932262,False,False
f70b_e5c62446ec4f,av_chop_reversion_h12_tp80_edge12_pen55,12,chop_reversion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),trend_q55,trend,0.55,0.12762236888698417,-695.4374176406864,0.8233641296533786,10.114986861038204,302,1.1134638280439875,79.93348457336396,1.0319729265726567,4.23130143852234,199,1.0245812253070419,False,False
f70b_cdd630b7938c,av_chop_reversion_h6_tp60_edge12_pen55,6,chop_reversion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),vol_expansion_q55,vol_expansion,0.55,0.19431224757214025,-1148.3773538017272,0.6231273066500815,11.8898698019028,299,1.1024029290899082,68.8519021606455,1.03001668143228,3.8478896540641787,238,1.2253785508697284,False,False
f70b_2b4b2d010a7d,av_trend_quality_h18_tp95_edge12_pen55,18,trend_quality,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),trend_q55,trend,0.55,0.5066195238585567,-413.19523091793064,0.8839399080257438,6.78901852674484,223,0.8221934889198981,72.14959516048418,1.028932794315603,3.478081852912903,149,0.7671487566369308,False,False
f70b_1df390a3cd52,av_vol_expansion_h12_tp80_edge12_pen55,12,vol_expansion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),all_q55,all,0.55,0.1663386658827151,-611.775024108887,0.908048634498381,11.948216596984873,524,1.9319703506458592,139.04362495422313,1.0278414908225817,5.77954952316285,371,1.9101489175322237,False,False
f70b_c92f2f43ff1a,av_vol_expansion_h12_tp80_edge12_pen55,12,vol_expansion,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),cash_q55,cash,0.55,0.1663386658827151,-611.775024108887,0.908048634498381,11.948216596984873,524,1.9319703506458592,139.04362495422313,1.0278414908225817,5.77954952316285,371,1.9101489175322237,False,False
f70b_8a202ce9f310,av_cash_density_h12_tp80_edge12_pen55,12,cash_density,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),chop_q55,chop,0.55,0.30681452449307145,-1119.2527510452273,0.6847788106211807,14.106070438003563,228,0.8406283205100303,66.36476951599097,1.0268339728403633,5.560325605773927,172,0.8855676922251818,False,False
f70b_d9277b903142,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),vol_expansion_q55,vol_expansion,0.55,0.35115544945760496,-174.82052249908452,0.9305713724704947,5.476043877196309,186,0.6857757351529195,58.89263455152506,1.0250586494388083,3.620781178927421,157,0.8083379516241486,False,False
f70b_916d5dc59328,av_trend_quality_h12_tp80_edge12_pen55,12,trend_quality,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),trend_q55,trend,0.55,0.26361672260148794,-439.0114813232426,0.9065954842680686,8.783111372756967,326,1.2019510196766223,76.13512329101519,1.0228477104468983,3.595140774536134,225,1.1584461090154996,False,False
f70b_10734b145906,av_trend_quality_h18_tp95_edge12_pen55,18,trend_quality,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),all_q70,all,0.7,0.2819181373875188,-524.458230676651,0.8918107290663817,9.355151407384877,300,1.1060898954079346,57.97314832687374,1.0162969061655602,4.8146967846632,216,1.1121082646548794,False,False
f70b_5bf0a5c8adca,av_trend_quality_h18_tp95_edge12_pen55,18,trend_quality,regime_value_macro_v1,27,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),cash_q70,cash,0.7,0.2819181373875188,-524.458230676651,0.8918107290663817,9.355151407384877,300,1.1060898954079346,57.97314832687374,1.0162969061655602,4.8146967846632,216,1.1121082646548794,False,False
f70b_86dc86fdfebb,av_trend_quality_h18_tp95_edge12_pen55,18,trend_quality,regime_value_core_v1,20,extratrees_light_reference_v1,shallow_extra_trees_reference(얕은 엑스트라트리스 참조),reference_only(참조 전용),vol_expansion_q55,vol_expansion,0.55,0.2796351774620689,-1216.4584785532952,0.6649155546178294,12.62629635522367,220,0.8111325899658187,34.87251344203939,1.0157715733877428,4.809441505789757,144,0.7414055097699197,False,False
f70b_507ea18c2d15,av_chop_reversion_h18_tp95_edge12_pen55,18,chop_reversion,regime_value_core_v1,20,logreg_balanced_l2_v1,regularized_linear(정규화 선형),hypothesis_carrier(가설 운반),trend_q55,trend,0.55,0.21616280894202372,-368.1454021120071,0.8656429711622217,5.658858308863636,214,0.78901079205766,28.829270756244597,1.0157662601714024,3.177834457063675,135,0.6950676654092997,False,False
