run_id,comparison_id,selected_candidate_id,parent_mt5_net,proxy_net,net_diff_proxy_minus_parent,parent_mt5_profit_factor,proxy_profit_factor,parent_mt5_density,proxy_density,stress_delta_proxy,usability,claim_boundary
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,selected_cj_proxy_vs_parent_mt5(선택 CJ 프록시 대 부모 MT5),cj09_cg07_native_short_cost_firewall_short_floor_rescue,997.49,1034.32,36.83,1.4,1.4184722658,3.2101910828,3.1942675159,31.69,"proxy_scout_screen_only_mt5_reprobe_required_before_runtime_claim(프록시 정찰 선별 전용, 런타임 주장 전 MT5 재탐침 필요)",research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
