run_id,candidate_id,queue_rank,axis_id,seed_candidate_id,source_variant_id,transform,h17_overlay_policy,cost_stress_policy,month_guard_policy,short_floor_policy,source_mix_policy,trade_splitting_status,top_n_status,input_trade_count,removed_trade_count,restored_trade_count,restored_short_count,net_profit,profit_factor,expectancy,trade_count,trade_density,long_trade_count,short_trade_count,short_share,closed_trade_drawdown_proxy,closed_trade_recovery_proxy,gross_profit_sum,gross_loss_sum,swap_sum,commission_sum,parent_trade_count,parent_net_profit,parent_profit_factor,parent_trade_density,parent_short_trade_count,net_delta_vs_parent,profit_factor_delta_vs_parent,trade_delta_vs_parent,short_delta_vs_parent,stress_adjusted_net_swap_haircut_1x,stress_adjusted_net_delta_vs_parent,bad_month_count,bad_months,feature_boundary,claim_boundary,package_precheck_status,candidate_status,selection_score
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj09_cg07_native_short_cost_firewall_short_floor_rescue,9,ci03_short_floor_rescue,cg07_native_short_cost_firewall,cd02_ca01_clone_current_session,native_short_hour17_20_cost_firewall(기본 숏 17/20시 비용 방화벽)+short_floor_restore,inherit_source_h17_policy,inherit_source_cost_policy_with_stress_floor,none,restore_native_short_until_floor_100,source_candidate_plus_short_rescue,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",989,0,14,14,1034.32,1.4184722658,1.031226321,1003,3.1942675159,903,100,0.0997008973,67.67,15.2847642973,3523.4,-2483.94,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,36.83,0.0207247521,-5,-5,1029.18,31.69,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",196.51337605
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj01_h17_focus_stress_delta_floor,1,ci01_cost_stress_guard,cg09_best_open_hour_overlay_focus,cd02_ca01_clone_current_session,focus_h17_overlay_only(17시 오버레이 집중)+h17_focus+native_hour17_20_soft_firewall+short_floor_restore,focus_best_overlay_open_hour=17,stress_delta_floor_ge_0,none,preserve_short_floor_100,selected_source_mix,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",1007,19,15,15,1034.32,1.4184722658,1.031226321,1003,3.1942675159,903,100,0.0997008973,67.67,15.2847642973,3523.4,-2483.94,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,36.83,0.0207247521,-5,-5,1029.18,31.69,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",194.61337605
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj05_month_of_year_08_overlay_soft_guard,5,ci02_bad_month_regime_guard,cg09_best_open_hour_overlay_focus,cd02_ca01_clone_current_session,focus_h17_overlay_only(17시 오버레이 집중)+h17_focus+native_hour17_20_soft_firewall+month08_overlay_guard+short_floor_restore,focus_best_overlay_open_hour=17,stress_delta_floor_ge_0,month_of_year=08(월중=08),preserve_short_floor_100,overlay_month_pressure_sensitive,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",1007,23,19,19,1034.32,1.4184722658,1.031226321,1003,3.1942675159,903,100,0.0997008973,67.67,15.2847642973,3523.4,-2483.94,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,36.83,0.0207247521,-5,-5,1029.18,31.69,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",194.21337605
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj07_month_of_year_12_overlay_soft_guard,7,ci02_bad_month_regime_guard,cg09_best_open_hour_overlay_focus,cd02_ca01_clone_current_session,focus_h17_overlay_only(17시 오버레이 집중)+h17_focus+native_hour17_20_soft_firewall+month12_overlay_guard+short_floor_restore,focus_best_overlay_open_hour=17,stress_delta_floor_ge_0,month_of_year=12(월중=12),preserve_short_floor_100,overlay_month_pressure_sensitive,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",1007,23,19,19,1034.32,1.4184722658,1.031226321,1003,3.1942675159,903,100,0.0997008973,67.67,15.2847642973,3523.4,-2483.94,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,36.83,0.0207247521,-5,-5,1029.18,31.69,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",194.21337605
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj06_quarter_q3_pressure_overlay_soft_guard,6,ci02_bad_month_regime_guard,cg09_best_open_hour_overlay_focus,cd02_ca01_clone_current_session,focus_h17_overlay_only(17시 오버레이 집중)+h17_focus+native_hour17_20_soft_firewall+q3_weak_overlay_guard+short_floor_restore,focus_best_overlay_open_hour=17,stress_delta_floor_ge_0,quarter=Q3(분기=Q3),preserve_short_floor_100,overlay_month_pressure_sensitive,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",1007,24,20,20,1034.32,1.4184722658,1.031226321,1003,3.1942675159,903,100,0.0997008973,67.67,15.2847642973,3523.4,-2483.94,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,36.83,0.0207247521,-5,-5,1029.18,31.69,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",194.11337605
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj08_quarter_q4_pressure_overlay_soft_guard,8,ci02_bad_month_regime_guard,cg09_best_open_hour_overlay_focus,cd02_ca01_clone_current_session,focus_h17_overlay_only(17시 오버레이 집중)+h17_focus+native_hour17_20_soft_firewall+q4_weak_overlay_guard+short_floor_restore,focus_best_overlay_open_hour=17,stress_delta_floor_ge_0,quarter=Q4(분기=Q4),preserve_short_floor_100,overlay_month_pressure_sensitive,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",1007,26,22,22,1034.32,1.4184722658,1.031226321,1003,3.1942675159,903,100,0.0997008973,67.67,15.2847642973,3523.4,-2483.94,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,36.83,0.0207247521,-5,-5,1029.18,31.69,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",193.91337605
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj13_combined_h17_month_cost_guard,13,ci04_mt5_precheck_boundary,cg09_best_open_hour_overlay_focus,cd02_ca01_clone_current_session,focus_h17_overlay_only(17시 오버레이 집중)+h17_focus+native_hour17_20_soft_firewall+month_quarter_weak_overlay_guard+short_floor_restore,focus_best_overlay_open_hour=17,stress_delta_floor_ge_0_and_native_cost_soft,month_of_year_or_quarter_soft_guard,preserve_short_floor_100,selected_plus_cost_rescue,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",1007,31,27,27,1034.32,1.4184722658,1.031226321,1003,3.1942675159,903,100,0.0997008973,67.67,15.2847642973,3523.4,-2483.94,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,36.83,0.0207247521,-5,-5,1029.18,31.69,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",193.41337605
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj11_cg08_bad_overlay_month_guard_scout_short_floor_rescue,11,ci03_short_floor_rescue,cg08_bad_overlay_month_guard_scout,cd02_ca01_clone_current_session,drop_negative_overlay_months(음수 오버레이 월 제거)+short_floor_restore,inherit_source_h17_policy,inherit_source_cost_policy_with_stress_floor,none,restore_native_short_until_floor_100,source_candidate_plus_short_rescue,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",992,0,11,11,1011.2,1.4064075752,1.0081754736,1003,3.1942675159,903,100,0.0997008973,67.67,14.9431062509,3517.13,-2500.79,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,13.71,0.0086600615,-5,-5,1006.06,8.57,1,2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",189.98503075
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj02_h17_focus_native_hour_cost_firewall_soft,2,ci01_cost_stress_guard,cg09_best_open_hour_overlay_focus,cd02_ca01_clone_current_session,focus_h17_overlay_only(17시 오버레이 집중)+h17_focus+native_hour17_20_soft_firewall+short_floor_restore,focus_best_overlay_open_hour=17,native_short_hour17_20_soft_firewall,none,restore_native_short_if_below_100,native_short_cost_sensitive,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",1007,19,15,15,1027.43,1.4145485641,1.0243569292,1003,3.1942675159,903,100,0.0997008973,67.67,15.1829466529,3523.4,-2490.83,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,29.94,0.0168010504,-5,-5,1022.29,24.8,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",187.1395252
run364CJ_train_h17_focus_month_cost_stress_repair_scout_without_db_v1,cj03_h17_focus_swap_negative_native_trim,3,ci01_cost_stress_guard,cg09_best_open_hour_overlay_focus,cd02_ca01_clone_current_session,focus_h17_overlay_only(17시 오버레이 집중)+h17_focus+weak_native_swap_trim+short_floor_restore,focus_best_overlay_open_hour=17,trim_negative_swap_native_only,none,short_floor_hard_guard,source_bucket_cost_weighted,"not_used_no_added_entries(미사용, 추가 진입 없음)","not_used_fixed_rule_surface(미사용, 고정 규칙 표면)",1007,7,3,3,1025.09,1.4136705669,1.0220239282,1003,3.1942675159,903,100,0.0997008973,67.67,15.1483670755,3520.69,-2490.46,-5.14,0.0,1008,997.49,1.3977475137,3.2101910828,105,27.6,0.0159230532,-5,-5,1019.95,22.46,2,2025-08;2025-12,entry-known source_bucket/open_hour/month/probabilities only(진입 시점 원천/시간/월/확률만 사용),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,failed_proxy_precheck(프록시 사전점검 실패),"proxy_review_candidate_no_split_repair_watch(프록시 검토 후보, 무분할 수리 관찰)",186.0285266
