bar_time_server,timestamp_utc,entry_veto,selected_entry,event_active,split,bar_time_server_ts,row_index,entry_raw_index,proxy_pnl_price,proxy_pnl_contract,proxy_mfe_contract,proxy_mae_contract,proxy_spread_cost_contract,proxy_utility,proxy_exit_offset_bars,proxy_both_hit,proxy_valid,proxy_win,proxy_exit_path_label,source_time_ts,bar_time_ts,input_hash,p_short,p_flat,p_long,decision,decision_reason,order_attempted_bool,order_filled_bool,trade_retcode,trade_comment,position_before,position_after,entry_ticket,model_risk_pct,clipped_risk_pct,computed_lot,executed_lot,actual_risk_pct_after_floor,atr_points,open_sl_points,open_tp_points,runtime_trade_index,entry_order,exit_ticket,exit_order,direction,volume,runtime_open_time_utc,runtime_close_time_utc,runtime_open_time_ts,runtime_close_time_ts,runtime_open_price,runtime_close_price,runtime_gross_profit,runtime_net_profit,runtime_commission,runtime_swap,runtime_win,runtime_exit_comment,runtime_exit_reason,runtime_holding_seconds,runtime_match_status,runtime_open_time_delta_seconds,runtime_net_profit_filled,proxy_runtime_pnl_delta,runtime_loss,runtime_win_bool,proxy_win_runtime_loss,proxy_loss_runtime_win,tp_expected_sl_actual,sl_expected_tp_actual,month,hour_utc,session_bucket,target_candidate_id,target_label_name,source_candidate_id,runtime_wrapper_id,claim_boundary
2025.11.05 17:00:00,2025-11-05 17:00:00+00:00,0,True,True,oos,2025-11-05 17:00:00+00:00,40471,231091,14.0,1.1354836447662422,7.163305024599535,3.2228219386214536,0.1064515916968352,0.42546281826952237,1,0,True,True,tp_expected,2025-11-05 17:00:00+00:00,2025-11-05 17:00:00+00:00,2DDA00C40A780E70,0.0,0.4936679602,0.5063320398,long,long_threshold_met,True,False,10016.0,Invalid stops,none,none,,0.0,0.0,0.1,0.1,0.0,4010.1428571428,700.0,1400.0,,,,,,,,,,,,,,,,,,,,,attempted_unfilled,,,,False,False,False,False,False,False,2025-11,17,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2025.12.18 18:45:00,2025-12-18 18:45:00+00:00,0,True,True,oos,2025-12-18 18:45:00+00:00,42191,239436,14.0,1.1887094406146597,1.33064489621044,18.09677058846211,0.0532257958484176,-2.7935800888470044,1,1,True,True,both_hit_close_direction,2025-12-18 18:45:00+00:00,2025-12-18 18:45:00+00:00,7F922EF76ECEC79C,0.0,0.4973824024,0.5026175976,long,long_threshold_met,False,False,0.0,,long:ticket=1516:volume=0.10000000,long:ticket=1516:volume=0.10000000,1516,0.0,0.0,0.1,0.1,0.0,3119.6428571428,700.0,1400.0,758.0,1516,1517,1517,buy,0.1,2025-12-18T18:40:00+00:00,2025-12-18T18:52:42+00:00,2025-12-18 18:40:00+00:00,2025-12-18 18:52:42+00:00,25173.55,25188.2,1.47,1.47,0.0,0.0,True,tp 25187.55,tp,762.0,selected_no_attempt_or_no_fill,-300.0,1.47,0.2812905593853403,False,True,False,False,False,False,2025-12,18,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2026.02.02 18:15:00,2026-02-02 18:15:00+00:00,0,True,True,oos,2026-02-02 18:15:00+00:00,43767,247618,14.0,1.1887094406146597,4.258063667873408,3.3354832065008364,0.0532257958484176,0.45390313518447567,1,0,True,True,tp_expected,2026-02-02 18:15:00+00:00,2026-02-02 18:15:00+00:00,BEEACBCE3DEB124B,0.0,0.4936391115,0.5063608885,long,long_threshold_met,False,False,0.0,,long:ticket=1980:volume=0.10000000,long:ticket=1980:volume=0.10000000,1980,0.0,0.0,0.1,0.1,0.0,3810.7142857143,700.0,1400.0,990.0,1980,1981,1981,buy,0.1,2026-02-02T18:10:00+00:00,2026-02-02T18:16:09+00:00,2026-02-02 18:10:00+00:00,2026-02-02 18:16:09+00:00,25752.2,25766.85,1.47,1.47,0.0,0.0,True,tp 25766.20,tp,369.0,selected_no_attempt_or_no_fill,-300.0,1.47,0.2812905593853403,False,True,False,False,False,False,2026-02,18,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2026.02.06 18:55:00,2026-02-06 18:55:00+00:00,0,True,True,oos,2026-02-06 18:55:00+00:00,44013,248730,14.0,1.1887094406146597,8.560482165620497,1.295161032311495,0.0532257958484176,0.9027740135061307,1,1,True,True,both_hit_close_direction,2026-02-06 18:55:00+00:00,2026-02-06 18:55:00+00:00,4D51F8812885ED6E,0.0,0.4900382757,0.5099617243,long,long_threshold_met,False,False,0.0,,long:ticket=2190:volume=0.10000000,long:ticket=2190:volume=0.10000000,2190,0.0,0.0,0.1,0.1,0.0,4482.1428571429,700.0,1400.0,1095.0,2190,2191,2191,buy,0.1,2026-02-06T18:50:00+00:00,2026-02-06T18:55:11+00:00,2026-02-06 18:50:00+00:00,2026-02-06 18:55:11+00:00,24952.4,24944.05,-0.84,-0.84,0.0,0.0,False,sl 24945.40,sl,311.0,selected_no_attempt_or_no_fill,-300.0,-0.84,-2.0287094406146595,True,False,True,False,False,False,2026-02,18,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2025.02.10 17:40:00,2025-02-10 17:40:00+00:00,0,True,True,validation,2025-02-10 17:40:00+00:00,30631,178711,14.0,1.16919331547024,1.5745964605156875,3.3328219167084154,0.07274192099283738,0.4349724937943886,1,0,True,True,tp_expected,2025-02-10 17:40:00+00:00,2025-02-10 17:40:00+00:00,B1B3C47855539E0A,0.0,0.4920428991,0.5079571009,long,long_threshold_met,False,False,0.0,,long:ticket=756:volume=0.10000000,long:ticket=756:volume=0.10000000,756,0.0,0.0,0.1,0.1,0.0,2933.9285714286,700.0,1400.0,378.0,756,757,757,buy,0.1,2025-02-10T17:35:00+00:00,2025-02-10T17:41:28+00:00,2025-02-10 17:35:00+00:00,2025-02-10 17:41:28+00:00,21751.3,21765.48,1.42,1.42,0.0,0.0,True,tp 21765.30,tp,388.0,selected_no_attempt_or_no_fill,-300.0,1.42,0.25080668452975985,False,True,False,False,False,False,2025-02,17,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2025.02.10 18:15:00,2025-02-10 18:15:00+00:00,0,True,True,validation,2025-02-10 18:15:00+00:00,30638,178718,-7.0,-0.7274192099283738,1.6961286943694838,1.9365318722850173,0.1064515916968352,-1.1544562218310777,1,0,True,False,sl_expected,2025-02-10 18:15:00+00:00,2025-02-10 18:15:00+00:00,527810B4623AC5E9,0.0,0.4964864254,0.5035135746,long,long_threshold_met,False,False,0.0,,long:ticket=764:volume=0.10000000,long:ticket=764:volume=0.10000000,764,0.0,0.0,0.1,0.1,0.0,2101.8571428571,700.0,1400.0,382.0,764,765,765,buy,0.1,2025-02-10T18:10:00+00:00,2025-02-10T18:15:57+00:00,2025-02-10 18:10:00+00:00,2025-02-10 18:15:57+00:00,21748.05,21740.35,-0.77,-0.77,0.0,0.0,False,sl 21741.05,sl,357.0,selected_no_attempt_or_no_fill,-300.0,-0.77,-0.042580790071626184,True,False,False,False,False,False,2025-02,18,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2025.02.12 18:00:00,2025-02-12 18:00:00+00:00,0,True,True,validation,2025-02-12 18:00:00+00:00,30746,179267,-7.0,-0.7274192099283738,2.850241367682853,6.471369678570107,0.1064515916968352,-2.152120539213797,1,0,True,False,sl_expected,2025-02-12 18:00:00+00:00,2025-02-12 18:00:00+00:00,BDB617EC07676E21,0.0,0.4952786565,0.5047213435,long,long_threshold_met,False,False,0.0,,long:ticket=816:volume=0.10000000,long:ticket=816:volume=0.10000000,816,0.0,0.0,0.1,0.1,0.0,4628.5,700.0,1400.0,408.0,816,817,817,buy,0.1,2025-02-12T17:55:00+00:00,2025-02-12T18:00:37+00:00,2025-02-12 17:55:00+00:00,2025-02-12 18:00:37+00:00,21610.0,21601.8,-0.82,-0.82,0.0,0.0,False,sl 21603.00,sl,337.0,selected_no_attempt_or_no_fill,-300.0,-0.82,-0.09258079007162612,True,False,False,False,False,False,2025-02,18,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2025.04.07 17:20:00,2025-04-07 17:20:00+00:00,0,True,True,validation,2025-04-07 17:20:00+00:00,32764,189678,-7.0,-0.7274192099283738,30.019348858507655,26.32902701301711,0.1064515916968352,-6.520805152792138,1,1,True,False,both_hit_close_direction,2025-04-07 17:20:00+00:00,2025-04-07 17:20:00+00:00,ECA200EE865BE593,0.0,0.4425228238,0.5574771762,long,long_threshold_met,True,False,10016.0,Invalid stops,none,none,,0.0,0.0,0.1,0.1,0.0,22091.0714285714,700.0,1400.0,,,,,,,,,,,,,,,,,,,,,attempted_unfilled,,,,False,False,False,False,False,False,2025-04,17,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2025.04.07 17:25:00,2025-04-07 17:25:00+00:00,0,True,True,validation,2025-04-07 17:25:00+00:00,32765,189679,14.0,1.2419352364630774,39.11208898261233,17.961044809048623,0.0,-2.7104946215276198,1,1,True,True,both_hit_close_direction,2025-04-07 17:25:00+00:00,2025-04-07 17:25:00+00:00,1F988A44B113E689,0.0,0.4401372671,0.5598627329,long,long_threshold_met,True,False,10016.0,Invalid stops,none,none,,0.0,0.0,0.1,0.1,0.0,25478.7142857143,700.0,1400.0,,,,,,,,,,,,,,,,,,,,,attempted_unfilled,,,,False,False,False,False,False,False,2025-04,17,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
2025.04.07 17:30:00,2025-04-07 17:30:00+00:00,0,True,True,validation,2025-04-07 17:30:00+00:00,32766,189680,-7.0,-0.7274192099283738,37.847976331212415,19.331609052145375,0.1064515916968352,-4.981373201400356,1,1,True,False,both_hit_close_direction,2025-04-07 17:30:00+00:00,2025-04-07 17:30:00+00:00,BB38F850C813145C,0.0,0.4409949183,0.5590050817,long,long_threshold_met,True,False,10016.0,Invalid stops,none,none,,0.0,0.0,0.1,0.1,0.0,27610.8571428571,700.0,1400.0,,,,,,,,,,,,,,,,,,,,,attempted_unfilled,,,,False,False,False,False,False,False,2025-04,17,cash_mid,f84b_00287,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,f84b_00287,f84c_runtime_f84b_00287,row_level_reconciliation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
