candidate_id,surface_family,label_name,side,entry_mode,fill_order,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,label_mode,utility_quantile,feature_set,feature_count,model,prob_quantile,prob_threshold,regime,risk_filter,cooldown_bars,contract_pnl_scale,initial_balance,raw_signal_total_diagnostic_only,lifecycle_trade_total,overall_signal_to_trade_ratio_diagnostic_only,scout_clue,materialization_candidate,meaningful_signal,final_like_reference,dual_positive,runtime_winrate_preserved_vs_f83e_oos,runtime_dd_improved_vs_f83e_oos,density_target_5_10_tpd_proxy,val_win_rate_percent,oos_win_rate_percent,rank_score,signal_count_claim_boundary,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_days,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_avg_hold_bars,val_avg_mae_contract,val_avg_spread_cost_contract,val_max_consecutive_loss,val_time_under_water_trades,val_smooth_equity_proxy,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_days,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_avg_hold_bars,oos_avg_mae_contract,oos_avg_spread_cost_contract,oos_max_consecutive_loss,oos_time_under_water_trades,oos_smooth_equity_proxy
f84b_01151,reversal_balance,reversal_balance_long_nextbar_h12_tp14_sl7_close_direction_reversal_balance_q54,long,next_bar_open_control,close_direction,12,14.0,7.0,1400.0,700.0,reversal_balance,0.54,compact_exportable_30,30,histgbm_density_shallow,0.66,0.28392829179067464,high_vol,intent_release,0,0.08870965974736267,500.0,4147,4112,0.9915601639739571,1,1,1,0,1,1,1,1,47.15483017203353,45.6910569105691,2694647.9098338913,diagnostic_only_not_economics,2291,2267,0.9895242252291576,1856,1845,0.994073275862069,344.41614106573314,1214.9213708768107,-870.5052298110772,1.3956508579971207,2.865322009839929,2267,271,8.365313653136532,135,16.79259259259259,0.47154830172033524,1.1365026855723206,-0.7266320783064084,1.5640689690182887,0.15192595547672394,24.040309597522267,1.015880017644464,7.939673809989385,0.10555510369294806,10,168,0,291.809538642352,986.8053679330646,-694.9958292907129,1.4198723594358282,2.448386609027216,1845,194,9.510309278350515,104,17.740384615384617,0.45691056910569106,1.1705876250688785,-0.6936086120665798,1.6876774663756817,0.15816235156767045,23.836884057970952,1.010840108401084,7.546630282619078,0.07205003372792433,10,105,0
f84b_00319,stop_touch_asymmetry,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,long,next_bar_open_control,close_direction,10,14.0,7.0,1400.0,700.0,tp_before_sl,0.52,density_core,27,histgbm_density_shallow,0.66,0.2735414219553736,high_vol,intent_release,0,0.08870965974736267,500.0,4209,4165,0.9895462105013068,1,1,1,0,1,1,1,1,46.623931623931625,45.91780821917808,2691792.893105539,diagnostic_only_not_economics,2373,2340,0.9860935524652339,1836,1825,0.9940087145969498,332.01275643985684,1239.782253021009,-907.7694965811519,1.3657456630678668,4.473628141059635,2340,271,8.634686346863468,139,16.834532374100718,0.46623931623931625,1.1363723675719606,-0.7267970348928358,1.5635346775176588,0.14188579335036616,14.84310926036045,1.0196581196581196,7.547783683876792,0.10570514161118323,9,222,0,298.3607470146947,981.6069818718693,-683.2462348571746,1.43668114333197,2.175160857005312,1825,194,9.407216494845361,110,16.59090909090909,0.4591780821917808,1.171368713450918,-0.6922454253872083,1.692129222516294,0.1634853408299697,27.433442088091606,1.010958904109589,7.0105299777031185,0.07095120106675909,10,211,0
f84b_00287,stop_touch_asymmetry,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,long,next_bar_open_control,close_direction,10,14.0,7.0,1400.0,700.0,tp_before_sl,0.52,density_core,27,extra_trees_d7_l120,0.66,0.5009896033605139,high_vol,intent_release,0,0.08870965974736267,500.0,4177,4145,0.9923389992817812,1,1,1,0,1,1,1,1,46.837606837606835,45.70637119113574,2691190.7901634052,diagnostic_only_not_economics,2364,2340,0.9898477157360406,1813,1805,0.9955874241588527,341.63686742584827,1245.6796712010137,-904.0428037751651,1.377898995489171,4.525434582352136,2340,271,8.634686346863468,135,17.333333333333332,0.4683760683760684,1.1365690430666182,-0.7267225110732839,1.5639656481647157,0.14599866129309755,15.098521974359393,1.0158119658119658,7.6680728451908875,0.10557283532378224,12,279,0,288.0970393819249,966.5511784195469,-678.4541390376221,1.4246374556585157,2.930967158052863,1805,194,9.304123711340207,108,16.712962962962962,0.45706371191135736,1.1715771859630872,-0.6923001418751246,1.6922966139943585,0.15961054813403042,19.658837772397092,1.0105263157894737,7.05535347788027,0.07088712733141606,11,123,0
f84b_00383,stop_touch_asymmetry,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,long,next_bar_open_control,close_direction,10,14.0,7.0,1400.0,700.0,tp_before_sl,0.52,compact_exportable_30,30,histgbm_density_shallow,0.66,0.27414464169052644,high_vol,intent_release,0,0.08870965974736267,500.0,3906,3879,0.9930875576036866,1,1,1,0,1,1,1,1,46.29203132197144,45.2576112412178,2690941.6822004276,diagnostic_only_not_economics,2189,2171,0.9917770671539515,1717,1708,0.9947582993593477,294.5116348782568,1141.883159620417,-847.37152474216,1.3475590414344778,3.8641927785952017,2171,271,8.011070110701107,136,15.963235294117647,0.46292031321971444,1.1362021488760368,-0.7267337261939623,1.5634366590175135,0.13565713260168438,15.243112947658076,1.0152003684937816,7.6143897626011094,0.10575082215990876,11,148,0,254.93293308537335,904.1989327763206,-649.2659996909473,1.3926479027189507,2.6754833379804497,1708,194,8.804123711340207,105,16.266666666666666,0.452576112412178,1.1697269505515144,-0.6944021387068955,1.684509429550089,0.1492581575441296,19.056962864721545,1.009367681498829,6.938535106393761,0.07287955600356952,11,114,0
f84b_01131,reversal_balance,reversal_balance_long_nextbar_h12_tp14_sl7_close_direction_reversal_balance_q54,long,next_bar_open_control,close_direction,12,14.0,7.0,1400.0,700.0,reversal_balance,0.54,compact_exportable_30,30,histgbm_density_shallow,0.54,0.27999698588928146,trend,intent_release,0,0.08870965974736267,500.0,4062,3862,0.9507631708517972,1,1,1,0,1,1,1,1,46.35897435897436,44.08995815899582,2690916.095555205,diagnostic_only_not_economics,2038,1950,0.956820412168793,2024,1912,0.9446640316205533,267.3247854554825,1027.3714082389365,-760.0466227834539,1.3517215621279677,2.724273650841565,1950,271,7.195571955719557,140,13.928571428571429,0.4635897435897436,1.1364727967244872,-0.7266220103092293,1.56404950662152,0.13708963356691412,19.62539889286837,1.0666666666666667,6.391714318094289,0.10556540494202564,10,285,0,247.56559584335486,987.3553678234985,-739.7897719801435,1.3346431719118168,2.226080201700324,1912,194,9.855670103092784,102,18.745098039215687,0.4408995815899582,1.1712400567301287,-0.6920390757531745,1.6924478656865152,0.12947991414401405,22.242288993384815,1.0674686192468619,7.178577283333344,0.07090555680204207,11,126,0
f84b_01071,reversal_balance,reversal_balance_long_nextbar_h12_tp14_sl7_close_direction_reversal_balance_q54,long,next_bar_open_control,close_direction,12,14.0,7.0,1400.0,700.0,reversal_balance,0.54,density_core,27,histgbm_density_shallow,0.54,0.27775865340705347,high_vol,intent_release,0,0.08870965974736267,500.0,4404,4360,0.9900090826521344,1,1,1,0,1,1,1,1,46.41264693960276,45.32488114104596,2690449.247167322,diagnostic_only_not_economics,2499,2467,0.9871948779511804,1905,1893,0.9937007874015747,340.5803353782572,1301.2296601348123,-960.6493247565547,1.354531384763703,4.487821686619282,2467,271,9.103321033210332,145,17.013793103448275,0.4641264693960276,1.1364451180216701,-0.7266636344603289,1.5639218259018475,0.1380544529299786,15.177979837911947,1.0214835832995541,8.079465092884186,0.10560045361567583,14,295,0,288.0101039153725,1004.8311707937288,-716.8210668783565,1.4017880015296023,2.058064106138818,1893,194,9.757731958762887,108,17.52777777777778,0.4532488114104596,1.1711319006919916,-0.692580740945272,1.6909680438031915,0.15214479868746567,27.988448275862016,1.01162176439514,7.684166158334342,0.07124608774448248,11,100,0
f84b_01087,reversal_balance,reversal_balance_long_nextbar_h12_tp14_sl7_close_direction_reversal_balance_q54,long,next_bar_open_control,close_direction,12,14.0,7.0,1400.0,700.0,reversal_balance,0.54,density_core,27,histgbm_density_shallow,0.66,0.28185363302910693,high_vol,intent_release,0,0.08870965974736267,500.0,3950,3919,0.9921518987341772,1,1,1,0,1,1,1,1,46.69100867183934,44.79166666666667,2690335.1647463073,diagnostic_only_not_economics,2214,2191,0.9896115627822945,1736,1728,0.9953917050691244,313.9301793969545,1162.667832899224,-848.7376535022695,1.3698789350296159,3.730241192376775,2191,271,8.084870848708487,137,15.992700729927007,0.4669100867183934,1.1365276958936696,-0.7266589499163266,1.5640455484991118,0.1432816884513713,16.831629013078885,1.0196257416704702,8.355353122696059,0.10555882675049592,12,253,0,246.1284993554476,906.434416201954,-660.3059168465066,1.3727491956015017,2.0332254014094815,1728,194,8.907216494845361,107,16.149532710280372,0.4479166666666667,1.1711038969017493,-0.6921445669250594,1.6919931945785949,0.14243547416403216,24.21064572425913,1.009837962962963,7.76174819241976,0.07102214460305921,11,124,0
f84b_01115,reversal_balance,reversal_balance_long_nextbar_h12_tp14_sl7_close_direction_reversal_balance_q54,long,next_bar_open_control,close_direction,12,14.0,7.0,1400.0,700.0,reversal_balance,0.54,compact_exportable_30,30,extra_trees_d7_l120,0.66,0.5009062719491447,trend,intent_release,0,0.08870965974736267,500.0,4097,3850,0.9397119843788138,1,1,1,0,1,1,1,1,45.70552147239264,44.0337909186906,2689852.0365020214,diagnostic_only_not_economics,2059,1956,0.9499757163671685,2038,1894,0.929342492639843,244.53793515617753,1016.2347975542527,-771.6968623980749,1.3168834124791795,3.1268380867746144,1956,271,7.217712177121771,144,13.583333333333334,0.4570552147239264,1.1367279614700814,-0.7266448798475281,1.5643514363007704,0.1250193942516245,15.641227871087017,1.0695296523517381,6.897370607954745,0.10546245177910002,13,396,0,244.22390296067172,976.7146441368021,-732.4907411761305,1.3334156860038002,2.9451607036123733,1894,194,9.762886597938145,104,18.21153846153846,0.440337909186906,1.1711206764230242,-0.6910290011095571,1.6947489534340867,0.12894609448821104,16.584759036144956,1.0929250263991552,7.242082387384901,0.06998320982117968,10,112,0
f84b_00367,stop_touch_asymmetry,stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,long,next_bar_open_control,close_direction,10,14.0,7.0,1400.0,700.0,tp_before_sl,0.52,compact_exportable_30,30,histgbm_density_shallow,0.54,0.27029769279847504,high_vol,intent_release,0,0.08870965974736267,500.0,4369,4330,0.9910734721904326,1,1,1,0,1,1,1,1,45.976062732150226,45.14944939695857,2689716.699289126,diagnostic_only_not_economics,2448,2423,0.9897875816993464,1921,1907,0.9927121290994274,314.34711479776706,1265.6836994740438,-951.3365846762765,1.33042681198341,4.576531346366596,2423,271,8.940959409594097,142,17.06338028169014,0.45976062732150225,1.1361613101203265,-0.7267659164830226,1.5633112180307749,0.12973467387443957,13.737352200038302,1.019397441188609,7.384657409510535,0.10578709300743584,13,249,0,282.07808896806637,1007.7763314973413,-725.698242529275,1.3886988729433047,2.7925800888469667,1907,194,9.829896907216495,107,17.822429906542055,0.45149449396958574,1.1704719297297808,-0.6937841706780832,1.687083648198254,0.14791719400527864,20.201969504447344,1.010487676979549,6.8183630715625,0.07220556945802505,12,111,0
f84b_01147,reversal_balance,reversal_balance_long_nextbar_h12_tp14_sl7_close_direction_reversal_balance_q54,long,next_bar_open_control,close_direction,12,14.0,7.0,1400.0,700.0,reversal_balance,0.54,compact_exportable_30,30,histgbm_density_shallow,0.66,0.28392829179067464,trend,intent_release,0,0.08870965974736267,500.0,3401,3276,0.9632461040870333,1,1,1,0,1,1,1,1,47.22052535125229,44.53935326418548,2689291.9998175683,diagnostic_only_not_economics,1691,1637,0.9680662329982259,1710,1639,0.9584795321637427,250.79995003774383,878.6124056153892,-627.8124555776451,1.3994822782019913,3.818950852123749,1637,271,6.040590405904059,135,12.125925925925927,0.4722052535125229,1.136626656682263,-0.7266347865482004,1.5642337495039076,0.1532070556125497,13.134494773519906,1.0562003665241295,6.566498731288557,0.10549784092618546,10,247,0,226.33560007261605,855.3553941194227,-629.0197940468067,1.359822699086277,1.7493544902180018,1639,194,8.448453608247423,101,16.22772277227723,0.4453935326418548,1.171719717971812,-0.6919909725487423,1.6932586759855146,0.13809371572459794,25.876470588235144,1.0543014032946918,7.527688476582549,0.07066354946489428,10,101,0
