label_name,feature_set,feature_count,model,status,train_rows,positive_rows,positive_rate
runtime_winrate_preserve_long_nextbar_h8_tp12_sl8_close_direction_runtime_winrate_q54,density_core,27,extra_trees_d7_l120,fit_ok,29222,11523,0.3943261925946205
runtime_winrate_preserve_long_nextbar_h8_tp12_sl8_close_direction_runtime_winrate_q54,density_core,27,histgbm_density_shallow,fit_ok,29222,11523,0.3943261925946205
runtime_winrate_preserve_long_nextbar_h8_tp12_sl8_close_direction_runtime_winrate_q54,compact_exportable_30,30,extra_trees_d7_l120,fit_ok,29222,11523,0.3943261925946205
runtime_winrate_preserve_long_nextbar_h8_tp12_sl8_close_direction_runtime_winrate_q54,compact_exportable_30,30,histgbm_density_shallow,fit_ok,29222,11523,0.3943261925946205
runtime_winrate_preserve_short_nextbar_h8_tp12_sl8_close_direction_runtime_winrate_q54,density_core,27,extra_trees_d7_l120,fit_ok,29222,11193,0.38303333105194715
runtime_winrate_preserve_short_nextbar_h8_tp12_sl8_close_direction_runtime_winrate_q54,density_core,27,histgbm_density_shallow,fit_ok,29222,11193,0.38303333105194715
runtime_winrate_preserve_short_nextbar_h8_tp12_sl8_close_direction_runtime_winrate_q54,compact_exportable_30,30,extra_trees_d7_l120,fit_ok,29222,11193,0.38303333105194715
runtime_winrate_preserve_short_nextbar_h8_tp12_sl8_close_direction_runtime_winrate_q54,compact_exportable_30,30,histgbm_density_shallow,fit_ok,29222,11193,0.38303333105194715
stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,density_core,27,extra_trees_d7_l120,fit_ok,29222,8050,0.2754773800561221
stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,density_core,27,histgbm_density_shallow,fit_ok,29222,8050,0.2754773800561221
stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,compact_exportable_30,30,extra_trees_d7_l120,fit_ok,29222,8050,0.2754773800561221
stop_touch_asymmetry_long_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,compact_exportable_30,30,histgbm_density_shallow,fit_ok,29222,8050,0.2754773800561221
stop_touch_asymmetry_short_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,density_core,27,extra_trees_d7_l120,fit_ok,29222,7841,0.268325234412429
stop_touch_asymmetry_short_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,density_core,27,histgbm_density_shallow,fit_ok,29222,7841,0.268325234412429
stop_touch_asymmetry_short_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,compact_exportable_30,30,extra_trees_d7_l120,fit_ok,29222,7841,0.268325234412429
stop_touch_asymmetry_short_nextbar_h10_tp14_sl7_close_direction_tp_before_sl_q52,compact_exportable_30,30,histgbm_density_shallow,fit_ok,29222,7841,0.268325234412429
fill_path_fast_tp_long_nextbar_h8_tp10_sl8_close_direction_fast_tp_q50,density_core,27,extra_trees_d7_l120,fit_ok,29222,10294,0.35226883854630076
fill_path_fast_tp_long_nextbar_h8_tp10_sl8_close_direction_fast_tp_q50,density_core,27,histgbm_density_shallow,fit_ok,29222,10294,0.35226883854630076
fill_path_fast_tp_long_nextbar_h8_tp10_sl8_close_direction_fast_tp_q50,compact_exportable_30,30,extra_trees_d7_l120,fit_ok,29222,10294,0.35226883854630076
fill_path_fast_tp_long_nextbar_h8_tp10_sl8_close_direction_fast_tp_q50,compact_exportable_30,30,histgbm_density_shallow,fit_ok,29222,10294,0.35226883854630076
fill_path_fast_tp_short_nextbar_h8_tp10_sl8_close_direction_fast_tp_q50,density_core,27,extra_trees_d7_l120,fit_ok,29222,10399,0.35586202176442405
fill_path_fast_tp_short_nextbar_h8_tp10_sl8_close_direction_fast_tp_q50,density_core,27,histgbm_density_shallow,fit_ok,29222,10399,0.35586202176442405
fill_path_fast_tp_short_nextbar_h8_tp10_sl8_close_direction_fast_tp_q50,compact_exportable_30,30,extra_trees_d7_l120,fit_ok,29222,10399,0.35586202176442405
fill_path_fast_tp_short_nextbar_h8_tp10_sl8_close_direction_fast_tp_q50,compact_exportable_30,30,histgbm_density_shallow,fit_ok,29222,10399,0.35586202176442405
drawdown_guard_supply_long_nextbar_h18_tp20_sl10_close_direction_dd_guard_q55,density_core,27,extra_trees_d7_l120,fit_ok,29222,8728,0.29867907740743277
