candidate_id,candidate_label,split,mechanism_family,rule_code,threshold_family,thresholds,enabled_morphology_features,long_short_behavior,changes_entry_eligibility,scoring_only,direction_specific,expected_trade_count_effect,over_thinning_risk,tier_a_signal_count,tier_b_fallback_signal_count,actual_routed_total_count,trade_count_delta_vs_reference,long_count,short_count,flat_count,no_trade_rate,morphology_activation_count,morphology_activation_rate,thinning_ratio_vs_reference,tier_b_signal_share_python,missing_surface_rows,candidate_rejection_reason
c01_reference_no_candle_morphology,reference without candle morphology,validation_is,reference/carry comparison,reference_no_candle,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",none,both,True,False,False,reference,low,1767,244,2011,0,1022,989,10199,0.8352989352989353,12210,1.0,1.0,0.12133267031327698,0,mt5_pending
c01_reference_no_candle_morphology,reference without candle morphology,oos,reference/carry comparison,reference_no_candle,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",none,both,True,False,False,reference,low,1310,122,1432,0,720,712,7214,0.8343742771223688,8646,1.0,1.0,0.08519553072625698,0,mt5_pending
c02_outside_bar_context,outside bar as context only,validation_is,outside bar context,outside_context,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_outside_bar_flag,both,True,False,False,lower,medium,263,31,294,-1717,148,146,11916,0.975921375921376,1228,0.10057330057330058,0.1461959224266534,0.1054421768707483,0,mt5_pending
c02_outside_bar_context,outside bar as context only,oos,outside bar context,outside_context,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_outside_bar_flag,both,True,False,False,lower,medium,202,12,214,-1218,113,101,8432,0.9752486699051585,804,0.09299097848716169,0.1494413407821229,0.056074766355140186,0,mt5_pending
c03_adverse_outside_bar_filter,adverse outside bar filter,validation_is,adverse outside filter,adverse_outside_filter,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_adverse_outside_long,candle_adverse_outside_short",both,True,False,True,slightly lower,medium,1767,244,2011,0,1022,989,10199,0.8352989352989353,1227,0.1004914004914005,1.0,0.12133267031327698,0,mt5_pending
c03_adverse_outside_bar_filter,adverse outside bar filter,oos,adverse outside filter,adverse_outside_filter,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_adverse_outside_long,candle_adverse_outside_short",both,True,False,True,slightly lower,medium,1310,122,1432,0,720,712,7214,0.8343742771223688,804,0.09299097848716169,1.0,0.08519553072625698,0,mt5_pending
c04_adverse_outside_bar_directional_long,long-side adverse outside bar only,validation_is,directional adverse outside,adverse_outside_long_only,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_adverse_outside_long,long_only,True,False,True,slightly lower,medium,1767,244,2011,0,1022,989,10199,0.8352989352989353,641,0.0524979524979525,1.0,0.12133267031327698,0,mt5_pending
c04_adverse_outside_bar_directional_long,long-side adverse outside bar only,oos,directional adverse outside,adverse_outside_long_only,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_adverse_outside_long,long_only,True,False,True,slightly lower,medium,1310,122,1432,0,720,712,7214,0.8343742771223688,390,0.04510756419153366,1.0,0.08519553072625698,0,mt5_pending
c05_adverse_outside_bar_directional_short,short-side adverse outside bar only,validation_is,directional adverse outside,adverse_outside_short_only,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_adverse_outside_short,short_only,True,False,True,slightly lower,medium,1767,244,2011,0,1022,989,10199,0.8352989352989353,586,0.04799344799344799,1.0,0.12133267031327698,0,mt5_pending
c05_adverse_outside_bar_directional_short,short-side adverse outside bar only,oos,directional adverse outside,adverse_outside_short_only,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_adverse_outside_short,short_only,True,False,True,slightly lower,medium,1310,122,1432,0,720,712,7214,0.8343742771223688,414,0.047883414295628035,1.0,0.08519553072625698,0,mt5_pending
