candidate_id,candidate_label,split,mechanism_family,rule_code,threshold_family,thresholds,enabled_morphology_features,long_short_behavior,changes_entry_eligibility,scoring_only,direction_specific,expected_trade_count_effect,over_thinning_risk,tier_a_signal_count,tier_b_fallback_signal_count,actual_routed_total_count,trade_count_delta_vs_reference,long_count,short_count,flat_count,no_trade_rate,morphology_activation_count,morphology_activation_rate,thinning_ratio_vs_reference,tier_b_signal_share_python,missing_surface_rows,candidate_rejection_reason,net_profit,profit_factor,max_drawdown,expectancy,win_rate,trade_count,order_attempt_count,fill_count,tier_a_used_count_mt5,tier_b_fallback_used_count_mt5,actual_routed_total_count_mt5,tester_status,runtime_status,tester_command,tester_report_path
c06_rejection_tail_context,rejection tail as context only,validation_is,rejection tail context,rejection_tail_context,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_rejection_tail_up,candle_rejection_tail_down",both,True,False,False,lower,high,202,20,222,-1789,116,106,11988,0.9818181818181818,5330,0.43652743652743653,0.11039283938339135,0.09009009009009009,0,oos_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,5.29,1.01,246.91,0.03,42.61,176,322,322,202,20,322,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c06_rejection_tail_context_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c06_rejection_tail_context_validation_is.htm
c06_rejection_tail_context,rejection tail as context only,oos,rejection tail context,rejection_tail_context,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_rejection_tail_up,candle_rejection_tail_down",both,True,False,False,lower,high,125,8,133,-1299,64,69,8513,0.984617164006477,3811,0.4407818644459866,0.09287709497206705,0.06015037593984962,0,oos_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,-226.79,0.62,278.13,-2.18,45.19,104,197,197,125,8,197,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c06_rejection_tail_context_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c06_rejection_tail_context_oos.htm
c07_rejection_tail_directional,direction-aware rejection tail,validation_is,directional rejection tail,rejection_tail_directional,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_rejection_tail_up,candle_rejection_tail_down",both,True,False,True,lower,high,122,8,130,-1881,81,49,12080,0.9893529893529893,5330,0.43652743652743653,0.06464445549477872,0.06153846153846154,0,oos_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;cluster_concentration_check_not_available_for_positive_gate,29.36,1.07,171.1,0.25,47.41,116,217,217,122,8,217,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c07_rejection_tail_directional_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c07_rejection_tail_directional_validation_is.htm
c07_rejection_tail_directional,direction-aware rejection tail,oos,directional rejection tail,rejection_tail_directional,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_rejection_tail_up,candle_rejection_tail_down",both,True,False,True,lower,high,63,1,64,-1368,32,32,8582,0.9925977330557483,3811,0.4407818644459866,0.0446927374301676,0.015625,0,oos_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;cluster_concentration_check_not_available_for_positive_gate,-113.55,0.67,134.27,-2.1,44.44,54,105,105,63,1,105,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c07_rejection_tail_directional_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c07_rejection_tail_directional_oos.htm
c08_wide_range_doji_negative_control,wide-range doji-like negative control,validation_is,negative control,wide_range_doji_negative_control,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_wide_range_doji_like,both,True,False,False,lower,high,20,2,22,-1989,14,8,12188,0.9981981981981982,1852,0.15167895167895168,0.01093983092988563,0.09090909090909091,0,oos_net_not_positive;oos_pf_below_1_10;trade_count_thin;cluster_concentration_check_not_available_for_positive_gate,29.21,1.45,67.96,1.62,55.56,18,36,36,20,0,36,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c08_wide_range_doji_negative_control_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c08_wide_range_doji_negative_control_validation_is.htm
c08_wide_range_doji_negative_control,wide-range doji-like negative control,oos,negative control,wide_range_doji_negative_control,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_wide_range_doji_like,both,True,False,False,lower,high,16,1,17,-1415,9,8,8629,0.9980337728429332,1539,0.17800138792505205,0.011871508379888268,0.058823529411764705,0,oos_net_not_positive;oos_pf_below_1_10;trade_count_thin;cluster_concentration_check_not_available_for_positive_gate,-15.01,0.74,67.31,-1.07,42.86,14,28,28,16,1,28,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c08_wide_range_doji_negative_control_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c08_wide_range_doji_negative_control_oos.htm
c09_impulse_body_context,impulse body context,validation_is,impulse body context,impulse_body_context,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_impulse_body_flag,both,True,False,False,lower,medium,929,98,1027,-984,515,512,11183,0.9158886158886159,2691,0.2203931203931204,0.5106911984087519,0.09542356377799416,0,validation_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,-179.67,0.92,397.04,-0.27,41.83,655,961,961,929,98,961,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c09_impulse_body_context_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c09_impulse_body_context_validation_is.htm
c09_impulse_body_context,impulse body context,oos,impulse body context,impulse_body_context,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_impulse_body_flag,both,True,False,False,lower,medium,680,69,749,-683,352,397,7897,0.9133703446680546,1919,0.2219523479065464,0.5230446927374302,0.09212283044058744,0,validation_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,63.44,1.04,247.05,0.14,43.8,468,699,699,680,69,699,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c09_impulse_body_context_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c09_impulse_body_context_oos.htm
c10_impulse_body_directional,direction-aware impulse body,validation_is,directional impulse body,impulse_body_directional,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_impulse_body_flag,candle_close_location_in_range",both,True,False,True,lower,medium,929,98,1027,-984,515,512,11183,0.9158886158886159,2691,0.2203931203931204,0.5106911984087519,0.09542356377799416,0,validation_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,-179.67,0.92,397.04,-0.27,41.83,655,961,961,929,98,961,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c10_impulse_body_directional_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c10_impulse_body_directional_validation_is.htm
c10_impulse_body_directional,direction-aware impulse body,oos,directional impulse body,impulse_body_directional,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_impulse_body_flag,candle_close_location_in_range",both,True,False,True,lower,medium,680,69,749,-683,352,397,7897,0.9133703446680546,1919,0.2219523479065464,0.5230446927374302,0.09212283044058744,0,validation_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,63.44,1.04,247.05,0.14,43.8,468,699,699,680,69,699,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c10_impulse_body_directional_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c10_impulse_body_directional_oos.htm
c11_narrow_range_compression_context,narrow-range compression context,validation_is,compression context,narrow_compression_context,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_narrow_range_compression,both,True,False,False,lower,high,67,16,83,-1928,35,48,12127,0.9932022932022933,3053,0.25004095004095006,0.04127299850820487,0.1927710843373494,0,validation_net_not_positive;validation_pf_below_1_10;cluster_concentration_check_not_available_for_positive_gate,-44.98,0.79,92.2,-0.83,42.59,54,108,108,67,0,108,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c11_narrow_range_compression_context_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c11_narrow_range_compression_context_validation_is.htm
c11_narrow_range_compression_context,narrow-range compression context,oos,compression context,narrow_compression_context,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_narrow_range_compression,both,True,False,False,lower,high,54,4,58,-1374,22,36,8588,0.9932916955817719,2349,0.27168632893823735,0.040502793296089384,0.06896551724137931,0,validation_net_not_positive;validation_pf_below_1_10;cluster_concentration_check_not_available_for_positive_gate,92.23,1.59,90.04,2.01,50.0,46,91,91,54,4,91,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c11_narrow_range_compression_context_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c11_narrow_range_compression_context_oos.htm
c12_expansion_after_compression_context,expansion after compression context,validation_is,expansion after compression,expansion_after_compression,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_expansion_after_compression,both,True,False,False,lower,medium,266,31,297,-1714,135,162,11913,0.9756756756756757,2088,0.171007371007371,0.147687717553456,0.10437710437710437,0,validation_net_not_positive;oos_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,-187.47,0.78,227.84,-0.95,41.41,198,348,348,266,0,348,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c12_expansion_after_compression_context_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c12_expansion_after_compression_context_validation_is.htm
c12_expansion_after_compression_context,expansion after compression context,oos,expansion after compression,expansion_after_compression,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_expansion_after_compression,both,True,False,False,lower,medium,222,24,246,-1186,120,126,8400,0.9715475364330326,1767,0.20437196391394866,0.1717877094972067,0.0975609756097561,0,validation_net_not_positive;oos_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,-251.47,0.67,297.22,-1.28,39.09,197,341,341,222,24,341,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c12_expansion_after_compression_context_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c12_expansion_after_compression_context_oos.htm
c13_outside_bar_plus_rejection_tail,outside bar plus rejection tail,validation_is,combined outside/rejection,outside_plus_rejection,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_outside_bar_flag,candle_rejection_tail_up,candle_rejection_tail_down",both,True,False,True,much lower,high,38,3,41,-1970,25,16,12169,0.9966420966420967,514,0.042096642096642094,0.020387866732968673,0.07317073170731707,0,validation_pf_below_1_10;trade_count_thin;cluster_concentration_check_not_available_for_positive_gate,7.12,1.05,82.68,0.18,41.03,39,76,76,38,3,76,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c13_outside_bar_plus_rejection_tail_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c13_outside_bar_plus_rejection_tail_validation_is.htm
c13_outside_bar_plus_rejection_tail,outside bar plus rejection tail,oos,combined outside/rejection,outside_plus_rejection,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_outside_bar_flag,candle_rejection_tail_up,candle_rejection_tail_down",both,True,False,True,much lower,high,16,1,17,-1415,5,12,8629,0.9980337728429332,313,0.03620171177423086,0.011871508379888268,0.058823529411764705,0,validation_pf_below_1_10;trade_count_thin;cluster_concentration_check_not_available_for_positive_gate,29.82,1.25,60.27,1.86,62.5,16,32,32,16,1,32,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c13_outside_bar_plus_rejection_tail_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c13_outside_bar_plus_rejection_tail_oos.htm
c14_outside_bar_plus_impulse_body,outside bar plus impulse body,validation_is,combined outside/impulse,outside_plus_impulse,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_outside_bar_flag,candle_impulse_body_flag",both,True,False,True,much lower,high,104,10,114,-1897,49,65,12096,0.9906633906633907,257,0.021048321048321047,0.05668821481849826,0.08771929824561403,0,validation_net_not_positive;oos_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;cluster_concentration_check_not_available_for_positive_gate,-306.29,0.48,329.73,-2.86,40.19,107,208,208,104,10,208,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c14_outside_bar_plus_impulse_body_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c14_outside_bar_plus_impulse_body_validation_is.htm
c14_outside_bar_plus_impulse_body,outside bar plus impulse body,oos,combined outside/impulse,outside_plus_impulse,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}","candle_outside_bar_flag,candle_impulse_body_flag",both,True,False,True,much lower,high,82,8,90,-1342,48,42,8556,0.9895905621096461,164,0.018968309044644922,0.06284916201117319,0.08888888888888889,0,validation_net_not_positive;oos_net_not_positive;validation_pf_below_1_10;oos_pf_below_1_10;cluster_concentration_check_not_available_for_positive_gate,-53.24,0.83,118.12,-0.63,48.81,84,159,159,82,8,159,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c14_outside_bar_plus_impulse_body_oos.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c14_outside_bar_plus_impulse_body_oos.htm
c15_morphology_score_low_complexity,low-complexity morphology score,validation_is,low-complexity score,morphology_score_low_complexity,broad_train_quantile_v1,"{""adx_q50"":24.974328994750977,""morph_score_abs_q50"":1.0,""morph_score_abs_q75"":2.0,""return_abs_q60"":0.8147125482559202,""return_abs_q67"":0.9530624308165626}",candle_directional_morphology_score,both,True,True,True,moderate,medium,1508,207,1715,-296,894,821,10495,0.8595413595413596,10450,0.8558558558558559,0.8528095474888115,0.1206997084548105,0,validation_net_not_positive;validation_pf_below_1_10;oos_drawdown_worse_than_reference_without_strong_pf;cluster_concentration_check_not_available_for_positive_gate,-142.46,0.95,439.96,-0.14,40.14,1004,1310,1310,1508,207,1310,completed,completed,C:\Program Files\MetaTrader 5\terminal64.exe /config:C:\Users\awdse\AppData\Roaming\MetaQuotes\Terminal\D0E8209F77C8CF37AD8BF550E51FF075\MQL5\Profiles\Tester\opv2_run34A_candle_morphology_signal_quality_broad_mt_routed_c15_morphology_score_low_complexity_validation_is.ini,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/40_feature_structure__candle_morphology_signal_quality_scout/02_runs/run34A_candle_morphology_signal_quality_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run34A_candle_morphology_signal_quality_broad_mt5_probe_v1_routed_c15_morphology_score_low_complexity_validation_is.htm
