run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_tier_a_only_validation_is.htm,8196e4eae4b0398acb089468c19b0e64b07d3f28c5c21142e323a6c42c953b36,-497.01,0.56,152,523.04,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_tier_b_fallback_only_validation_is.htm,622092b1c67753521687a93c7a8bf475fb2d561dfa5fcfacf9d1383c0640e2c7,127.45,2.51,14,94.17,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_routed_validation_is.htm,32a754cb628af90d04d12794fe0527ed8aff2b5579202a8ff1b4ff0be9aec3a3,NA,NA,NA,NA,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_routed_validation_is.htm,32a754cb628af90d04d12794fe0527ed8aff2b5579202a8ff1b4ff0be9aec3a3,NA,NA,NA,NA,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_routed_validation_is.htm,32a754cb628af90d04d12794fe0527ed8aff2b5579202a8ff1b4ff0be9aec3a3,-496.86,0.56,160,522.89,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_tier_a_only_oos.htm,f7009d8f6a9444b77903e1755767d373c9085fc1855e4b3ca32d7ec4b3afb821,290.82,1.3,209,118.3,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_tier_b_fallback_only_oos.htm,b2d9c5849ef6e874cc4239639a6f8b87dcbe46c06f7451a5b34cb5d11f10c3f8,-87.57,0.56,16,201.21,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_tier_a_used_oos,oos,Tier A,primary_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_routed_oos.htm,6409419bd2dcefc8a617afae1b37a6f6c7cf1b91cd7d1d0b341573c7bc70dc79,NA,NA,NA,NA,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_tier_b_fallback_used_oos,oos,Tier B,fallback_used,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_routed_oos.htm,6409419bd2dcefc8a617afae1b37a6f6c7cf1b91cd7d1d0b341573c7bc70dc79,NA,NA,NA,NA,recorded
run12B_catboost_q80_signal_density_probe_v1,18_model_family_challenge__catboost_ordered_boosting_scout,mt5_routed_total_oos,oos,Tier A+B,routed_total,stages/18_model_family_challenge__catboost_ordered_boosting_scout/02_runs/run12B_catboost_q80_signal_density_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run12B_catboost_q80_signal_density_probe_v1_routed_oos.htm,6409419bd2dcefc8a617afae1b37a6f6c7cf1b91cd7d1d0b341573c7bc70dc79,298.27,1.3,222,114.77,recorded
